company_id,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,ai_concreteness_mean,ai_concreteness_median,ai_concreteness_standard_deviation,ai_concreteness_min,ai_concreteness_max,ai_concreteness_matched_token_count,ai_concreteness_eligible_token_count,ai_concreteness_unmatched_token_count,ai_concreteness_coverage,ai_concreteness_unique_dictionary_entries,ai_concreteness_stem_collision_count,ai_concreteness_status
S2023-018,0001097149,ALGN,Align Technology,0001097149-24-000011,2023,2024-02-28,1.0.3,0.3.0,2.88990243902439,2.86,0.823216173632805,1.5,5.0,205,297,92,0.6902356902356902,145,60,warning_stem_collisions
S2023-019,0001579241,ALLE,Allegion,0001579241-24-000006,2023,2024-02-20,1.0.3,0.3.0,2.87,2.875,0.776785960591094,1.62,4.93,56,77,21,0.7272727272727273,46,9,warning_stem_collisions
S2023-020,0000352541,LNT,Alliant Energy,0000352541-24-000014,2023,2024-02-16,1.0.3,0.3.0,2.449090909090909,2.33,0.5836165388873159,1.68,3.62,11,16,5,0.6875,11,5,warning_stem_collisions
S2023-021,0000899051,ALL,Allstate,0000899051-24-000013,2023,2024-02-21,1.0.3,0.3.0,2.7254166666666664,2.7,0.7162458793753875,1.62,4.25,24,28,4,0.8571428571428571,22,4,warning_stem_collisions
S2023-022,0001652044,GOOGL|GOOG,Alphabet Inc. (Class A)|Alphabet Inc. (Class C),0001652044-24-000022,2023,2024-01-31,1.0.3,0.3.0,2.9113603322949118,2.82,0.8324006730804903,1.3,4.93,963,1402,439,0.6868758915834522,458,279,warning_stem_collisions
S2023-023,0000764180,MO,Altria,0000764180-24-000018,2023,2024-02-27,1.0.3,0.3.0,2.756808510638298,2.61,0.7991727275365491,1.5,4.89,47,61,14,0.7704918032786885,28,13,warning_stem_collisions
S2023-024,0001018724,AMZN,Amazon,0001018724-24-000008,2023,2024-02-02,1.0.3,0.3.0,2.9424896265560165,2.93,0.7465775472948251,1.3,4.71,241,322,81,0.7484472049689441,122,71,warning_stem_collisions
S2023-025,0001748790,AMCR,Amcor,0001748790-23-000030,2023,2023-08-17,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-026,0001002910,AEE,Ameren,0001002910-24-000056,2023,2024-02-29,1.0.3,0.3.0,2.8046774193548383,2.7649999999999997,0.7427232318754637,1.5,4.69,62,93,31,0.6666666666666666,52,22,warning_stem_collisions
S2023-027,0000006201,AAL,American Airlines Group,0000006201-24-000010,2023,2024-02-21,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-028,0000004904,AEP,American Electric Power,0000004904-24-000020,2023,2024-02-26,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-029,0000004962,AXP,American Express,0000004962-24-000013,2023,2024-02-09,1.0.3,0.3.0,2.778804071246819,2.7,0.7588207972402917,1.3,4.93,393,501,108,0.7844311377245509,201,86,warning_stem_collisions
S2023-030,0000005272,AIG,American International Group,0000005272-24-000023,2023,2024-02-14,1.0.3,0.3.0,2.7030337078651687,2.59,0.7493943689487494,1.31,4.89,267,376,109,0.7101063829787234,139,75,warning_stem_collisions
S2023-031,0001053507,AMT,American Tower,0001053507-24-000011,2023,2024-02-27,1.0.3,0.3.0,2.733142857142857,2.48,0.7793578727885867,1.68,4.93,35,52,17,0.6730769230769231,32,10,warning_stem_collisions
S2023-032,0001410636,AWK,American Water Works,0001410636-24-000050,2023,2024-02-14,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-033,0000820027,AMP,Ameriprise Financial,0000820027-24-000015,2023,2024-02-22,1.0.3,0.3.0,2.63875,2.51,0.6432376602003337,1.5,4.72,128,170,42,0.7529411764705882,79,37,warning_stem_collisions
S2023-034,0001037868,AME,Ametek,0001037868-24-000009,2023,2024-02-22,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-035,0000318154,AMGN,Amgen,0000318154-24-000011,2023,2024-02-14,1.0.3,0.3.0,2.9557894736842107,2.84,0.8757136385436177,1.59,4.93,76,97,21,0.7835051546391752,60,18,warning_stem_collisions
S2023-036,0000820313,APH,Amphenol,0001558370-24-000866,2023,2024-02-07,1.0.3,0.3.0,3.0707317073170732,2.89,0.8729719081444032,1.5,4.83,41,53,12,0.7735849056603774,33,9,warning_stem_collisions
S2023-037,0000006281,ADI,Analog Devices,0000006281-23-000203,2023,2023-11-21,1.0.3,0.3.0,2.6765116279069767,2.44,0.8088633532824914,1.67,5.0,43,51,8,0.8431372549019608,35,7,warning_stem_collisions
S2023-038,0000315293,AON,Aon plc,0001628280-24-005392,2023,2024-02-16,1.0.3,0.3.0,2.6742028985507247,2.63,0.6934254519289746,1.54,4.54,69,78,9,0.8846153846153846,54,7,warning_stem_collisions
S2023-039,0000320193,AAPL,Apple Inc.,0000320193-23-000106,2023,2023-11-03,1.0.3,0.3.0,3.095076923076923,3.0,0.778794182501529,1.5,4.83,65,81,16,0.8024691358024691,59,11,warning_stem_collisions
S2023-040,0000006951,AMAT,Applied Materials,0000006951-23-000041,2023,2023-12-15,1.0.3,0.3.0,2.824495412844037,2.62,0.8984997549315111,1.44,4.83,109,144,35,0.7569444444444444,72,22,warning_stem_collisions
S2023-041,0001521332,APTV,Aptiv,0001521332-24-000011,2023,2024-02-06,1.0.3,0.3.0,3.2859615384615384,3.38,0.9129985668861121,1.62,5.0,104,163,59,0.6380368098159509,64,18,warning_stem_collisions
S2023-042,0000947484,ACGL,Arch Capital Group,0000947484-24-000020,2023,2024-02-23,1.0.3,0.3.0,2.6749643705463186,2.59,0.7172153932716057,1.5,5.0,421,651,230,0.6466973886328725,201,122,warning_stem_collisions
S2023-043,0000007084,ADM,Archer Daniels Midland,0000007084-24-000009,2023,2024-03-12,1.0.3,0.3.0,2.44875,2.19,0.7682332758162905,1.3,4.11,56,72,16,0.7777777777777778,45,9,warning_stem_collisions
S2023-044,0001596532,ANET,Arista Networks,0001596532-24-000043,2023,2024-02-13,1.0.3,0.3.0,2.868084378563284,2.69,0.8277569130689237,1.3,5.0,877,1332,455,0.6584084084084084,390,276,warning_stem_collisions
S2023-045,0000354190,AJG,Arthur J. Gallagher & Co.,0000950170-24-013370,2023,2024-02-09,1.0.3,0.3.0,2.699956896551724,2.54,0.758769135897322,1.3,4.57,232,351,119,0.6609686609686609,141,78,warning_stem_collisions
S2023-046,0001267238,AIZ,Assurant,0001267238-24-000008,2023,2024-02-15,1.0.3,0.3.0,2.6965476190476187,2.6950000000000003,0.6755861547532861,1.3,4.69,168,219,51,0.7671232876712328,121,39,warning_stem_collisions
S2023-047,0000731802,ATO,Atmos Energy,0000731802-23-000028,2023,2023-11-14,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-048,0000866787,AZO,AutoZone,0001558370-23-016668,2023,2023-10-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-049,0000769397,ADSK,Autodesk,0000769397-23-000036,2023,2023-03-14,1.0.3,0.3.0,2.6720560747663553,2.59,0.7479014107622117,1.3,4.71,107,155,48,0.6903225806451613,70,37,warning_stem_collisions
S2023-050,0000008670,ADP,Automatic Data Processing,0000008670-23-000030,2023,2023-08-03,1.0.3,0.3.0,2.7294904458598723,2.61,0.7662671501833546,1.23,4.89,471,663,192,0.7104072398190046,268,113,warning_stem_collisions
S2023-051,0000915912,AVB,AvalonBay Communities,0000915912-24-000004,2023,2024-02-23,1.0.3,0.3.0,2.816470588235294,2.68,0.7039212955376608,1.82,4.48,17,27,10,0.6296296296296297,16,8,warning_stem_collisions
S2023-052,0000008818,AVY,Avery Dennison,0000008818-24-000003,2023,2024-02-21,1.0.3,0.3.0,2.9613793103448276,2.94,0.6705361937719283,1.63,4.34,29,36,7,0.8055555555555556,26,6,warning_stem_collisions
S2023-053,0001069183,AXON,Axon Enterprise,0001069183-24-000006,2023,2024-02-27,1.0.3,0.3.0,2.601153846153846,2.5,0.7165238034753246,1.5,4.64,156,230,74,0.6782608695652174,113,46,warning_stem_collisions
S2023-054,0001037540,BXP,"BXP, Inc.",0001656423-24-000007,2023,2024-02-27,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-055,0001701605,BKR,Baker Hughes,0001701605-24-000033,2023,2024-02-05,1.0.3,0.3.0,2.9890140845070423,2.93,0.7135433402346181,1.8,4.65,71,122,51,0.5819672131147541,51,28,warning_stem_collisions
S2023-056,0000009389,BALL,Ball Corporation,0001558370-24-001349,2023,2024-02-20,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-057,0000070858,BAC,Bank of America,0000070858-24-000122,2023,2024-02-20,1.0.3,0.3.0,2.6848405797101447,2.54,0.7052630637414133,1.5,4.93,345,495,150,0.696969696969697,194,117,warning_stem_collisions
S2023-058,0001390777,BK,Bank of New York Mellon,0001390777-24-000051,2023,2024-02-28,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-059,0000701985,BBWI,"Bath & Body Works, Inc.",0000701985-23-000008,2023,2023-03-17,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-060,0000010456,BAX,Baxter International,0001628280-24-003932,2023,2024-02-08,1.0.3,0.3.0,2.7156410256410255,2.62,0.7058393616615206,1.57,4.17,39,47,8,0.8297872340425532,28,5,warning_stem_collisions
S2023-061,0000010795,BDX,Becton Dickinson,0000010795-23-000098,2023,2023-11-21,1.0.3,0.3.0,2.6411764705882352,2.61,0.5827105259847514,1.75,3.97,17,20,3,0.85,16,3,warning_stem_collisions
S2023-062,0001067983,BRK-B,Berkshire Hathaway,0000950170-24-019719,2023,2024-02-26,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-063,0000764478,BBY,Best Buy,0000764478-23-000006,2023,2023-03-17,1.0.3,0.3.0,3.0357142857142856,3.035,0.821633514806365,1.86,4.48,14,14,0,1.0,14,0,success
S2023-064,0000012208,BIO,Bio-Rad Laboratories,0000012208-24-000013,2023,2024-02-16,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-065,0000842023,TECH,Bio-Techne,0001558370-23-015226,2023,2023-08-23,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-066,0000875045,BIIB,Biogen,0000875045-24-000009,2023,2024-02-14,1.0.3,0.3.0,2.734782608695652,2.49,0.8014246530274391,1.63,4.48,46,56,10,0.8214285714285714,41,5,warning_stem_collisions
S2023-067,0001393818,BX,Blackstone Inc.,0001193125-24-044485,2023,2024-02-23,1.0.3,0.3.0,2.737720588235294,2.69,0.7271109905078461,1.33,4.79,272,447,175,0.6085011185682326,167,86,warning_stem_collisions
S2023-068,0000012927,BA,Boeing,0000012927-24-000010,2023,2024-01-31,1.0.3,0.3.0,2.491,2.46,0.4130242123653286,1.83,3.24,10,13,3,0.7692307692307693,10,2,warning_stem_collisions
S2023-069,0001075531,BKNG,Booking Holdings,0001075531-24-000014,2023,2024-02-22,1.0.3,0.3.0,2.8458937198067633,2.82,0.7802576363244931,1.5,4.93,207,296,89,0.6993243243243243,140,61,warning_stem_collisions
S2023-070,0000908255,BWA,BorgWarner,0000908255-24-000007,2023,2024-02-08,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-071,0000885725,BSX,Boston Scientific,0000885725-24-000017,2023,2024-02-20,1.0.3,0.3.0,2.999090909090909,2.69,0.8211276933006426,1.69,4.68,33,39,6,0.8461538461538461,31,4,warning_stem_collisions
S2023-072,0000014272,BMY,Bristol Myers Squibb,0000014272-24-000044,2023,2024-02-13,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-073,0001730168,AVGO,Broadcom,0001730168-23-000096,2023,2023-12-14,1.0.3,0.3.0,3.050574712643678,2.88,0.8385405442899114,1.5,4.96,87,119,32,0.7310924369747899,68,20,warning_stem_collisions
S2023-074,0001383312,BR,Broadridge Financial Solutions,0001383312-23-000037,2023,2023-08-08,1.0.3,0.3.0,3.0938709677419354,3.14,0.8594547311892463,1.64,4.54,31,40,9,0.775,25,7,warning_stem_collisions
S2023-075,0000079282,BRO,Brown & Brown,0000950170-24-018890,2023,2024-02-22,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-076,0000014693,BF-B,Brown–Forman,0000014693-23-000074,2023,2023-06-16,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-077,0001316835,BLDR,Builders FirstSource,0000950170-24-018584,2023,2024-02-22,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-078,0001996862,BG,Bunge Global,0001996862-24-000007,2023,2024-02-22,1.0.3,0.3.0,2.6475,2.855,0.7066036725067314,1.5,4.11,20,25,5,0.8,20,4,warning_stem_collisions
S2023-079,0001043277,CHRW,C.H. Robinson,0001043277-24-000011,2023,2024-02-16,1.0.3,0.3.0,2.650511627906977,2.44,0.8645349434635033,1.3,4.9,215,283,68,0.7597173144876325,145,50,warning_stem_collisions
S2023-080,0001138118,CBRE,CBRE Group,0001138118-24-000006,2023,2024-02-20,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-081,0001402057,CDW,CDW Corporation,0001402057-24-000015,2023,2024-02-26,1.0.3,0.3.0,2.768910891089109,2.57,0.842852183921232,1.3,4.87,101,142,41,0.7112676056338029,74,30,warning_stem_collisions
S2023-082,0001324404,CF,CF Industries,0001324404-24-000008,2023,2024-02-22,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-083,0001156375,CME,CME Group,0001156375-24-000010,2023,2024-02-28,1.0.3,0.3.0,2.7171568627450977,2.48,0.8457638124053732,1.5,4.93,102,125,23,0.816,66,18,warning_stem_collisions
S2023-084,0000811156,CMS,CMS Energy,0000811156-24-000044,2023,2024-02-08,1.0.3,0.3.0,2.37875,2.285,0.4553964618878808,1.81,3.24,8,8,0,1.0,8,0,success
S2023-085,0000277948,CSX,CSX Corporation,0000277948-24-000010,2023,2024-02-14,1.0.3,0.3.0,2.693157894736842,2.44,0.8348466775817295,1.77,4.9,19,21,2,0.9047619047619048,19,1,warning_stem_collisions
S2023-086,0000064803,CVS,CVS Health,0000064803-24-000007,2023,2024-02-07,1.0.3,0.3.0,2.9368292682926826,2.71,0.8186676833298924,1.66,4.86,41,56,15,0.7321428571428571,36,15,warning_stem_collisions
S2023-087,0000813672,CDNS,Cadence Design Systems,0000813672-24-000034,2023,2024-02-14,1.0.3,0.3.0,2.9881836734693876,2.85,0.8082289575959957,1.3,4.96,490,711,221,0.6891701828410689,249,120,warning_stem_collisions
S2023-088,0001590895,CZR,Caesars Entertainment,0001590895-24-000051,2023,2024-02-20,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-089,0000906345,CPT,Camden Property Trust,0000906345-24-000007,2023,2024-02-22,1.0.3,0.3.0,2.657857142857143,2.57,0.61195446342528,1.63,4.25,28,30,2,0.9333333333333333,28,0,success
S2023-090,0000016732,CPB,Campbell's,0000016732-23-000109,2023,2023-09-21,1.0.3,0.3.0,2.6544444444444446,2.89,0.49157594894405376,1.63,3.24,9,11,2,0.8181818181818182,9,1,warning_stem_collisions
S2023-091,0000927628,COF,Capital One,0000927628-24-000094,2023,2024-02-23,1.0.3,0.3.0,2.6447916666666664,2.49,0.8386904925605798,1.3,4.93,336,476,140,0.7058823529411765,217,101,warning_stem_collisions
S2023-092,0001170010,KMX,CarMax,0001170010-23-000010,2023,2023-04-13,1.0.3,0.3.0,2.975454545454546,2.93,0.7807381546432213,1.8,4.25,11,12,1,0.9166666666666666,11,1,warning_stem_collisions
S2023-093,0000721371,CAH,Cardinal Health,0000721371-23-000060,2023,2023-08-15,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-094,0000815097,CCL,Carnival Corporation,0000815097-24-000011,2023,2024-01-26,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-095,0001783180,CARR,Carrier Global,0001783180-24-000009,2023,2024-02-06,1.0.3,0.3.0,3.2350000000000003,3.035,0.7431016081263718,2.24,4.25,8,13,5,0.6153846153846154,8,5,warning_stem_collisions
S2023-096,0000018230,CAT,Caterpillar Inc.,0000018230-24-000009,2023,2024-02-16,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-097,0001374310,CBOE,Cboe Global Markets,0001558370-24-001277,2023,2024-02-16,1.0.3,0.3.0,2.7331578947368422,2.5999999999999996,0.7741994346051515,1.57,4.54,38,49,11,0.7755102040816326,30,5,warning_stem_collisions
S2023-098,0001306830,CE,Celanese,0001306830-24-000029,2023,2024-02-23,1.0.3,0.3.0,2.53,2.315,0.6263585235310525,1.68,3.93,24,30,6,0.8,21,6,warning_stem_collisions
S2023-099,0001140859,COR,Cencora,0001140859-23-000197,2023,2023-11-21,1.0.3,0.3.0,2.47125,2.285,0.5832331759253755,1.87,3.56,8,13,5,0.6153846153846154,8,2,warning_stem_collisions
S2023-100,0001071739,CNC,Centene Corporation,0001071739-24-000037,2023,2024-02-20,1.0.3,0.3.0,2.4212121212121214,2.44,0.7496171045870283,1.4,4.57,33,40,7,0.825,30,2,warning_stem_collisions
S2023-101,0001130310,CNP,CenterPoint Energy,0001130310-24-000010,2023,2024-02-20,1.0.3,0.3.0,2.5784848484848486,2.44,0.7816227145830972,1.3,4.93,165,242,77,0.6818181818181818,131,42,warning_stem_collisions
S2023-102,0001100682,CRL,Charles River Laboratories,0001100682-24-000007,2023,2024-02-14,1.0.3,0.3.0,3.599285714285714,3.8550000000000004,1.026961289336613,1.93,4.93,14,16,2,0.875,13,1,warning_stem_collisions
S2023-103,0000316709,SCHW,Charles Schwab Corporation,0000316709-24-000018,2023,2024-02-23,1.0.3,0.3.0,2.954814814814815,2.87,0.7058767617250793,1.63,4.57,27,31,4,0.8709677419354839,24,4,warning_stem_collisions
S2023-104,0001091667,CHTR,Charter Communications,0001091667-24-000028,2023,2024-02-02,1.0.3,0.3.0,2.5124999999999997,2.41,0.6618440148554643,1.3,4.11,96,132,36,0.7272727272727273,71,24,warning_stem_collisions
S2023-105,0000093410,CVX,Chevron Corporation,0000093410-24-000013,2023,2024-02-26,1.0.3,0.3.0,2.9984615384615383,2.93,0.8540162685700129,1.64,4.64,26,29,3,0.896551724137931,23,3,warning_stem_collisions
S2023-106,0001058090,CMG,Chipotle Mexican Grill,0001562762-24-000023,2023,2024-02-08,1.0.3,0.3.0,2.7967142857142857,2.82,0.7255179852620991,1.5,4.89,70,94,24,0.7446808510638298,43,15,warning_stem_collisions
S2023-107,0000896159,CB,Chubb Limited,0000896159-24-000003,2023,2024-02-23,1.0.3,0.3.0,2.8669230769230767,2.87,0.8002591507559002,1.52,4.93,91,128,37,0.7109375,61,26,warning_stem_collisions
S2023-108,0000313927,CHD,Church & Dwight,0000950170-24-015810,2023,2024-02-15,1.0.3,0.3.0,2.803225806451613,2.62,0.7057934775006172,1.63,4.7,31,40,9,0.775,27,7,warning_stem_collisions
S2023-109,0001739940,CI,Cigna,0001739940-24-000005,2023,2024-02-29,1.0.3,0.3.0,2.626632390745501,2.48,0.781847867883402,1.44,5.0,389,555,166,0.7009009009009008,240,103,warning_stem_collisions
S2023-110,0000020286,CINF,Cincinnati Financial,0000020286-24-000014,2023,2024-02-26,1.0.3,0.3.0,2.5357142857142856,2.28,0.7608927803109,1.62,4.25,21,30,9,0.7,18,7,warning_stem_collisions
S2023-111,0000723254,CTAS,Cintas,0000723254-23-000025,2023,2023-07-27,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-112,0000858877,CSCO,Cisco,0000858877-23-000023,2023,2023-09-07,1.0.3,0.3.0,2.8226785714285714,2.78,0.7955512263999915,1.3,4.93,168,241,73,0.6970954356846473,117,49,warning_stem_collisions
S2023-113,0000831001,C,Citigroup,0000831001-24-000033,2023,2024-02-23,1.0.3,0.3.0,2.669655172413793,2.52,0.7504641449250415,1.63,4.57,58,79,21,0.7341772151898734,43,14,warning_stem_collisions
S2023-114,0000759944,CFG,Citizens Financial Group,0000759944-24-000039,2023,2024-02-16,1.0.3,0.3.0,2.704,2.72,0.5668368371939142,1.83,3.93,15,19,4,0.7894736842105263,15,2,warning_stem_collisions
S2023-115,0000021076,CLX,Clorox,0000021076-23-000037,2023,2023-08-10,1.0.3,0.3.0,2.9040384615384616,2.86,0.8184583529073346,1.71,4.7,52,64,12,0.8125,35,11,warning_stem_collisions
S2023-116,0001057352,CSGP,CoStar Group,0001057352-24-000013,2023,2024-02-22,1.0.3,0.3.0,2.6161702127659576,2.4,0.8050044355408114,1.5,4.93,47,68,21,0.6911764705882353,38,19,warning_stem_collisions
S2023-117,0000021344,KO,Coca-Cola Company (The),0000021344-24-000009,2023,2024-02-20,1.0.3,0.3.0,2.9739,2.93,0.7714867400027041,1.5,4.85,100,130,30,0.7692307692307693,73,25,warning_stem_collisions
S2023-118,0001058290,CTSH,Cognizant,0001058290-24-000017,2023,2024-02-14,1.0.3,0.3.0,2.8318541033434648,2.62,0.814999522622719,1.23,4.93,329,478,149,0.6882845188284519,196,94,warning_stem_collisions
S2023-119,0000021665,CL,Colgate-Palmolive,0000021665-24-000003,2023,2024-02-15,1.0.3,0.3.0,2.528938053097345,2.41,0.6446256550127635,1.3,4.36,113,137,24,0.8248175182481752,69,19,warning_stem_collisions
S2023-120,0001166691,CMCSA,Comcast,0001166691-24-000011,2023,2024-01-31,1.0.3,0.3.0,2.6479166666666667,2.545,0.7244421944196483,1.59,4.83,48,61,13,0.7868852459016393,44,9,warning_stem_collisions
S2023-121,0000023217,CAG,Conagra Brands,0001437749-23-019879,2023,2023-07-13,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-122,0001163165,COP,ConocoPhillips,0001163165-24-000010,2023,2024-02-15,1.0.3,0.3.0,2.5075,2.12,0.9027838888682053,1.62,4.87,12,17,5,0.7058823529411765,12,4,warning_stem_collisions
S2023-123,0001047862,ED,Consolidated Edison,0001047862-24-000012,2023,2024-02-15,1.0.3,0.3.0,2.5193333333333334,2.45,0.4486196112025817,1.62,3.38,15,18,3,0.8333333333333334,15,1,warning_stem_collisions
S2023-124,0000016918,STZ,Constellation Brands,0000016918-23-000045,2023,2023-04-20,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-125,0001868275,CEG,Constellation Energy,0001868275-24-000014,2023,2024-02-27,1.0.3,0.3.0,2.686,2.425,0.8165316895258874,1.87,4.57,10,14,4,0.7142857142857143,10,2,warning_stem_collisions
S2023-126,0000711404,COO,Cooper Companies (The),0000711404-23-000072,2023,2023-12-08,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-127,0000900075,CPRT,Copart,0000900075-23-000034,2023,2023-09-28,1.0.3,0.3.0,2.86375,2.785,0.923518238856169,1.68,4.64,16,22,6,0.7272727272727273,16,4,warning_stem_collisions
S2023-128,0000024741,GLW,Corning Inc.,0001437749-24-003735,2023,2024-02-12,1.0.3,0.3.0,3.1682051282051282,3.24,0.8851216685737784,1.62,4.89,39,48,9,0.8125,37,7,warning_stem_collisions
S2023-129,0001755672,CTVA,Corteva,0001755672-24-000004,2023,2024-02-08,1.0.3,0.3.0,2.6166666666666667,2.44,0.7759477749790572,1.5,4.7,33,48,15,0.6875,30,11,warning_stem_collisions
S2023-130,0000909832,COST,Costco,0000909832-23-000042,2023,2023-10-11,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2023-131,0001051470,CCI,Crown Castle,0001051470-24-000062,2023,2024-02-23,1.0.3,0.3.0,3.0772093023255813,2.93,0.7102123022956385,2.07,4.89,43,58,15,0.7413793103448276,34,8,warning_stem_collisions
