company_id,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,ai_concreteness_mean,ai_concreteness_median,ai_concreteness_standard_deviation,ai_concreteness_min,ai_concreteness_max,ai_concreteness_matched_token_count,ai_concreteness_eligible_token_count,ai_concreteness_unmatched_token_count,ai_concreteness_coverage,ai_concreteness_unique_dictionary_entries,ai_concreteness_stem_collision_count,ai_concreteness_status
S2021-027,0001002910,AEE,Ameren,0001002910-22-000038,2021,2022-02-23,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-028,0000006201,AAL,American Airlines Group,0000006201-22-000026,2021,2022-02-22,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-029,0000004904,AEP,American Electric Power,0000004904-22-000024,2021,2022-02-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-030,0000004962,AXP,American Express,0000004962-22-000008,2021,2022-02-11,1.0.3,0.3.0,2.9929729729729733,2.93,0.7839936966498244,1.52,4.9,111,142,31,0.7816901408450704,76,24,warning_stem_collisions
S2021-031,0000005272,AIG,American International Group,0001104659-22-024701,2021,2022-02-17,1.0.3,0.3.0,2.7511363636363635,2.75,0.6374209965631067,1.52,4.39,44,69,25,0.6376811594202898,32,12,warning_stem_collisions
S2021-032,0001053507,AMT,American Tower,0001053507-22-000017,2021,2022-02-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-033,0001410636,AWK,American Water Works,0001410636-22-000048,2021,2022-02-16,1.0.3,0.3.0,3.0573913043478265,2.96,0.7537339940837411,1.67,5.0,23,30,7,0.7666666666666667,19,5,warning_stem_collisions
S2021-034,0000820027,AMP,Ameriprise Financial,0000820027-22-000016,2021,2022-02-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-035,0001140859,ABC,AmerisourceBergen,0001140859-21-000058,2021,2021-11-23,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-036,0001037868,AME,Ametek,0001037868-22-000009,2021,2022-02-22,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-037,0000318154,AMGN,Amgen,0000318154-22-000010,2021,2022-02-16,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-038,0000820313,APH,Amphenol,0001558370-22-000961,2021,2022-02-09,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-039,0000006281,ADI,Analog Devices,0000006281-21-000294,2021,2021-12-03,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-040,0001156039,ANTM,Anthem,0001156039-22-000009,2021,2022-02-16,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-041,0000315293,AON,Aon plc,0001628280-22-003180,2021,2022-02-18,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-042,0000320193,AAPL,Apple Inc.,0000320193-21-000105,2021,2021-10-29,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-043,0000006951,AMAT,Applied Materials,0000006951-21-000043,2021,2021-12-17,1.0.3,0.3.0,3.1,2.91,0.9412823699613203,1.72,4.71,32,38,6,0.8421052631578947,15,4,warning_stem_collisions
S2021-044,0001521332,APTV,Aptiv,0001521332-22-000010,2021,2022-02-07,1.0.3,0.3.0,3.3272727272727276,3.26,0.9284453370024822,1.62,4.8,22,28,6,0.7857142857142857,21,3,warning_stem_collisions
S2021-045,0000007084,ADM,Archer Daniels Midland,0000007084-22-000008,2021,2022-02-17,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-046,0001596532,ANET,Arista Networks,0001596532-22-000026,2021,2022-02-15,1.0.3,0.3.0,2.9986315789473683,2.8449999999999998,0.8290458821996789,1.38,4.93,190,261,71,0.7279693486590039,128,29,warning_stem_collisions
S2021-047,0000354190,AJG,Arthur J. Gallagher & Co.,0001564590-22-005714,2021,2022-02-18,1.0.3,0.3.0,2.7772222222222225,2.65,0.7601301464263688,1.63,4.25,36,48,12,0.75,30,8,warning_stem_collisions
S2021-048,0001267238,AIZ,Assurant,0001267238-22-000006,2021,2022-02-22,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-049,0000731802,ATO,Atmos Energy,0000731802-21-000040,2021,2021-11-12,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-050,0000866787,AZO,AutoZone,0001558370-21-013446,2021,2021-10-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-051,0000769397,ADSK,Autodesk,0000769397-21-000014,2021,2021-03-19,1.0.3,0.3.0,2.7359740259740257,2.62,0.73925859619799,1.3,4.64,154,213,59,0.7230046948356808,93,41,warning_stem_collisions
S2021-052,0000008670,ADP,Automatic Data Processing,0000008670-21-000027,2021,2021-08-04,1.0.3,0.3.0,2.9353608247422684,3.04,0.8090073615503254,1.23,4.39,97,137,40,0.708029197080292,76,24,warning_stem_collisions
S2021-053,0000915912,AVB,AvalonBay Communities,0000915912-22-000005,2021,2022-02-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-054,0000008818,AVY,Avery Dennison,0001193125-21-055146,2021,2021-02-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-055,0001037540,BXP,"BXP, Inc.",0001656423-22-000013,2021,2022-02-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-056,0001701605,BKR,Baker Hughes,0001701605-22-000050,2021,2022-02-11,1.0.3,0.3.0,2.9452249134948096,2.9,0.7576845313637458,1.54,4.93,289,385,96,0.7506493506493507,153,50,warning_stem_collisions
S2021-057,0000009389,BLL,Ball Corporation,0001558370-22-001251,2021,2022-02-16,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-058,0000070858,BAC,Bank of America,0000070858-22-000062,2021,2022-02-22,1.0.3,0.3.0,2.6841463414634146,2.52,0.7143886201049088,1.63,4.93,41,64,23,0.640625,31,18,warning_stem_collisions
S2021-059,0001390777,BK,Bank of New York Mellon,0001390777-22-000043,2021,2022-02-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-060,0000701985,BBWI,"Bath & Body Works, Inc.",0000701985-21-000011,2021,2021-03-19,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-061,0000010456,BAX,Baxter International,0001628280-22-003432,2021,2022-02-23,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-062,0000010795,BDX,Becton Dickinson,0000010795-21-000091,2021,2021-11-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-063,0001067983,BRK-B,Berkshire Hathaway,0001564590-22-007322,2021,2022-02-28,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-064,0000764478,BBY,Best Buy,0000764478-21-000024,2021,2021-03-19,1.0.3,0.3.0,3.0553846153846154,2.93,0.7397048827806043,2.24,4.36,13,21,8,0.6190476190476191,12,6,warning_stem_collisions
S2021-065,0000012208,BIO,Bio-Rad Laboratories,0000012208-22-000011,2021,2022-02-11,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-066,0000842023,TECH,Bio-Techne,0001437749-21-020980,2021,2021-08-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-067,0000875045,BIIB,Biogen,0000875045-22-000007,2021,2022-02-03,1.0.3,0.3.0,2.6795454545454547,2.455,0.6956192615395246,1.82,4.48,22,24,2,0.9166666666666666,22,2,warning_stem_collisions
S2021-068,0000012927,BA,Boeing,0000012927-22-000010,2021,2022-01-31,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-069,0001075531,BKNG,Booking Holdings,0001075531-22-000008,2021,2022-02-23,1.0.3,0.3.0,2.7364516129032257,2.685,0.6776765256854781,1.62,4.11,62,72,10,0.8611111111111112,53,7,warning_stem_collisions
S2021-070,0000908255,BWA,BorgWarner,0000908255-22-000009,2021,2022-02-15,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-071,0000885725,BSX,Boston Scientific,0000885725-22-000006,2021,2022-02-23,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-072,0000014272,BMY,Bristol Myers Squibb,0000014272-22-000051,2021,2022-02-09,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-073,0001730168,AVGO,Broadcom,0001730168-21-000153,2021,2021-12-17,1.0.3,0.3.0,2.9784146341463416,2.82,0.8142413340218883,1.5,4.96,82,108,26,0.7592592592592593,63,18,warning_stem_collisions
S2021-074,0001383312,BR,Broadridge Financial Solutions,0001383312-21-000047,2021,2021-08-12,1.0.3,0.3.0,3.17,3.24,0.848828069110047,1.64,4.54,11,16,5,0.6875,11,3,warning_stem_collisions
S2021-075,0000079282,BRO,Brown & Brown,0000950170-22-001654,2021,2022-02-23,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-076,0000014693,BF-B,Brown–Forman,0000014693-21-000091,2021,2021-06-21,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-077,0001043277,CHRW,C.H. Robinson,0001043277-22-000006,2021,2022-02-23,1.0.3,0.3.0,2.8576923076923078,2.93,0.756938711533339,1.82,4.55,13,20,7,0.65,13,4,warning_stem_collisions
S2021-078,0001138118,CBRE,CBRE Group,0001138118-22-000010,2021,2022-03-01,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-079,0001402057,CDW,CDW Corporation,0001402057-22-000020,2021,2022-02-28,1.0.3,0.3.0,2.8677777777777775,2.73,0.8526302804039559,1.63,4.62,36,50,14,0.72,27,6,warning_stem_collisions
S2021-080,0001324404,CF,CF Industries,0001324404-22-000008,2021,2022-02-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-081,0001156375,CME,CME Group,0001156375-22-000076,2021,2022-02-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-082,0000811156,CMS,CMS Energy,0000811156-22-000048,2021,2022-02-10,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-083,0000277948,CSX,CSX Corporation,0000277948-22-000009,2021,2022-02-16,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-084,0000064803,CVS,CVS Health,0000064803-22-000008,2021,2022-02-09,1.0.3,0.3.0,2.8531818181818185,2.775,0.7299525910112019,1.8,4.45,22,29,7,0.7586206896551724,19,7,warning_stem_collisions
S2021-085,0000813672,CDNS,Cadence Design Systems,0000813672-21-000009,2021,2021-02-22,1.0.3,0.3.0,3.110818181818182,3.19,0.7935227920404072,1.59,4.96,110,159,49,0.6918238993710691,82,32,warning_stem_collisions
S2021-086,0001590895,CZR,Caesars Entertainment,0001590895-22-000061,2021,2022-02-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-087,0000016732,CPB,Campbell's,0000016732-21-000103,2021,2021-09-23,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-088,0000927628,COF,Capital One,0000927628-22-000106,2021,2022-02-25,1.0.3,0.3.0,3.0148,3.03,0.8004104946838216,1.83,4.54,25,31,6,0.8064516129032258,21,4,warning_stem_collisions
S2021-089,0001170010,KMX,CarMax,0001170010-21-000053,2021,2021-04-20,1.0.3,0.3.0,3.062222222222222,3.14,0.8228916194031572,1.8,4.25,9,11,2,0.8181818181818182,9,1,warning_stem_collisions
S2021-090,0000721371,CAH,Cardinal Health,0000721371-21-000080,2021,2021-08-16,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-091,0000815097,CCL,Carnival Corporation,0000815097-22-000009,2021,2022-01-27,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-092,0001783180,CARR,Carrier Global,0001783180-22-000010,2021,2022-02-08,1.0.3,0.3.0,3.361111111111111,3.14,0.7861784423461867,2.24,4.37,9,16,7,0.5625,9,6,warning_stem_collisions
S2021-093,0000018230,CAT,Caterpillar Inc.,0000018230-22-000050,2021,2022-02-16,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-094,0001374310,CBOE,Cboe Global Markets,0001558370-22-001386,2021,2022-02-18,1.0.3,0.3.0,3.0452941176470585,2.72,0.76711926863972,2.19,4.6,17,20,3,0.85,14,2,warning_stem_collisions
S2021-095,0001306830,CE,Celanese,0001306830-22-000017,2021,2022-02-10,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-096,0001071739,CNC,Centene Corporation,0001071739-22-000071,2021,2022-02-22,1.0.3,0.3.0,2.9653703703703704,2.82,0.8347137743250743,1.63,4.86,54,67,13,0.8059701492537313,36,5,warning_stem_collisions
S2021-097,0001130310,CNP,CenterPoint Energy,0001130310-22-000023,2021,2022-02-22,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-098,0001100682,CRL,Charles River Laboratories,0001100682-22-000007,2021,2022-02-16,1.0.3,0.3.0,3.143965517241379,2.93,0.950957665498081,1.7,4.93,58,81,23,0.7160493827160493,42,7,warning_stem_collisions
S2021-099,0000316709,SCHW,Charles Schwab Corporation,0000316709-22-000009,2021,2022-02-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-100,0001091667,CHTR,Charter Communications,0001091667-22-000024,2021,2022-01-28,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-101,0000093410,CVX,Chevron Corporation,0000093410-22-000019,2021,2022-02-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-102,0001058090,CMG,Chipotle Mexican Grill,0001058090-22-000011,2021,2022-02-11,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-103,0000896159,CB,Chubb Limited,0000896159-22-000005,2021,2022-02-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-104,0000313927,CHD,Church & Dwight,0001564590-22-005528,2021,2022-02-17,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-105,0001739940,CI,Cigna,0001739940-22-000007,2021,2022-02-24,1.0.3,0.3.0,2.846511627906977,2.7350000000000003,0.7298642235022297,1.62,4.69,86,120,34,0.7166666666666667,73,19,warning_stem_collisions
S2021-106,0000020286,CINF,Cincinnati Financial,0000020286-22-000012,2021,2022-02-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-107,0000723254,CTAS,Cintas,0000723254-21-000021,2021,2021-07-28,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-108,0000858877,CSCO,Cisco,0000858877-21-000013,2021,2021-09-09,1.0.3,0.3.0,3.02135593220339,2.82,0.8456297575603573,1.75,4.93,59,86,27,0.686046511627907,51,14,warning_stem_collisions
S2021-109,0000831001,C,Citigroup,0000831001-22-000036,2021,2022-02-28,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-110,0000759944,CFG,Citizens Financial Group,0000759944-22-000025,2021,2022-02-23,1.0.3,0.3.0,2.9791891891891895,2.89,0.7224297529803395,1.8,4.54,37,47,10,0.7872340425531915,33,7,warning_stem_collisions
S2021-111,0000021076,CLX,Clorox,0000021076-21-000016,2021,2021-08-10,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-112,0000021344,KO,Coca-Cola Company (The),0000021344-22-000009,2021,2022-02-22,1.0.3,0.3.0,2.9721875,2.935,0.6886206066069691,1.72,3.97,32,45,13,0.7111111111111111,25,10,warning_stem_collisions
S2021-113,0001058290,CTSH,Cognizant,0001058290-22-000023,2021,2022-02-16,1.0.3,0.3.0,2.885593220338983,2.67,0.7734454527816506,1.64,4.7,118,160,42,0.7375,79,18,warning_stem_collisions
S2021-114,0000021665,CL,Colgate-Palmolive,0000021665-22-000003,2021,2022-02-17,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-115,0001166691,CMCSA,Comcast,0001166691-22-000009,2021,2022-02-02,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-116,0000023217,CAG,Conagra Brands,0001564590-21-037738,2021,2021-07-23,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-117,0001163165,COP,ConocoPhillips,0001562762-22-000031,2021,2022-02-17,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-118,0001047862,ED,Consolidated Edison,0001047862-22-000039,2021,2022-02-17,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-119,0000016918,STZ,Constellation Brands,0000016918-21-000060,2021,2021-04-20,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-120,0000711404,COO,Cooper Companies (The),0000711404-21-000038,2021,2021-12-10,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-121,0000900075,CPRT,Copart,0000900075-21-000022,2021,2021-09-27,1.0.3,0.3.0,2.86375,2.785,0.923518238856169,1.68,4.64,16,22,6,0.7272727272727273,16,4,warning_stem_collisions
S2021-122,0000024741,GLW,Corning Inc.,0001437749-22-003247,2021,2022-02-14,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-123,0001755672,CTVA,Corteva,0001755672-22-000005,2021,2022-02-10,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-124,0000909832,COST,Costco,0000909832-21-000014,2021,2021-10-06,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-125,0001051470,CCI,Crown Castle,0001051470-22-000019,2021,2022-02-22,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-126,0000026172,CMI,Cummins,0000026172-22-000008,2021,2022-02-08,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-127,0000882184,DHI,D. R. Horton,0000882184-21-000190,2021,2021-11-18,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-128,0000936340,DTE,DTE Energy,0000936340-22-000077,2021,2022-02-10,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-129,0001688568,DXC,DXC Technology,0001688568-21-000029,2021,2021-05-28,1.0.3,0.3.0,2.994545454545454,2.93,0.7689847336983726,1.62,4.54,55,74,19,0.7432432432432432,50,11,warning_stem_collisions
S2021-130,0000927066,DVA,DaVita,0000927066-22-000012,2021,2022-02-11,1.0.3,0.3.0,3.091111111111111,3.14,0.7333097639310029,2.0,4.25,9,12,3,0.75,9,3,warning_stem_collisions
S2021-131,0000313616,DHR,Danaher Corporation,0000313616-22-000061,2021,2022-02-23,1.0.3,0.3.0,2.7210714285714284,2.7,0.4756524788248716,2.0,4.11,28,41,13,0.6829268292682927,28,9,warning_stem_collisions
S2021-132,0000940944,DRI,Darden Restaurants,0000940944-21-000041,2021,2021-07-23,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-133,0000315189,DE,Deere & Company,0001558370-21-016864,2021,2021-12-16,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-134,0000027904,DAL,Delta Air Lines,0000027904-22-000003,2021,2022-02-11,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-135,0000818479,XRAY,Dentsply Sirona,0000818479-22-000015,2021,2022-03-01,1.0.3,0.3.0,2.9941666666666666,2.98,0.6514657618700225,2.12,4.25,12,15,3,0.8,12,2,warning_stem_collisions
S2021-136,0001090012,DVN,Devon Energy,0001564590-22-005321,2021,2022-02-16,1.0.3,0.3.0,2.7800000000000002,2.93,0.623142573306195,1.54,3.93,15,16,1,0.9375,14,1,warning_stem_collisions
S2021-137,0001093557,DXCM,Dexcom,0001093557-22-000014,2021,2022-02-14,1.0.3,0.3.0,2.750625,2.5,0.7123593611197933,1.66,4.25,16,20,4,0.8,15,2,warning_stem_collisions
S2021-138,0001539838,FANG,Diamondback Energy,0001539838-22-000008,2021,2022-02-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-139,0001297996,DLR,Digital Realty,0001558370-22-002195,2021,2022-02-25,1.0.3,0.3.0,3.123,3.0549999999999997,0.8202322841732089,2.0,4.64,10,11,1,0.9090909090909091,10,1,warning_stem_collisions
S2021-140,0000029534,DG,Dollar General,0001558370-21-003245,2021,2021-03-19,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-141,0000935703,DLTR,Dollar Tree,0000935703-21-000014,2021,2021-03-16,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-142,0000715957,D,Dominion Energy,0001564590-22-006589,2021,2022-02-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-143,0001286681,DPZ,Domino's,0001193125-21-055734,2021,2021-02-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-144,0000029905,DOV,Dover Corporation,0000029905-22-000009,2021,2022-02-11,1.0.3,0.3.0,3.219772727272727,3.1900000000000004,0.8534861362147272,1.82,4.9,44,61,17,0.7213114754098361,39,10,warning_stem_collisions
S2021-145,0001751788,DOW,Dow Inc.,0001751788-22-000011,2021,2022-02-04,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-146,0001666700,DD,DuPont,0001666700-22-000009,2021,2022-02-11,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-147,0001326160,DUK,Duke Energy,0001326160-22-000072,2021,2022-02-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2021-148,0000821189,EOG,EOG Resources,0000821189-22-000017,2021,2022-02-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
