sample_order,company_id,final_sample_id,ticker,symbol,company_name,security,_company_key,cik,gics_sector,gics_sub_industry,accession_number,primary_document,form,filing_date,report_date,report_year,filing_url,source_manifest,sample_group,batch_id,r2_object_key,universe_order
244,S2024-244,S2024-244,ICE,ICE,Intercontinental Exchange,Intercontinental Exchange,cik:0001571949,0001571949,Financials,Financial Exchanges & Data,0001571949-25-000003,ice-20241231.htm,10-K,2025-02-06,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1571949/000157194925000003/ice-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001571949/0001571949-25-000003.html,250
245,S2024-245,S2024-245,IFF,IFF,International Flavors & Fragrances,International Flavors & Fragrances,cik:0000051253,0000051253,Materials,Specialty Chemicals,0000051253-25-000013,iff-20241231.htm,10-K,2025-02-28,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/51253/000005125325000013/iff-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000051253/0000051253-25-000013.html,251
246,S2024-246,S2024-246,IP,IP,International Paper,International Paper,cik:0000051434,0000051434,Materials,Paper & Plastic Packaging Products & Materials,0000051434-25-000013,ip-20241231.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/51434/000005143425000013/ip-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000051434/0000051434-25-000013.html,252
247,S2024-247,S2024-247,INTU,INTU,Intuit,Intuit,cik:0000896878,0000896878,Information Technology,Application Software,0000896878-24-000039,intu-20240731.htm,10-K,2024-09-04,2024-07-31,2024,https://www.sec.gov/Archives/edgar/data/896878/000089687824000039/intu-20240731.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000896878/0000896878-24-000039.html,254
248,S2024-248,S2024-248,ISRG,ISRG,Intuitive Surgical,Intuitive Surgical,cik:0001035267,0001035267,Health Care,Health Care Equipment,0001035267-25-000017,isrg-20241231.htm,10-K,2025-01-31,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1035267/000103526725000017/isrg-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001035267/0001035267-25-000017.html,255
249,S2024-249,S2024-249,IVZ,IVZ,Invesco,Invesco,cik:0000914208,0000914208,Financials,Asset Management & Custody Banks,0000914208-25-000114,ivz-20241231.htm,10-K,2025-02-25,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/914208/000091420825000114/ivz-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000914208/0000914208-25-000114.html,256
250,S2024-250,S2024-250,INVH,INVH,Invitation Homes,Invitation Homes,cik:0001687229,0001687229,Real Estate,Single-Family Residential REITs,0001687229-25-000008,invh-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1687229/000168722925000008/invh-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001687229/0001687229-25-000008.html,257
251,S2024-251,S2024-251,IRM,IRM,Iron Mountain,Iron Mountain,cik:0001020569,0001020569,Real Estate,Other Specialized REITs,0001020569-25-000040,irm-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1020569/000102056925000040/irm-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001020569/0001020569-25-000040.html,258
252,S2024-252,S2024-252,JBHT,JBHT,J.B. Hunt,J.B. Hunt,cik:0000728535,0000728535,Industrials,Cargo Ground Transportation,0001437749-25-004736,jbht20241231d_10k.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/728535/000143774925004736/jbht20241231d_10k.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000728535/0001437749-25-004736.html,259
253,S2024-253,S2024-253,SJM,SJM,J.M. Smucker Company (The),J.M. Smucker Company (The),cik:0000091419,0000091419,Consumer Staples,Packaged Foods & Meats,0000091419-24-000054,sjm-20240430.htm,10-K,2024-06-18,2024-04-30,2024,https://www.sec.gov/Archives/edgar/data/91419/000009141924000054/sjm-20240430.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000091419/0000091419-24-000054.html,260
254,S2024-254,S2024-254,JPM,JPM,JPMorgan Chase,JPMorgan Chase,cik:0000019617,0000019617,Financials,Diversified Banks,0000019617-25-000270,jpm-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/19617/000001961725000270/jpm-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000019617/0000019617-25-000270.html,261
255,S2024-255,S2024-255,JBL,JBL,Jabil,Jabil,cik:0000898293,0000898293,Information Technology,Electronic Manufacturing Services,0001628280-24-043960,jbl-20240831.htm,10-K,2024-10-28,2024-08-31,2024,https://www.sec.gov/Archives/edgar/data/898293/000162828024043960/jbl-20240831.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000898293/0001628280-24-043960.html,262
256,S2024-256,S2024-256,JKHY,JKHY,Jack Henry & Associates,Jack Henry & Associates,cik:0000779152,0000779152,Financials,Transaction & Payment Processing Services,0000779152-24-000079,jkhy-20240630.htm,10-K,2024-08-26,2024-06-30,2024,https://www.sec.gov/Archives/edgar/data/779152/000077915224000079/jkhy-20240630.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000779152/0000779152-24-000079.html,263
257,S2024-257,S2024-257,J,J,Jacobs Solutions,Jacobs Solutions,cik:0000052988,0000052988,Industrials,Construction & Engineering,0000052988-24-000065,jec-20240927.htm,10-K,2024-11-25,2024-09-27,2024,https://www.sec.gov/Archives/edgar/data/52988/000005298824000065/jec-20240927.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000052988/0000052988-24-000065.html,264
258,S2024-258,S2024-258,JNJ,JNJ,Johnson & Johnson,Johnson & Johnson,cik:0000200406,0000200406,Health Care,Pharmaceuticals,0000200406-25-000038,jnj-20241229.htm,10-K,2025-02-13,2024-12-29,2024,https://www.sec.gov/Archives/edgar/data/200406/000020040625000038/jnj-20241229.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000200406/0000200406-25-000038.html,265
259,S2024-259,S2024-259,JCI,JCI,Johnson Controls,Johnson Controls,cik:0000833444,0000833444,Industrials,Building Products,0000833444-24-000064,jci-20240930.htm,10-K,2024-11-19,2024-09-30,2024,https://www.sec.gov/Archives/edgar/data/833444/000083344424000064/jci-20240930.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000833444/0000833444-24-000064.html,266
260,S2024-260,S2024-260,KKR,KKR,KKR & Co.,KKR & Co.,cik:0001404912,0001404912,Financials,Asset Management & Custody Banks,0001404912-25-000015,kkr-20241231.htm,10-K,2025-02-28,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1404912/000140491225000015/kkr-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001404912/0001404912-25-000015.html,268
261,S2024-261,S2024-261,KLAC,KLAC,KLA Corporation,KLA Corporation,cik:0000319201,0000319201,Information Technology,Semiconductor Materials & Equipment,0000319201-24-000021,klac-20240630.htm,10-K,2024-08-05,2024-06-30,2024,https://www.sec.gov/Archives/edgar/data/319201/000031920124000021/klac-20240630.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000319201/0000319201-24-000021.html,269
262,S2024-262,S2024-262,KVUE,KVUE,Kenvue,Kenvue,cik:0001944048,0001944048,Consumer Staples,Personal Care Products,0001944048-25-000033,kvue-20241229.htm,10-K,2025-02-24,2024-12-29,2024,https://www.sec.gov/Archives/edgar/data/1944048/000194404825000033/kvue-20241229.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001944048/0001944048-25-000033.html,271
263,S2024-263,S2024-263,KDP,KDP,Keurig Dr Pepper,Keurig Dr Pepper,cik:0001418135,0001418135,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0001418135-25-000013,kdp-20241231.htm,10-K,2025-02-25,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1418135/000141813525000013/kdp-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001418135/0001418135-25-000013.html,272
264,S2024-264,S2024-264,KEY,KEY,KeyCorp,KeyCorp,cik:0000091576,0000091576,Financials,Regional Banks,0000091576-25-000038,key-20241231.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/91576/000009157625000038/key-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000091576/0000091576-25-000038.html,273
265,S2024-265,S2024-265,KEYS,KEYS,Keysight Technologies,Keysight Technologies,cik:0001601046,0001601046,Information Technology,Electronic Equipment & Instruments,0001601046-24-000159,keys-20241031.htm,10-K,2024-12-17,2024-10-31,2024,https://www.sec.gov/Archives/edgar/data/1601046/000160104624000159/keys-20241031.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001601046/0001601046-24-000159.html,274
266,S2024-266,S2024-266,KMB,KMB,Kimberly-Clark,Kimberly-Clark,cik:0000055785,0000055785,Consumer Staples,Household Products,0000055785-25-000013,kmb-20241231.htm,10-K,2025-02-13,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/55785/000005578525000013/kmb-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000055785/0000055785-25-000013.html,275
267,S2024-267,S2024-267,KIM,KIM,Kimco Realty,Kimco Realty,cik:0000879101,0000879101,Real Estate,Retail REITs,0000950170-25-024723,kim-20241231.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/879101/000095017025024723/kim-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000879101/0000950170-25-024723.html,276
268,S2024-268,S2024-268,KMI,KMI,Kinder Morgan,Kinder Morgan,cik:0001506307,0001506307,Energy,Oil & Gas Storage & Transportation,0001506307-25-000008,kmi-20241231.htm,10-K,2025-02-13,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1506307/000150630725000008/kmi-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001506307/0001506307-25-000008.html,277
269,S2024-269,S2024-269,KHC,KHC,Kraft Heinz,Kraft Heinz,cik:0001637459,0001637459,Consumer Staples,Packaged Foods & Meats,0001637459-25-000011,khc-20241228.htm,10-K,2025-02-13,2024-12-28,2024,https://www.sec.gov/Archives/edgar/data/1637459/000163745925000011/khc-20241228.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001637459/0001637459-25-000011.html,278
270,S2024-270,S2024-270,KR,KR,Kroger,Kroger,cik:0000056873,0000056873,Consumer Staples,Food Retail,0001558370-24-004603,kr-20240203x10k.htm,10-K,2024-04-02,2024-02-03,2024,https://www.sec.gov/Archives/edgar/data/56873/000155837024004603/kr-20240203x10k.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000056873/0001558370-24-004603.html,279
271,S2024-271,S2024-271,LKQ,LKQ,LKQ Corporation,LKQ Corporation,cik:0001065696,0001065696,,,0001065696-25-000015,lkq-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1065696/000106569625000015/lkq-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001065696/0001065696-25-000015.html,281
272,S2024-272,S2024-272,LH,LH,Labcorp,Labcorp,cik:0000920148,0000920148,Health Care,Health Care Services,0000920148-25-000032,lh-20241231.htm,10-K,2025-02-25,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/920148/000092014825000032/lh-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000920148/0000920148-25-000032.html,282
273,S2024-273,S2024-273,LRCX,LRCX,Lam Research,Lam Research,cik:0000707549,0000707549,Information Technology,Semiconductor Materials & Equipment,0000707549-24-000106,lrcx-20240630.htm,10-K,2024-08-29,2024-06-30,2024,https://www.sec.gov/Archives/edgar/data/707549/000070754924000106/lrcx-20240630.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000707549/0000707549-24-000106.html,283
274,S2024-274,S2024-274,LW,LW,Lamb Weston,Lamb Weston,cik:0001679273,0001679273,,,0001679273-24-000036,lw-20240526.htm,10-K,2024-07-24,2024-05-26,2024,https://www.sec.gov/Archives/edgar/data/1679273/000167927324000036/lw-20240526.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001679273/0001679273-24-000036.html,284
275,S2024-275,S2024-275,LVS,LVS,Las Vegas Sands,Las Vegas Sands,cik:0001300514,0001300514,Consumer Discretionary,Casinos & Gaming,0001300514-25-000040,lvs-20241231.htm,10-K,2025-02-07,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1300514/000130051425000040/lvs-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001300514/0001300514-25-000040.html,285
276,S2024-276,S2024-276,LEN,LEN,Lennar,Lennar,cik:0000920760,0000920760,Consumer Discretionary,Homebuilding,0001628280-25-002404,len-20241130.htm,10-K,2025-01-23,2024-11-30,2024,https://www.sec.gov/Archives/edgar/data/920760/000162828025002404/len-20241130.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000920760/0001628280-25-002404.html,287
277,S2024-277,S2024-277,LII,LII,Lennox International,Lennox International,cik:0001069202,0001069202,Industrials,Building Products,0001628280-25-004859,lii-20241231.htm,10-K,2025-02-11,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1069202/000162828025004859/lii-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001069202/0001628280-25-004859.html,288
278,S2024-278,S2024-278,LLY,LLY,Lilly (Eli),Lilly (Eli),cik:0000059478,0000059478,Health Care,Pharmaceuticals,0000059478-25-000067,lly-20241231.htm,10-K,2025-02-19,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/59478/000005947825000067/lly-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000059478/0000059478-25-000067.html,289
279,S2024-279,S2024-279,LIN,LIN,Linde plc,Linde plc,cik:0001707925,0001707925,Materials,Industrial Gases,0001628280-25-007990,lin-20241231.htm,10-K,2025-02-26,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1707925/000162828025007990/lin-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001707925/0001628280-25-007990.html,290
280,S2024-280,S2024-280,LYV,LYV,Live Nation Entertainment,Live Nation Entertainment,cik:0001335258,0001335258,Communication Services,Movies & Entertainment,0001335258-25-000028,lyv-20241231.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1335258/000133525825000028/lyv-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001335258/0001335258-25-000028.html,291
281,S2024-281,S2024-281,LMT,LMT,Lockheed Martin,Lockheed Martin,cik:0000936468,0000936468,Industrials,Aerospace & Defense,0000936468-25-000009,lmt-20241231.htm,10-K,2025-01-28,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/936468/000093646825000009/lmt-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000936468/0000936468-25-000009.html,292
282,S2024-282,S2024-282,L,L,Loews Corporation,Loews Corporation,cik:0000060086,0000060086,Financials,Multi-line Insurance,0000060086-25-000036,l-20241231.htm,10-K,2025-02-11,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/60086/000006008625000036/l-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000060086/0000060086-25-000036.html,293
283,S2024-283,S2024-283,LOW,LOW,Lowe's,Lowe's,cik:0000060667,0000060667,Consumer Discretionary,Home Improvement Retail,0000060667-24-000033,low-20240202.htm,10-K,2024-03-25,2024-02-02,2024,https://www.sec.gov/Archives/edgar/data/60667/000006066724000033/low-20240202.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000060667/0000060667-24-000033.html,294
284,S2024-284,S2024-284,LULU,LULU,Lululemon Athletica,Lululemon Athletica,cik:0001397187,0001397187,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0001397187-24-000010,lulu-20240128.htm,10-K,2024-03-21,2024-01-28,2024,https://www.sec.gov/Archives/edgar/data/1397187/000139718724000010/lulu-20240128.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001397187/0001397187-24-000010.html,295
285,S2024-285,S2024-285,LYB,LYB,LyondellBasell,LyondellBasell,cik:0001489393,0001489393,Materials,Specialty Chemicals,0001489393-25-000008,lyb-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1489393/000148939325000008/lyb-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001489393/0001489393-25-000008.html,296
286,S2024-286,S2024-286,MTB,MTB,M&T Bank,M&T Bank,cik:0000036270,0000036270,Financials,Regional Banks,0001628280-25-006267,mtb-20241231.htm,10-K,2025-02-19,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/36270/000162828025006267/mtb-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000036270/0001628280-25-006267.html,297
287,S2024-287,S2024-287,MGM,MGM,MGM Resorts,MGM Resorts,cik:0000789570,0000789570,Consumer Discretionary,Casinos & Gaming,0000789570-25-000008,mgm-20241231.htm,10-K,2025-02-18,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/789570/000078957025000008/mgm-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000789570/0000789570-25-000008.html,298
288,S2024-288,S2024-288,MSCI,MSCI,MSCI Inc.,MSCI Inc.,cik:0001408198,0001408198,Financials,Financial Exchanges & Data,0001408198-25-000053,msci-20241231.htm,10-K,2025-02-07,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000053/msci-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001408198/0001408198-25-000053.html,299
289,S2024-289,S2024-289,MPC,MPC,Marathon Petroleum,Marathon Petroleum,cik:0001510295,0001510295,Energy,Oil & Gas Refining & Marketing,0001510295-25-000012,mpc-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1510295/000151029525000012/mpc-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001510295/0001510295-25-000012.html,300
290,S2024-290,S2024-290,MKTX,MKTX,MarketAxess,MarketAxess,cik:0001278021,0001278021,,,0000950170-25-025606,mktx-20241231.htm,10-K,2025-02-24,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1278021/000095017025025606/mktx-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001278021/0000950170-25-025606.html,301
291,S2024-291,S2024-291,MAR,MAR,Marriott International,Marriott International,cik:0001048286,0001048286,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0001628280-25-004818,mar-20241231.htm,10-K,2025-02-11,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1048286/000162828025004818/mar-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001048286/0001628280-25-004818.html,302
292,S2024-292,S2024-292,MMC,MMC,Marsh & McLennan,Marsh & McLennan,cik:0000062709,0000062709,,,0000062709-25-000015,mmc-20241231.htm,10-K,2025-02-10,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/62709/000006270925000015/mmc-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000062709/0000062709-25-000015.html,303
293,S2024-293,S2024-293,MLM,MLM,Martin Marietta Materials,Martin Marietta Materials,cik:0000916076,0000916076,Materials,Construction Materials,0000950170-25-024770,mlm-20241231.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/916076/000095017025024770/mlm-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000916076/0000950170-25-024770.html,304
294,S2024-294,S2024-294,MAS,MAS,Masco,Masco,cik:0000062996,0000062996,Industrials,Building Products,0000062996-25-000004,mas-20241231.htm,10-K,2025-02-11,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/62996/000006299625000004/mas-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000062996/0000062996-25-000004.html,305
295,S2024-295,S2024-295,MA,MA,Mastercard,Mastercard,cik:0001141391,0001141391,Financials,Transaction & Payment Processing Services,0001141391-25-000011,ma-20241231.htm,10-K,2025-02-12,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1141391/000114139125000011/ma-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001141391/0001141391-25-000011.html,306
296,S2024-296,S2024-296,MTCH,MTCH,Match Group,Match Group,cik:0000891103,0000891103,,,0000891103-25-000027,mtch-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/891103/000089110325000027/mtch-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000891103/0000891103-25-000027.html,307
297,S2024-297,S2024-297,MKC,MKC,McCormick & Company,McCormick & Company,cik:0000063754,0000063754,Consumer Staples,Packaged Foods & Meats,0000063754-25-000005,mkc-20241130.htm,10-K,2025-01-23,2024-11-30,2024,https://www.sec.gov/Archives/edgar/data/63754/000006375425000005/mkc-20241130.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000063754/0000063754-25-000005.html,308
298,S2024-298,S2024-298,MCD,MCD,McDonald's,McDonald's,cik:0000063908,0000063908,Consumer Discretionary,Restaurants,0000063908-25-000012,mcd-20241231.htm,10-K,2025-02-25,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/63908/000006390825000012/mcd-20241231.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000063908/0000063908-25-000012.html,309
299,S2024-299,S2024-299,MCK,MCK,McKesson Corporation,McKesson Corporation,cik:0000927653,0000927653,Health Care,Health Care Distributors,0000927653-24-000035,mck-20240331.htm,10-K,2024-05-08,2024-03-31,2024,https://www.sec.gov/Archives/edgar/data/927653/000092765324000035/mck-20240331.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0000927653/0000927653-24-000035.html,310
300,S2024-300,S2024-300,MDT,MDT,Medtronic,Medtronic,cik:0001613103,0001613103,Health Care,Health Care Equipment,0001613103-24-000072,mdt-20240426.htm,10-K,2024-06-20,2024-04-26,2024,https://www.sec.gov/Archives/edgar/data/1613103/000161310324000072/mdt-20240426.htm,2024/sp500_companies.csv,sample_2024,3,2024/sample_500/html/raw/0001613103/0001613103-24-000072.html,311
301,S2024-301,S2024-301,MRK,MRK,Merck & Co.,Merck & Co.,cik:0000310158,0000310158,Health Care,Pharmaceuticals,0001628280-25-007732,mrk-20241231.htm,10-K,2025-02-25,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/310158/000162828025007732/mrk-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000310158/0001628280-25-007732.html,312
302,S2024-302,S2024-302,MET,MET,MetLife,MetLife,cik:0001099219,0001099219,Financials,Life & Health Insurance,0001099219-25-000044,met-20241231.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1099219/000109921925000044/met-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001099219/0001099219-25-000044.html,313
303,S2024-303,S2024-303,META,META,Meta Platforms,Meta Platforms,cik:0001326801,0001326801,Communication Services,Interactive Media & Services,0001326801-25-000017,meta-20241231.htm,10-K,2025-01-30,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1326801/000132680125000017/meta-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001326801/0001326801-25-000017.html,314
304,S2024-304,S2024-304,MTD,MTD,Mettler Toledo,Mettler Toledo,cik:0001037646,0001037646,Health Care,Life Sciences Tools & Services,0001037646-25-000012,mtd-20241231.htm,10-K,2025-02-07,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1037646/000103764625000012/mtd-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001037646/0001037646-25-000012.html,315
305,S2024-305,S2024-305,MCHP,MCHP,Microchip Technology,Microchip Technology,cik:0000827054,0000827054,Information Technology,Semiconductors,0000827054-24-000098,mchp-20240331.htm,10-K,2024-05-23,2024-03-31,2024,https://www.sec.gov/Archives/edgar/data/827054/000082705424000098/mchp-20240331.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000827054/0000827054-24-000098.html,316
306,S2024-306,S2024-306,MU,MU,Micron Technology,Micron Technology,cik:0000723125,0000723125,Information Technology,Semiconductors,0000723125-24-000027,mu-20240829.htm,10-K,2024-10-04,2024-08-29,2024,https://www.sec.gov/Archives/edgar/data/723125/000072312524000027/mu-20240829.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000723125/0000723125-24-000027.html,317
307,S2024-307,S2024-307,MSFT,MSFT,Microsoft,Microsoft,cik:0000789019,0000789019,Information Technology,Systems Software,0000950170-24-087843,msft-20240630.htm,10-K,2024-07-30,2024-06-30,2024,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000789019/0000950170-24-087843.html,318
308,S2024-308,S2024-308,MAA,MAA,Mid-America Apartment Communities,Mid-America Apartment Communities,cik:0000912595,0000912595,Real Estate,Multi-Family Residential REITs,0000950170-25-016287,maa-20241231.htm,10-K,2025-02-07,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/912595/000095017025016287/maa-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000912595/0000950170-25-016287.html,319
309,S2024-309,S2024-309,MRNA,MRNA,Moderna,Moderna,cik:0001682852,0001682852,Health Care,Biotechnology,0001682852-25-000022,mrna-20241231.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1682852/000168285225000022/mrna-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001682852/0001682852-25-000022.html,320
310,S2024-310,S2024-310,MHK,MHK,Mohawk Industries,Mohawk Industries,cik:0000851968,0000851968,,,0000851968-25-000023,mhk-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/851968/000085196825000023/mhk-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000851968/0000851968-25-000023.html,321
311,S2024-311,S2024-311,MOH,MOH,Molina Healthcare,Molina Healthcare,cik:0001179929,0001179929,,,0001179929-25-000023,moh-20241231.htm,10-K,2025-02-11,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1179929/000117992925000023/moh-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001179929/0001179929-25-000023.html,322
