company_id,source_company_id,sample_order,batch_id,report_date,form,r2_object_key,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,ai_disclosure_binary,ai_term_count,ai_terms_per_1000_words,total_analysis_word_count,total_analysis_sentence_count,ai_sentence_count,ai_sentence_ratio,ai_detection_status,ai_uncertainty_count,ai_uncertainty_ratio,ai_litigious_count,ai_litigious_ratio,ai_weak_modal_count,ai_weak_modal_ratio,ai_strong_modal_count,ai_strong_modal_ratio,ai_constraining_count,ai_constraining_ratio,ai_total_eligible_word_count,uncertainty_status,ai_positive_count,ai_negative_count,ai_positive_ratio,ai_negative_ratio,ai_net_tone,ai_sentiment_word_coverage,ai_net_tone_by_words,ai_total_lm_matched_word_count,sentiment_status,ai_concreteness_mean,ai_concreteness_median,ai_concreteness_standard_deviation,ai_concreteness_min,ai_concreteness_max,ai_concreteness_matched_token_count,ai_concreteness_eligible_token_count,ai_concreteness_unmatched_token_count,ai_concreteness_coverage,ai_concreteness_unique_dictionary_entries,ai_concreteness_stem_collision_count,ai_concreteness_status,report_concreteness_mean,report_concreteness_median,report_concreteness_standard_deviation,report_concreteness_min,report_concreteness_max,report_concreteness_matched_token_count,report_concreteness_eligible_token_count,report_concreteness_unmatched_token_count,report_concreteness_coverage,report_concreteness_unique_dictionary_entries,report_concreteness_stem_collision_count,report_concreteness_status,report_word_count,log_report_word_count,report_sentence_count,report_paragraph_count,report_mean_sentence_length,report_fog_index,report_numeric_token_ratio,report_ai_term_count,report_ai_terms_per_1000_words,report_table_text_word_count,report_table_text_ratio,source_html_bytes,analysis_text_bytes,analysis_text_to_html_ratio,report_control_status,report_positive_count,report_negative_count,report_net_tone,report_uncertainty_count,report_uncertainty_ratio,report_weak_modal_count,report_weak_modal_ratio,report_strong_modal_count,report_strong_modal_ratio,report_litigious_count,report_litigious_ratio,report_constraining_count,report_constraining_ratio,report_forward_looking_count,report_forward_looking_ratio,report_positive_ratio,report_negative_ratio,report_net_tone_by_words,report_sentiment_word_coverage,report_total_lm_matched_word_count,report_total_eligible_word_count,concreteness_status,lm_ai_status,lm_report_status,matching_strategy_version,concreteness_preprocessing_version,warning_count,has_single_ai_sentence_warning,has_stem_collision_warning,has_denominator_zero_warning,has_extraction_warning,has_any_warning,has_failed_status,ai_disclosure_flag,panel_start_year,panel_end_year,panel_year_count,is_balanced_2020_2025,has_gap_within_observed_period,ticker_changed_within_panel,company_name_changed_within_panel,cik_changed_within_panel,first_observed_year,last_observed_year,ai_disclosure_flag_lag1,ai_disclosure_flag_change,ai_sentence_count_lag1,ai_sentence_count_change,ai_concreteness_mean_lag1,ai_concreteness_mean_change,report_concreteness_mean_lag1,report_concreteness_mean_change,ai_positive_count_lag1,ai_positive_count_change,ai_negative_count_lag1,ai_negative_count_change,ai_uncertainty_count_lag1,ai_uncertainty_count_change,report_positive_count_lag1,report_positive_count_change,report_negative_count_lag1,report_negative_count_change,report_uncertainty_count_lag1,report_uncertainty_count_change,past_tense_count,present_tense_count,future_tense_count,finite_verb_count,past_tense_share,present_tense_share,future_tense_share,passive_voice_sentence_count,passive_voice_sentence_share,spacy_sentence_count,ai_past_tense_count,ai_present_tense_count,ai_future_tense_count,ai_finite_verb_count,ai_past_tense_share,ai_present_tense_share,ai_future_tense_share,ai_passive_voice_sentence_count,ai_passive_voice_sentence_share,ai_spacy_sentence_count,report_character_count,average_word_length,lexical_density,root_type_token_ratio,type_token_ratio,percentage_expression_count,currency_expression_count,ai_word_count,log_ai_word_count,ai_fog_index,ai_average_sentence_length,ai_complex_word_share,tense_measurement_status,passive_voice_measurement_status,dependency_model,dependency_model_version,extended_measurement_version,log1p_ai_sentence_count,ai_disclosure,whole_report_concreteness,ai_concreteness,fog_index,lm_positive_share,lm_negative_share,lm_uncertainty_share,lm_litigious_share,lm_strong_modal_share,lm_weak_modal_share,lm_constraining_share,ai_lm_positive_share,ai_lm_negative_share,ai_lm_uncertainty_share,ai_lm_litigious_share,ai_lm_strong_modal_share,ai_lm_weak_modal_share,ai_lm_constraining_share,numeric_token_share
cik:0000909832,S2018-104,104,2,2018-09-02,10-K,2018/sample_503/html/raw/0000909832/0000909832-18-000013.html,909832,COST,Costco,0000909832-18-000013,2018,2018-10-26,1.0.3,0.3.0,0,0,0.0,24949,1352,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.92383252,2.83,0.84602282,1.3,5.0,9983,13134,3151,0.76008832,1516,2406,warning_stem_collisions,24989,10.12619101,1352,524,18.48298817,20.01712001,0.03505542,0,0.0,5851,0.18972114,1845837,167027,0.09048849,success,136,475,-0.55482815,448,0.0188719,205,0.00863558,41,0.00172712,213,0.00897258,140,0.00589747,,,0.00572897,0.02000927,-0.0142803,0.02573824,1389,23739,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,279,949,35,1263,0.2209026128266033,0.7513855898653998,0.0277117973079968,260,0.2835332606324973,917,0,0,0,0,,,,0,,0,166557,5.554956449605973,0.6026959767731231,16.158537710367558,0.1040647034425549,39,125,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.92383252,,20.01712001,0.00572897,0.02000927,0.0188719,0.00897258,0.00172712,0.00863558,0.00589747,,,,,,,,0.03505542
cik:0000910606,S2018-302,302,4,2018-12-31,10-K,2018/sample_503/html/raw/0000910606/0000910606-19-000006.html,910606,REG,Regency Centers,0000910606-19-000006,2018,2019-02-21,1.0.3,0.3.0,0,0,0.0,34768,2423,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.8843062,2.76,0.82460899,1.19,5.0,13736,18112,4376,0.75839223,1569,3411,warning_stem_collisions,34806,10.45754506,2423,892,14.36483698,21.42660829,0.0277251,0,0.0,37995,0.52190217,8955024,230613,0.02575236,success,158,453,-0.48281506,564,0.01687966,301,0.00900847,92,0.00275342,237,0.00709305,286,0.00855954,,,0.0047287,0.0135576,-0.0088289,0.0182863,1685,33413,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,294,1397,81,1772,0.1659142212189616,0.7883747178329571,0.0457110609480812,363,0.3209549071618037,1131,0,0,0,0,,,,0,,0,230330,5.508834235993962,0.5901920743437213,14.35116381373324,0.0780727455680842,68,118,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.8843062,,21.42660829,0.0047287,0.0135576,0.01687966,0.00709305,0.00275342,0.00900847,0.00855954,,,,,,,,0.0277251
cik:0000912242,S2018-222,222,3,2018-12-31,10-K,2018/sample_503/html/raw/0000912242/0000912242-19-000004.html,912242,MAC,Macerich,0000912242-19-000004,2018,2019-02-25,1.0.3,0.3.0,0,0,0.0,45039,2395,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.99397792,2.89,0.84156856,1.26,5.0,17210,22656,5446,0.75962218,1561,3708,warning_stem_collisions,44356,10.70000327,2395,956,18.52025052,19.87947839,0.052011,0,0.0,17479,0.28267163,4523334,287542,0.0635686,success,224,465,-0.34978229,544,0.01312773,277,0.00668452,84,0.00202708,263,0.00634668,295,0.0071189,,,0.00540554,0.01122131,-0.00581578,0.01662685,1799,41439,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,649,1283,72,2004,0.3238522954091816,0.6402195608782435,0.0359281437125748,432,0.2862823061630218,1509,0,0,0,0,,,,0,,0,287105,5.314881516587678,0.5763270142180095,13.050903801936224,0.0635308056872037,144,590,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.99397792,,19.87947839,0.00540554,0.01122131,0.01312773,0.00634668,0.00202708,0.00668452,0.0071189,,,,,,,,0.052011
cik:0000912595,S2018-240,240,3,2018-12-31,10-K,2018/sample_503/html/raw/0000912595/0000912595-19-000015.html,912595,MAA,Mid-America Apartment Communities,0000912595-19-000015,2018,2019-02-21,1.0.3,0.3.0,0,0,0.0,40900,2181,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.89201092,2.82,0.81573939,1.26,5.0,15749,20937,5188,0.75220901,1661,3576,warning_stem_collisions,40697,10.61390966,2181,770,18.65978909,20.63530645,0.04688306,0,0.0,20684,0.33697724,6220372,263336,0.04233445,success,189,598,-0.51969504,643,0.01681002,333,0.00870565,83,0.00216988,349,0.00912394,254,0.00664035,,,0.00494105,0.01563358,-0.01069253,0.02057463,2007,38251,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,568,1267,72,1907,0.2978500262191924,0.664394336654431,0.0377556371263765,398,0.2930780559646539,1358,0,0,0,0,,,,0,,0,263106,5.378239810377699,0.5847889936620807,14.136145244018016,0.071752460452414,124,297,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.89201092,,20.63530645,0.00494105,0.01563358,0.01681002,0.00912394,0.00216988,0.00870565,0.00664035,,,,,,,,0.04688306
cik:0000914208,S2018-192,192,2,2018-12-31,10-K,2018/sample_503/html/raw/0000914208/0000914208-19-000195.html,914208,IVZ,Invesco,0000914208-19-000195,2018,2019-02-22,1.0.3,0.3.0,0,0,0.0,56963,2829,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.90795533,2.82,0.79063264,1.19,5.0,22522,29482,6960,0.76392375,2005,4811,warning_stem_collisions,56436,10.94086253,2829,971,19.94909862,21.42871467,0.04807215,0,0.0,21926,0.27980399,5196944,374599,0.07208063,success,312,924,-0.49514563,869,0.01640768,384,0.00725034,145,0.00273776,472,0.00891188,405,0.00764685,,,0.0058909,0.01744614,-0.01155524,0.02333705,2961,52963,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,622,1955,130,2707,0.2297746582933136,0.722201699298116,0.0480236424085703,667,0.3378926038500506,1974,0,0,0,0,,,,0,,0,374006,5.5221059296781885,0.5923346245530393,14.525903150445222,0.0626862336114422,145,687,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.90795533,,21.42871467,0.0058909,0.01744614,0.01640768,0.00891188,0.00273776,0.00725034,0.00764685,,,,,,,,0.04807215
cik:0000915389,S2018-126,126,2,2018-12-31,10-K,2018/sample_503/html/raw/0000915389/0000915389-19-000009.html,915389,EMN,Eastman Chemical Co.,0000915389-19-000009,2018,2019-02-27,1.0.3,0.3.0,0,0,0.0,43882,2316,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.93005767,2.85,0.80979437,1.3,5.0,17861,24444,6583,0.73069056,1673,4378,warning_stem_collisions,43686,10.68478296,2316,849,18.8626943,22.01328301,0.03989837,0,0.0,18285,0.29505737,4375940,297874,0.06807086,success,286,552,-0.31742243,640,0.01558087,156,0.00379784,87,0.00211803,302,0.00735223,280,0.00681663,,,0.0069627,0.0134385,-0.0064758,0.02040121,2011,41076,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,552,1468,64,2084,0.2648752399232246,0.7044145873320538,0.0307101727447216,484,0.328581126951799,1473,0,0,0,0,,,,0,,0,297804,5.69537760262102,0.6235132119370386,14.105849029831612,0.0687305619524702,21,393,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.93005767,,22.01328301,0.0069627,0.0134385,0.01558087,0.00735223,0.00211803,0.00379784,0.00681663,,,,,,,,0.03989837
cik:0000915912,S2018-048,48,1,2018-12-31,10-K,2018/sample_503/html/raw/0000915912/0000915912-19-000004.html,915912,AVB,AvalonBay Communities,0000915912-19-000004,2018,2019-02-22,1.0.3,0.3.0,0,0,0.0,43890,2466,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.88079698,2.74,0.81106831,1.19,5.0,16713,21905,5192,0.76297649,1711,3882,warning_stem_collisions,43751,10.68626975,2466,817,17.74168694,21.41525554,0.03817056,0,0.0,27760,0.38819203,6975900,287426,0.04120271,success,278,664,-0.40976645,670,0.01608837,316,0.00758795,148,0.00355385,341,0.00818826,304,0.0072998,,,0.00667547,0.01594429,-0.00926882,0.02261976,2255,41645,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,596,1524,134,2254,0.2644188110026619,0.676131322094055,0.059449866903283,434,0.3041345480028031,1427,0,0,0,0,,,,0,,0,286800,5.403488758971434,0.5788773230666857,13.918055627364373,0.0678501829934882,142,288,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.88079698,,21.41525554,0.00667547,0.01594429,0.01608837,0.00818826,0.00355385,0.00758795,0.0072998,,,,,,,,0.03817056
cik:0000915913,S2018-016,16,1,2018-12-31,10-K,2018/sample_503/html/raw/0000915913/0000915913-19-000021.html,915913,ALB,Albemarle Corporation,0000915913-19-000021,2018,2019-02-27,1.0.3,0.3.0,0,0,0.0,55859,2819,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.8687493,2.79,0.79480234,1.26,5.0,21556,28394,6838,0.75917447,2091,4945,warning_stem_collisions,55756,10.92874031,2819,841,19.77864491,21.35792761,0.04342134,0,0.0,20649,0.27025718,3849893,368323,0.09567097,success,345,949,-0.46676971,989,0.01873,439,0.00831392,132,0.00249986,543,0.01028351,449,0.0085033,,,0.00653372,0.01797246,-0.01143874,0.02450618,3267,52803,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,686,1964,125,2775,0.2472072072072072,0.7077477477477477,0.045045045045045,652,0.3466241360978203,1881,0,0,0,0,,,,0,,0,367291,5.508589579730847,0.5786219081272085,15.251890995345946,0.0661228479061724,214,581,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.8687493,,21.35792761,0.00653372,0.01797246,0.01873,0.01028351,0.00249986,0.00831392,0.0085033,,,,,,,,0.04342134
cik:0000916076,S2018-227,227,3,2018-12-31,10-K,2018/sample_503/html/raw/0000916076/0001193125-19-049961.html,916076,MLM,Martin Marietta Materials,0001193125-19-049961,2018,2019-02-25,1.0.3,0.3.0,0,0,0.0,23352,1236,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,3.08845014,3.0,0.921275,1.3,5.0,8975,12472,3497,0.71961193,1615,2506,warning_stem_collisions,23384,10.05980731,1236,407,18.91909385,20.25978928,0.02467499,0,0.0,5512,0.19075305,755692,157003,0.20776057,success,181,378,-0.35241503,468,0.02087143,215,0.00958837,63,0.00280962,198,0.00883022,206,0.009187,,,0.00807207,0.01685769,-0.00878562,0.02492976,1411,22423,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,219,912,49,1180,0.185593220338983,0.7728813559322034,0.0415254237288135,238,0.2803297997644287,849,0,0,0,0,,,,0,,0,156033,5.542473071197128,0.6027235309571767,17.833218682817567,0.1180050792538751,58,27,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,3.08845014,,20.25978928,0.00807207,0.01685769,0.02087143,0.00883022,0.00280962,0.00958837,0.009187,,,,,,,,0.02467499
cik:0000916365,S2018-340,340,4,2018-12-29,10-K,2018/sample_503/html/raw/0000916365/0000916365-19-000035.html,916365,TSCO,Tractor Supply,0000916365-19-000035,2018,2019-02-21,1.0.3,0.3.0,1,1,0.02914942,34306,1785,1,0.00056022,success,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04761905,0.0,0.0,21,success,1.0,0.0,0.04761905,0.0,1.0,0.04761905,0.04761905,2.0,success,2.655,2.42,0.67415503,1.82,4.08,10,10,0,1.0,9,0,success,2.946963,2.86,0.84694495,1.26,5.0,14027,18074,4047,0.7760872,1746,3105,warning_stem_collisions,34041,10.43532096,1785,733,19.07058824,20.11182455,0.0410975,1,0.02937634,10069,0.22827023,2192909,226451,0.10326511,success,239,500,-0.35317997,526,0.01632983,239,0.00741983,83,0.00257676,243,0.00754401,272,0.00844432,,,0.00741983,0.01552265,-0.00810282,0.02294247,1737,32211,success,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,1,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,386,1247,80,1713,0.2253356684179801,0.7279626386456509,0.0467016929363689,359,0.3001672240802676,1196,0,0,1,1,0.0,0.0,1.0,0,0.0,1,225600,5.506024833323139,0.5994862071074684,16.054117641695854,0.0887821885130589,87,186,21,3.091042453358316,21.73333333333333,21.0,0.3333333333333333,success,success,en_core_web_sm,3.8.0,1.0.0,0.6931471805599453,1,2.946963,2.655,20.11182455,0.00741983,0.01552265,0.01632983,0.00754401,0.00257676,0.00741983,0.00844432,0.04761905,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0410975
cik:0000920148,S2018-208,208,3,2018-12-31,10-K,2018/sample_503/html/raw/0000920148/0000920148-19-000033.html,920148,LH,Labcorp,0000920148-19-000033,2018,2019-02-28,1.0.3,0.3.0,1,1,0.01286703,77718,4094,1,0.00024426,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,success,3.0,0.0,0.08823529,0.0,1.0,0.08823529,0.08823529,3.0,success,3.09888889,2.895,0.89401646,1.8,4.9,18,25,7,0.72,18,4,warning_stem_collisions,2.9632535,2.86,0.82361491,1.26,5.0,30312,42320,12008,0.71625709,2661,7539,warning_stem_collisions,77852,11.26256487,4094,1446,19.01612115,20.61133652,0.034283,1,0.01284489,16687,0.17650917,3483385,524853,0.15067327,success,472,1690,-0.56336725,922,0.0125185,434,0.00589266,165,0.0022403,1423,0.01932085,451,0.00612347,,,0.0064086,0.02294606,-0.01653745,0.02935466,4732,73651,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,1,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,1224,2676,140,4040,0.3029702970297029,0.6623762376237624,0.0346534653465346,827,0.2876521739130435,2875,2,0,0,2,1.0,0.0,0.0,0,0.0,1,523679,5.611954041394772,0.6156237906508133,17.3335718653937,0.0633198553451565,188,450,36,3.610917912644224,31.06666666666667,36.0,0.4166666666666667,success,success,en_core_web_sm,3.8.0,1.0.0,0.6931471805599453,1,2.9632535,3.09888889,20.61133652,0.0064086,0.02294606,0.0125185,0.01932085,0.0022403,0.00589266,0.00612347,0.08823529,0.0,0.0,0.0,0.0,0.0,0.0,0.034283
cik:0000920522,S2018-136,136,2,2018-12-31,10-K,2018/sample_503/html/raw/0000920522/0000920522-19-000009.html,920522,ESS,Essex Property Trust,0000920522-19-000009,2018,2019-02-21,1.0.3,0.3.0,0,0,0.0,52177,2704,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.91390856,2.82,0.81770755,1.19,5.0,19511,26326,6815,0.74113044,1791,4677,warning_stem_collisions,52085,10.86063228,2704,1089,19.26220414,20.81138737,0.05120476,0,0.0,21876,0.2957775,5917265,340568,0.05755497,success,266,761,-0.48198637,914,0.01882595,577,0.01188465,143,0.00294542,371,0.00764161,384,0.00790937,,,0.00547889,0.01567456,-0.01019567,0.02115345,2717,48550,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,602,1628,118,2348,0.2563884156729131,0.6933560477001703,0.0502555366269165,540,0.3290676416819013,1641,0,0,0,0,,,,0,,0,339833,5.441508820421104,0.5810909682139663,13.641707042852248,0.0614990651166571,176,469,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.91390856,,20.81138737,0.00547889,0.01567456,0.01882595,0.00764161,0.00294542,0.01188465,0.00790937,,,,,,,,0.05120476
cik:0000920760,S2018-212,212,3,2018-11-30,10-K,2018/sample_503/html/raw/0000920760/0001628280-19-000598.html,920760,LEN,Lennar,0001628280-19-000598,2018,2019-01-28,1.0.3,0.3.0,0,0,0.0,58734,2774,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.91770154,2.86,0.78207705,1.19,5.0,22154,29995,7841,0.73858976,1748,5458,warning_stem_collisions,58076,10.96950778,2774,1025,20.93583273,21.73088199,0.04778222,0,0.0,20944,0.26504682,6555700,385107,0.05874384,success,218,686,-0.51769912,681,0.01247093,283,0.00518249,115,0.00210596,477,0.00873514,465,0.00851539,,,0.00399216,0.01256249,-0.00857033,0.01655465,2471,54607,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,1061,2058,101,3220,0.3295031055900621,0.6391304347826087,0.0313664596273291,634,0.3279875840662183,1933,0,0,0,0,,,,0,,0,384459,5.504872732513105,0.5803865761173058,12.673379926128783,0.0537892025291373,174,665,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.91770154,,21.73088199,0.00399216,0.01256249,0.01247093,0.00873514,0.00210596,0.00518249,0.00851539,,,,,,,,0.04778222
cik:0000922224,S2018-272,272,3,2018-12-31,10-K,2018/sample_503/html/raw/0000922224/0000922224-19-000015.html,922224,PPL,PPL Corporation,0000922224-19-000015,2018,2019-02-14,1.0.3,0.3.0,0,0,0.0,87514,5661,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.88761671,2.81,0.77980464,1.19,5.0,33823,48636,14813,0.69543137,2325,8469,warning_stem_collisions,88213,11.38750962,5661,2285,15.58258258,20.07215111,0.03539161,0,0.0,56219,0.389242,12403477,575799,0.04642239,success,243,966,-0.59801489,1047,0.01251135,406,0.00485158,193,0.0023063,1291,0.01542708,659,0.00787486,,,0.00290378,0.01154343,-0.00863964,0.01444721,4207,83684,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,1117,3117,157,4391,0.2543839672056479,0.709861079480756,0.0357549533135959,1152,0.3444976076555024,3344,0,0,0,0,,,,0,,0,575553,5.481193937149887,0.6159478279564755,13.813755262566826,0.0477407641866631,155,451,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.88761671,,20.07215111,0.00290378,0.01154343,0.01251135,0.01542708,0.0023063,0.00485158,0.00787486,,,,,,,,0.03539161
cik:0000922864,S2018-038,38,1,2018-12-31,10-K,2018/sample_503/html/raw/0000922864/0000922864-19-000007.html,922864,AIV,Apartment Investment & Management,0000922864-19-000007,2018,2019-02-20,1.0.3,0.3.0,0,0,0.0,39976,2057,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.92556134,2.82,0.83057764,1.26,5.0,15561,20950,5389,0.7427685,1558,3633,warning_stem_collisions,39665,10.58822447,2057,875,19.28293632,22.04585694,0.0436657,0,0.0,19259,0.32684475,3777824,263358,0.06971156,success,174,391,-0.3840708,464,0.01240509,206,0.00550743,68,0.00181799,224,0.00598866,278,0.00743236,,,0.00465191,0.01045343,-0.00580152,0.01510534,1508,37404,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,491,1426,55,1972,0.2489858012170385,0.7231237322515213,0.0278904665314401,341,0.2613026819923371,1305,0,0,0,0,,,,0,,0,262496,5.519095398192897,0.5964750998108846,13.181599686224564,0.0675562092876654,126,266,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.92556134,,22.04585694,0.00465191,0.01045343,0.01240509,0.00598866,0.00181799,0.00550743,0.00743236,,,,,,,,0.0436657
cik:0000927066,S2018-111,111,2,2018-12-31,10-K,2018/sample_503/html/raw/0000927066/0000927066-19-000025.html,927066,DVA,DaVita,0000927066-19-000025,2018,2019-02-22,1.0.3,0.3.0,0,0,0.0,88117,3743,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.85513126,2.74,0.78277009,1.19,5.0,33331,46053,12722,0.72375307,2394,8848,warning_stem_collisions,87641,11.3810042,3743,1385,23.41464066,22.61545985,0.02998597,0,0.0,19664,0.18325334,6042245,584881,0.09679862,success,543,1883,-0.55234955,1701,0.02029906,866,0.0103345,180,0.00214805,1260,0.01503634,818,0.00976169,,,0.00647995,0.02247097,-0.01599103,0.02895092,5978,83797,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,0,0,0,0,0,0,0,0,2018,2018,1,0,0,0,0,0,2018,2018,,,,,,,,,,,,,,,,,,,,,1024,2857,144,4025,0.2544099378881987,0.7098136645962733,0.0357763975155279,744,0.2720292504570384,2735,0,0,0,0,,,,0,,0,584001,5.554072661794302,0.5979121797361391,13.897349821964278,0.0476762113241299,203,533,0,0.0,,,,success,success,en_core_web_sm,3.8.0,1.0.0,0.0,0,2.85513126,,22.61545985,0.00647995,0.02247097,0.02029906,0.01503634,0.00214805,0.0103345,0.00976169,,,,,,,,0.02998597
