company_id,cik,accession_number,warning_type,warning_detail
S2023-087,0000813672,0000813672-24-000034,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-088,0001590895,0001590895-24-000051,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-088,0001590895,0001590895-24-000051,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-089,0000906345,0000906345-24-000007,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-089,0000906345,0000906345-24-000007,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-090,0000016732,0000016732-23-000109,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-090,0000016732,0000016732-23-000109,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-091,0000927628,0000927628-24-000094,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-092,0001170010,0001170010-23-000010,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-092,0001170010,0001170010-23-000010,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-093,0000721371,0000721371-23-000060,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-093,0000721371,0000721371-23-000060,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-094,0000815097,0000815097-24-000011,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-094,0000815097,0000815097-24-000011,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-095,0001783180,0001783180-24-000009,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-095,0001783180,0001783180-24-000009,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-096,0000018230,0000018230-24-000009,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-096,0000018230,0000018230-24-000009,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-097,0001374310,0001558370-24-001277,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-098,0001306830,0001306830-24-000029,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-099,0001140859,0001140859-23-000197,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-099,0001140859,0001140859-23-000197,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-100,0001071739,0001071739-24-000037,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-100,0001071739,0001071739-24-000037,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-101,0001130310,0001130310-24-000010,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-102,0001100682,0001100682-24-000007,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-102,0001100682,0001100682-24-000007,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-103,0000316709,0000316709-24-000018,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-103,0000316709,0000316709-24-000018,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-104,0001091667,0001091667-24-000028,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-105,0000093410,0000093410-24-000013,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-106,0001058090,0001562762-24-000023,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-107,0000896159,0000896159-24-000003,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-108,0000313927,0000950170-24-015810,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-109,0001739940,0001739940-24-000005,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-110,0000020286,0000020286-24-000014,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-111,0000723254,0000723254-23-000025,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-111,0000723254,0000723254-23-000025,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-112,0000858877,0000858877-23-000023,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-113,0000831001,0000831001-24-000033,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-114,0000759944,0000759944-24-000039,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-114,0000759944,0000759944-24-000039,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-115,0000021076,0000021076-23-000037,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-116,0001057352,0001057352-24-000013,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-117,0000021344,0000021344-24-000009,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-118,0001058290,0001058290-24-000017,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-119,0000021665,0000021665-24-000003,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-120,0001166691,0001166691-24-000011,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-121,0000023217,0001437749-23-019879,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-121,0000023217,0001437749-23-019879,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-122,0001163165,0001163165-24-000010,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-122,0001163165,0001163165-24-000010,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-123,0001047862,0001047862-24-000012,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-123,0001047862,0001047862-24-000012,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-124,0000016918,0000016918-23-000045,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-124,0000016918,0000016918-23-000045,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-125,0001868275,0001868275-24-000014,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-125,0001868275,0001868275-24-000014,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-126,0000711404,0000711404-23-000072,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-126,0000711404,0000711404-23-000072,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-127,0000900075,0000900075-23-000034,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-127,0000900075,0000900075-23-000034,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-128,0000024741,0001437749-24-003735,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-128,0000024741,0001437749-24-003735,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-129,0001755672,0001755672-24-000004,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-130,0000909832,0000909832-23-000042,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-130,0000909832,0000909832-23-000042,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-131,0001051470,0001051470-24-000062,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-132,0000026172,0000026172-24-000012,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-132,0000026172,0000026172-24-000012,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-133,0000882184,0000882184-23-000115,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-133,0000882184,0000882184-23-000115,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-134,0000936340,0000936340-24-000076,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-134,0000936340,0000936340-24-000076,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-135,0000927066,0000927066-24-000013,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-136,0000313616,0000313616-24-000052,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-137,0000940944,0000940944-23-000037,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-137,0000940944,0000940944-23-000037,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-138,0000315189,0001558370-23-019812,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-139,0000027904,0000027904-24-000003,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-139,0000027904,0000027904-24-000003,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-140,0000818479,0000818479-24-000021,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-141,0001090012,0000950170-24-021781,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-141,0001090012,0000950170-24-021781,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-142,0001093557,0001093557-24-000021,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-142,0001093557,0001093557-24-000021,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-143,0001539838,0001539838-24-000019,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-143,0001539838,0001539838-24-000019,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-144,0001297996,0001558370-24-001575,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-145,0000029534,0001558370-23-004574,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-145,0000029534,0001558370-23-004574,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-146,0000935703,0000935703-23-000016,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-146,0000935703,0000935703-23-000016,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-147,0000715957,0000950170-24-019110,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-147,0000715957,0000950170-24-019110,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-148,0000029905,0000029905-24-000008,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-149,0001751788,0001751788-24-000010,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-150,0001666700,0001666700-24-000008,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-150,0001666700,0001666700-24-000008,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-151,0001326160,0001326160-24-000037,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-151,0001326160,0001326160-24-000037,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-152,0000821189,0000821189-24-000011,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-152,0000821189,0000821189-24-000011,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-153,0001352010,0001352010-24-000008,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-154,0000033213,0000033213-24-000008,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-154,0000033213,0000033213-24-000008,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-155,0000915389,0000915389-24-000016,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-156,0001551182,0001551182-24-000006,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-156,0001551182,0001551182-24-000006,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-157,0000031462,0001558370-24-001581,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-157,0000031462,0001558370-24-001581,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-158,0000827052,0000827052-24-000013,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-158,0000827052,0000827052-24-000013,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-159,0001099800,0001099800-24-000004,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-159,0001099800,0001099800-24-000004,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-160,0000712515,0000712515-23-000028,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-161,0001156039,0001156039-24-000015,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-162,0000032604,0000032604-23-000044,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-162,0000032604,0000032604-23-000044,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-163,0001463101,0001463101-24-000024,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-163,0001463101,0001463101-24-000024,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-164,0000065984,0000065984-24-000012,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-165,0000033185,0000033185-24-000017,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-166,0001101239,0001628280-24-005350,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-167,0000906107,0000950170-24-015907,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-168,0000920522,0000920522-24-000033,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-169,0001001250,0001001250-23-000112,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-169,0001001250,0001001250-23-000112,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-170,0001370637,0001370637-24-000013,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-171,0001095073,0001095073-24-000009,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-171,0001095073,0001095073-24-000009,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-172,0001711269,0001711269-24-000007,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-172,0001711269,0001711269-24-000007,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-173,0000072741,0000072741-24-000005,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-173,0000072741,0000072741-24-000005,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-174,0001109357,0001109357-24-000053,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-174,0001109357,0001109357-24-000053,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-175,0001324424,0001324424-24-000007,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-176,0000746515,0000950170-24-019394,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-176,0000746515,0000950170-24-019394,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-177,0001289490,0001628280-24-008044,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-177,0001289490,0001628280-24-008044,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-178,0000034088,0000034088-24-000018,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-178,0000034088,0000034088-24-000018,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-179,0001048695,0001048695-23-000039,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-180,0000037785,0000037785-24-000033,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-180,0000037785,0000037785-24-000033,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-181,0001013237,0001013237-23-000128,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-182,0000814547,0000814547-23-000022,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-183,0000815556,0000815556-24-000009,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-183,0000815556,0000815556-24-000009,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-184,0001048911,0000950170-23-033201,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-185,0000034903,0000034903-24-000032,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-185,0000034903,0000034903-24-000032,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-186,0001136893,0001136893-24-000015,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-187,0000035527,0000035527-24-000088,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-187,0000035527,0000035527-24-000088,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-188,0001274494,0001274494-24-000004,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-188,0001274494,0001274494-24-000004,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-189,0001031296,0001031296-24-000008,single_ai_sentence,AI-level values retained from one direct AI sentence
S2023-189,0001031296,0001031296-24-000008,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-190,0000798354,0000798354-24-000037,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-191,0000037996,0000037996-24-000009,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-192,0001262039,0001262039-24-000014,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-193,0001659166,0001659166-24-000046,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-194,0001754301,0001628280-23-029065,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-195,0000038777,0000038777-23-000169,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-195,0000038777,0000038777-23-000169,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-196,0000831259,0000831259-24-000011,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-197,0000040545,0000040545-24-000027,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-198,0001932393,0001932393-24-000013,stem_collisions,ambiguous Porter stems excluded without score averaging
S2023-199,0001121788,0000950170-24-017559,denominator_zero,AI sentence count is zero; AI-level values are missing
S2023-199,0001121788,0000950170-24-017559,stem_collisions,ambiguous Porter stems excluded without score averaging
