company_id,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,report_positive_count,report_negative_count,report_net_tone,report_uncertainty_count,report_uncertainty_ratio,report_weak_modal_count,report_weak_modal_ratio,report_strong_modal_count,report_strong_modal_ratio,report_litigious_count,report_litigious_ratio,report_constraining_count,report_constraining_ratio,report_positive_ratio,report_negative_ratio,report_net_tone_by_words,report_sentiment_word_coverage,report_total_lm_matched_word_count,report_total_eligible_word_count,lm_report_status
S2022-011,0000004977,AFL,Aflac,0000004977-23-000055,2022,2023-02-24,1.0.3,0.3.0,424,1256,-0.49523809523809526,1217,0.01599989482402745,391,0.005140475658335853,224,0.0029449272313739924,688,0.00904513363922012,423,0.0055611795485321375,0.005574326545100772,0.016512627690204174,-0.0109383011451034,0.022086954235304945,3979,76063,success
S2022-012,0001090872,A,Agilent Technologies,0001090872-22-000026,2022,2022-12-21,1.0.3,0.3.0,386,922,-0.40978593272171254,933,0.016746239724306278,412,0.00739490971748573,114,0.0020461643393043043,567,0.010176975266539828,483,0.008669275227052447,0.006928240657644399,0.016548802814373407,-0.00962056215672901,0.023477043472017806,3218,55714,success
S2022-013,0000002969,APD,Air Products,0000002969-22-000054,2022,2022-11-22,1.0.3,0.3.0,256,846,-0.5353901996370236,819,0.017029505333416507,315,0.006549809743621733,66,0.0013723410891397917,541,0.011249038321585261,361,0.0075062898966585575,0.00532301998211798,0.01759091759715551,-0.012267897615037531,0.022913937579273493,2728,48093,success
S2022-014,0001086222,AKAM,Akamai Technologies,0001086222-23-000078,2022,2023-02-28,1.0.3,0.3.0,342,901,-0.4497184231697506,850,0.018504408403178404,404,0.0087950364645695,113,0.002459997823010776,405,0.008816806356808534,367,0.007989550451725265,0.0074453031457494285,0.01961467290736911,-0.01216936976161968,0.027059976053118537,2859,45935,success
S2022-015,0000766421,ALK,Alaska Air Group,0000766421-23-000009,2022,2023-02-13,1.0.3,0.3.0,262,550,-0.35467980295566504,546,0.015061238000662032,234,0.006454816285998014,89,0.002455036963477877,327,0.009020191989407482,289,0.007971973960057376,0.007227187465519144,0.015171576740593622,-0.007944389275074478,0.022398764206112767,1952,36252,success
S2022-016,0000915913,ALB,Albemarle Corporation,0000915913-23-000039,2022,2023-02-15,1.0.3,0.3.0,395,1181,-0.4987309644670051,1251,0.017822543879644406,540,0.007693184408479599,136,0.0019375427399133803,685,0.009758946888534306,498,0.007094825621153408,0.005627421928424891,0.01682527923410075,-0.01119785730567586,0.022452701162525644,3953,70192,success
S2022-017,0001035443,ARE,Alexandria Real Estate Equities,0001035443-23-000099,2022,2023-01-30,1.0.3,0.3.0,725,1916,-0.45096554335478983,1725,0.018973349318609282,1037,0.011406007677332072,232,0.0025517779953144076,647,0.0071163808748638865,820,0.00901921532826644,0.007974306235357524,0.021074166547510365,-0.013099860312152843,0.02904847278286789,5787,90917,success
S2022-018,0001097149,ALGN,Align Technology,0001097149-23-000013,2022,2023-02-27,1.0.3,0.3.0,404,1168,-0.4860050890585242,985,0.020127508275777514,524,0.010707425722342555,101,0.0020638358739629736,572,0.011688258612938821,402,0.008214475458743717,0.008255343495851894,0.023866933671175775,-0.015611590175323879,0.03212227716702767,3391,48938,success
S2022-019,0001579241,ALLE,Allegion,0001579241-23-000006,2022,2023-02-22,1.0.3,0.3.0,317,790,-0.42728093947606144,785,0.019529792262719243,324,0.008060704067670107,102,0.0025376290583405898,367,0.009130488866774474,316,0.00786167433760418,0.00788655305386242,0.01965418584401045,-0.011767632790148029,0.02754073889787287,2519,40195,success
S2022-020,0000352541,LNT,Alliant Energy,0000352541-23-000017,2022,2023-02-24,1.0.3,0.3.0,153,546,-0.5622317596566524,684,0.013749020080805644,295,0.005929767432511206,82,0.0016482743371726064,681,0.013688717361152987,443,0.008904701602042252,0.003075438702285473,0.010975094976783452,-0.00789965627449798,0.014050533679068927,2522,49749,success
S2022-021,0000899051,ALL,Allstate,0000899051-23-000020,2022,2023-02-16,1.0.3,0.3.0,492,3074,-0.7240605720695457,1772,0.01780314066691449,610,0.006128620658475079,196,0.0019691961460018286,1976,0.019852712165814353,708,0.007113218731475993,0.00494308420322908,0.030884229351069496,-0.025941145147840416,0.03582731355429857,7448,99533,success
S2022-022,0001652044,GOOGL|GOOG,Alphabet Inc. (Class A)|Alphabet Inc. (Class C),0001652044-23-000016,2022,2023-02-03,1.0.3,0.3.0,271,973,-0.5643086816720257,794,0.020166103675107308,441,0.011200568917786301,106,0.002692200238742285,519,0.013181621923653264,271,0.00688288928961471,0.00688288928961471,0.024712366342417393,-0.017829477052802682,0.0315952556320321,2763,39373,success
S2022-023,0000764180,MO,Altria,0000764180-23-000020,2022,2023-02-27,1.0.3,0.3.0,244,1766,-0.7572139303482587,941,0.015467052384161475,374,0.0061473725735137,108,0.0017751771067900525,1518,0.024951100445437958,531,0.008727954108384424,0.004010585315340489,0.029027433061029933,-0.025016847745689443,0.03303801837637042,4514,60839,success
S2022-024,0001018724,AMZN,Amazon,0001018724-23-000004,2022,2023-02-03,1.0.3,0.3.0,192,729,-0.5830618892508144,559,0.0176057447009543,246,0.007747787471260747,50,0.0015747535510692576,370,0.011653176277912507,271,0.008535164246795377,0.006047053636105949,0.022959906774589776,-0.016912853138483827,0.029006960410695726,2029,31751,success
S2022-025,0001748790,AMCR,Amcor,0001748790-22-000024,2022,2022-08-18,1.0.3,0.3.0,257,949,-0.5737976782752903,754,0.019084742330667207,321,0.008124936721676622,79,0.001999595018730384,379,0.009592993824035638,392,0.009922041105598866,0.006505011643211501,0.024020451554115623,-0.01751543991090412,0.030525463197327123,2608,39508,success
S2022-026,0001002910,AEE,Ameren,0001002910-23-000053,2022,2023-02-22,1.0.3,0.3.0,232,1003,-0.6242914979757085,1005,0.011694069187000384,451,0.005247786271977287,232,0.002699526419287651,1161,0.013509267986176562,743,0.008645466075563468,0.002699526419287651,0.011670797407523767,-0.008971270988236116,0.014370323826811417,4238,85941,success
S2022-027,0000006201,AAL,American Airlines Group,0000006201-23-000018,2022,2023-02-22,1.0.3,0.3.0,352,1525,-0.6249334043686734,1239,0.014365383946480539,633,0.007339215527136547,289,0.003350763487112894,915,0.010608818652969889,938,0.010875488411459843,0.004081206738628854,0.017681364421616483,-0.013600157682987628,0.021762571160245336,4953,86249,success
S2022-028,0000004904,AEP,American Electric Power,0000004904-23-000011,2022,2023-02-23,1.0.3,0.3.0,393,1800,-0.6415868673050615,1579,0.012445908772040451,560,0.0044140018444221996,248,0.0019547722453869738,2086,0.016442156870472693,912,0.007188517289487582,0.0030976834372462934,0.01418786307135707,-0.011090179634110776,0.017285546508603363,6671,126869,success
S2022-029,0000004962,AXP,American Express,0000004962-23-000006,2022,2023-02-10,1.0.3,0.3.0,356,1595,-0.6350589441312148,1377,0.020301949105062955,538,0.007932061451360835,108,0.0015923097337304278,855,0.012605785392032554,588,0.00866924188364344,0.005248724677852151,0.023516055789815114,-0.018267331111962964,0.028764780467667266,4649,67826,success
S2022-030,0000005272,AIG,American International Group,0000005272-23-000007,2022,2023-02-17,1.0.3,0.3.0,740,3094,-0.6139801773604591,2813,0.023549405195435785,841,0.007040543821315854,236,0.001975705519418004,1530,0.012808599341989602,862,0.0072163481260098285,0.0061950088320734025,0.025901834224912306,-0.019706825392838904,0.03209684305698571,8817,119451,success
S2022-031,0001053507,AMT,American Tower,0001053507-23-000023,2022,2023-02-23,1.0.3,0.3.0,283,920,-0.5295095594347464,1001,0.016043209282943872,510,0.008173862871429946,148,0.0023720229509247683,451,0.007228259127480207,618,0.009904798538320993,0.0045356925345385775,0.014745007532775587,-0.01020931499823701,0.019280700067314166,3218,62394,success
S2022-032,0001410636,AWK,American Water Works,0001410636-23-000020,2022,2023-02-15,1.0.3,0.3.0,425,1452,-0.5471497069792222,1134,0.015707023837555577,537,0.007437982187625525,163,0.002257711539260634,1359,0.018823496821197556,656,0.009086250121196172,0.005886671191323739,0.020111638987769576,-0.014224967796445836,0.025998310179093313,4987,72197,success
S2022-033,0000820027,AMP,Ameriprise Financial,0000820027-23-000014,2022,2023-02-23,1.0.3,0.3.0,345,1311,-0.5833333333333334,1684,0.02138548479268525,516,0.006552797002984317,171,0.0021715664486634074,1010,0.012826211188011936,551,0.006997269667915423,0.004381230554320909,0.016648676106419454,-0.012267445552098546,0.021029906660740366,4796,78745,success
S2022-034,0001140859,ABC,AmerisourceBergen,0001140859-22-000098,2022,2022-11-22,1.0.3,0.3.0,332,1219,-0.5718891038039974,858,0.017722878625134265,436,0.00900603156242254,93,0.0019210113195075602,846,0.017475006196810708,379,0.007828637527885648,0.006857803850285053,0.02517970751053458,-0.018321903660249526,0.03203751136081963,3393,48412,success
S2022-035,0001037868,AME,Ametek,0001037868-23-000012,2022,2023-02-21,1.0.3,0.3.0,217,458,-0.35703703703703704,503,0.016707078088152257,219,0.007274055867406251,77,0.0025575447570332483,286,0.009499451954694921,298,0.009898030358388415,0.007207626133457335,0.015212409074301658,-0.008004782940844321,0.022420035207758992,1717,30107,success
S2022-036,0000318154,AMGN,Amgen,0000318154-23-000017,2022,2023-02-09,1.0.3,0.3.0,450,1575,-0.5555555555555556,1177,0.0163490387820869,600,0.00833425936215135,124,0.001722413601511279,1206,0.016751861317924215,565,0.007848094232692521,0.006250694521613513,0.021877430825647293,-0.015626736304033783,0.028128125347260807,4781,71992,success
S2022-037,0000820313,APH,Amphenol,0001558370-23-001036,2022,2023-02-08,1.0.3,0.3.0,218,912,-0.6141592920353982,1023,0.01628410429467384,358,0.0056986406036102005,103,0.0016395530228263983,618,0.00983731813695839,450,0.007163095730794944,0.003470121931807329,0.01451720734774442,-0.011047085415937092,0.01798732927955175,3166,62822,success
S2022-038,0000006281,ADI,Analog Devices,0000006281-22-000250,2022,2022-11-22,1.0.3,0.3.0,266,848,-0.5224416517055656,845,0.019415468039152613,434,0.00997196819999081,100,0.0022976885253435044,425,0.009765176232709893,415,0.009535407380175543,0.006111851477413722,0.01948439869491292,-0.013372547217499196,0.02559625017232664,2711,43522,success
S2022-039,0000315293,AON,Aon plc,0001628280-23-004087,2022,2023-02-17,1.0.3,0.3.0,321,921,-0.4830917874396135,916,0.020426822469504717,418,0.00932141025355128,79,0.0017617019378721316,638,0.014227415650157215,338,0.00753740829114912,0.007158307874138662,0.02053832259215485,-0.013380014718016189,0.027696630466293514,3018,44843,success
S2022-040,0000320193,AAPL,Apple Inc.,0000320193-22-000108,2022,2022-10-28,1.0.3,0.3.0,107,614,-0.7031900138696255,473,0.018892794376098417,230,0.00918677104968845,50,0.0019971241412366195,245,0.009785908292059435,233,0.009306598498162646,0.0042738456622463655,0.024524684454385683,-0.02025083879213932,0.02879853011663205,1629,25036,success
S2022-041,0000006951,AMAT,Applied Materials,0000006951-22-000043,2022,2022-12-16,1.0.3,0.3.0,231,730,-0.5192507804370448,723,0.01886693979802197,350,0.00913337334620704,70,0.001826674669241408,361,0.009420422222802118,397,0.010359854909840557,0.006028026408496647,0.019049607264946113,-0.013021580856449467,0.02507763367344276,2366,38321,success
S2022-042,0001521332,APTV,Aptiv,0001521332-23-000013,2022,2023-02-08,1.0.3,0.3.0,499,1124,-0.3850893407270487,1190,0.0185314957564432,403,0.006275792260375302,162,0.0025227750525578137,495,0.007708479327259986,446,0.006945417737288796,0.00777077006929845,0.017503698512808533,-0.009732928443510083,0.025274468582106985,3695,64215,success
S2022-043,0000947484,ACGL,Arch Capital Group,0000947484-23-000015,2022,2023-02-24,1.0.3,0.3.0,629,3130,-0.6653365256717212,2207,0.018391666666666667,814,0.006783333333333333,339,0.002825,1648,0.013733333333333334,1044,0.0087,0.005241666666666667,0.026083333333333333,-0.020841666666666668,0.031325,8586,120000,success
S2022-044,0000007084,ADM,Archer Daniels Midland,0000007084-23-000010,2022,2023-02-14,1.0.3,0.3.0,337,586,-0.26977248104008666,552,0.013494682801613495,175,0.004278205598337611,54,0.0013201320132013201,380,0.009289817870675957,284,0.00694291651387361,0.008238601637941573,0.014325877032147659,-0.0060872753942060875,0.02256447867008923,2052,40905,success
S2022-045,0001596532,ANET,Arista Networks,0001596532-23-000016,2022,2023-02-14,1.0.3,0.3.0,374,1677,-0.6352998537298878,1369,0.024288122061563028,845,0.014991572784529407,157,0.00278541648185931,637,0.011301339483722169,537,0.009527188858334073,0.006635323338951477,0.02975250598775836,-0.023117182648806883,0.036387829326709836,4492,56365,success
S2022-046,0000354190,AJG,Arthur J. Gallagher & Co.,0000950170-23-002456,2022,2023-02-10,1.0.3,0.3.0,278,1556,-0.6968375136314068,1956,0.021373311770619345,698,0.007627081603216923,232,0.002535075833733992,1102,0.012041610210236461,778,0.008501245683814851,0.0030377201800778006,0.017002491367629703,-0.013964771187551904,0.020040211547707503,5564,91516,success
S2022-047,0001267238,AIZ,Assurant,0001267238-23-000007,2022,2023-02-17,1.0.3,0.3.0,559,1964,-0.5568767340467697,1614,0.02148047592429929,642,0.008544278527509382,166,0.0022092682796986877,1075,0.014307008437807767,584,0.007772365514120684,0.007439644387660039,0.02613857169474833,-0.01869892730708829,0.033578216082408366,5508,75138,success
S2022-048,0000731802,ATO,Atmos Energy,0000731802-22-000037,2022,2022-11-14,1.0.3,0.3.0,131,371,-0.47808764940239046,466,0.01425120034251812,189,0.005779993271965504,63,0.0019266644239885012,393,0.012018716168690173,271,0.00828771522064895,0.004006238722896725,0.011345912719043396,-0.007339673996146671,0.015352151441940121,1627,32699,success
S2022-049,0000866787,AZO,AutoZone,0001558370-22-015239,2022,2022-10-24,1.0.3,0.3.0,180,622,-0.5511221945137157,556,0.014700827582559953,213,0.005631791861664155,98,0.002591153063113085,305,0.00806430290050501,260,0.006874487718463287,0.004759260728166892,0.01644588984955448,-0.01168662912138759,0.021205150577721373,1905,37821,success
S2022-050,0000769397,ADSK,Autodesk,0000769397-22-000019,2022,2022-03-14,1.0.3,0.3.0,393,1102,-0.474247491638796,1003,0.01915511248615408,466,0.008899583667545166,138,0.0026354990260112295,496,0.009472518238417172,481,0.009186050952981169,0.007505442878423284,0.0210457965700317,-0.013540353691608418,0.028551239448454988,3388,52362,success
S2022-051,0000008670,ADP,Automatic Data Processing,0000008670-22-000038,2022,2022-08-03,1.0.3,0.3.0,257,563,-0.37317073170731707,518,0.014689618013214984,232,0.006579133936420611,53,0.0015029918044409153,333,0.009443325865638204,345,0.009783625896832375,0.007288092334741797,0.01596574313019312,-0.008677650795451323,0.023253835464934917,1938,35263,success
S2022-052,0000915912,AVB,AvalonBay Communities,0000915912-23-000004,2022,2023-02-24,1.0.3,0.3.0,320,704,-0.375,830,0.01742416290542668,450,0.009446835310171093,147,0.003085966201322557,343,0.007200587803085966,378,0.007935341660543717,0.006717749553899444,0.014779049018578776,-0.008061299464679332,0.02149679857247822,2614,47635,success
S2022-053,0001037540,BXP,"BXP, Inc.",0001656423-23-000013,2022,2023-02-27,1.0.3,0.3.0,578,1050,-0.28992628992628994,1817,0.022251885960615263,664,0.008131674341138434,240,0.0029391594004114824,449,0.005498677378269815,603,0.007384637993533849,0.007078475555990987,0.012858822376800236,-0.005780346820809248,0.019937297932791222,4546,81656,success
S2022-054,0001701605,BKR,Baker Hughes,0001701605-23-000044,2022,2023-02-14,1.0.3,0.3.0,315,1153,-0.5708446866485014,766,0.015895413986304213,373,0.00774019506121602,111,0.002303382444490558,701,0.014546586428719652,424,0.00879850591409006,0.006536625855986719,0.023926125752230753,-0.017389499896244033,0.030462751608217473,3211,48190,success
S2022-055,0000009389,BALL,Ball Corporation,0000009389-23-000011,2022,2023-02-21,1.0.3,0.3.0,264,618,-0.4013605442176871,832,0.016952260641007355,268,0.005460583956478331,125,0.0025469141588051916,768,0.015648240591699097,397,0.00808899936836529,0.005379082703396564,0.012591943601132867,-0.007212860897736303,0.01797102630452943,2866,49079,success
S2022-056,0000070858,BAC,Bank of America,0000070858-23-000092,2022,2023-02-22,1.0.3,0.3.0,370,2817,-0.7678067147787888,2495,0.021231512841023197,700,0.005956737069625747,145,0.0012338955358510476,1172,0.009973279779430536,964,0.008203277907313171,0.003148561022516466,0.02397161189305104,-0.020823050870534574,0.027120172915567505,7588,117514,success
S2022-057,0001390777,BK,Bank of New York Mellon,0001390777-23-000033,2022,2023-02-27,1.0.3,0.3.0,31,101,-0.5303030303030303,103,0.017496178019364702,50,0.008493290300662476,6,0.0010191948360794973,62,0.010531679972821471,37,0.006285034822490233,0.005265839986410736,0.017156446407338204,-0.011890606420927468,0.02242228639374894,332,5887,success
S2022-058,0000701985,BBWI,"Bath & Body Works, Inc.",0000701985-22-000009,2022,2022-03-18,1.0.3,0.3.0,221,875,-0.5967153284671532,692,0.01657088122605364,367,0.008788314176245211,88,0.00210727969348659,420,0.010057471264367816,316,0.007567049808429119,0.005292145593869732,0.020953065134099617,-0.015660919540229884,0.02624521072796935,2491,41760,success
S2022-059,0000010456,BAX,Baxter International,0001628280-23-002864,2022,2023-02-09,1.0.3,0.3.0,365,1328,-0.5688127584170112,1127,0.01976187553700749,492,0.00862718967542829,122,0.002139262480492381,613,0.01074891721755598,489,0.008574584860334217,0.006400252503112451,0.02328639814831051,-0.016886145645198056,0.02968665065142296,3741,57029,success
S2022-060,0000010795,BDX,Becton Dickinson,0001628280-22-030686,2022,2022-11-22,1.0.3,0.3.0,324,952,-0.49216300940438873,751,0.016843474555363672,354,0.007939533944871823,77,0.0017269607733195775,611,0.013703545876600803,351,0.007872249758898334,0.0072666920851369235,0.0213515150155875,-0.01408482293045058,0.028618207100724425,2827,44587,success
S2022-061,0001067983,BRK-B,Berkshire Hathaway,0000950170-23-004451,2022,2023-02-27,1.0.3,0.3.0,336,1750,-0.6778523489932886,1151,0.014963014963014963,316,0.004108004108004108,102,0.001326001326001326,1215,0.015795015795015795,473,0.006149006149006149,0.004368004368004368,0.02275002275002275,-0.018382018382018382,0.02711802711802712,4688,76923,success
S2022-062,0000764478,BBY,Best Buy,0000764478-22-000008,2022,2022-03-18,1.0.3,0.3.0,357,644,-0.2867132867132867,640,0.01717613590617536,307,0.008239177692493492,171,0.004589248812431228,268,0.007192506910710931,274,0.007353533184831325,0.00958106331016344,0.017283486755588953,-0.007702423445425512,0.026864550065752394,2121,37261,success
S2022-063,0000012208,BIO,Bio-Rad Laboratories,0000012208-23-000031,2022,2023-02-17,1.0.3,0.3.0,172,805,-0.6479017400204709,684,0.017956054918226445,312,0.008190481190769958,87,0.002283884178195469,446,0.011708187856036542,359,0.009424303677841073,0.004515265271834721,0.021132491533877616,-0.016617226262042897,0.025647756805712334,2429,38093,success
S2022-064,0000842023,TECH,Bio-Techne,0001558370-22-013935,2022,2022-08-24,1.0.3,0.3.0,259,1007,-0.5908372827804107,805,0.01682094573416637,281,0.0058716593183860254,94,0.0019641849677163215,493,0.010301523288129218,515,0.010761226152913889,0.005411956453601354,0.021041853856280168,-0.015629897402678814,0.02645381030988152,2907,47857,success
S2022-065,0000875045,BIIB,Biogen,0000875045-23-000009,2022,2023-02-15,1.0.3,0.3.0,786,1382,-0.27490774907749077,1523,0.017915750097048547,638,0.007505087696596831,216,0.0025409074333305887,882,0.010375372019433237,605,0.0071168935053935465,0.009246079826841863,0.01625710218917997,-0.007011022362338105,0.025503182016021832,5074,85009,success
S2022-066,0000012927,BA,Boeing,0000012927-23-000007,2022,2023-01-27,1.0.3,0.3.0,287,879,-0.5077186963979416,718,0.016001782928459996,283,0.006307109427234232,109,0.002429240026743927,559,0.012458212614218854,393,0.008758636059728103,0.006396255850234009,0.019589926454201025,-0.013193670603967016,0.025986182304435036,2829,44870,success
S2022-067,0001075531,BKNG,Booking Holdings,0001075531-23-000016,2022,2023-02-23,1.0.3,0.3.0,402,1249,-0.5130224106602059,1195,0.019340951024503932,651,0.01053636746188457,112,0.0018127083805392808,599,0.009694752856634188,537,0.008691289288835658,0.006506328294435633,0.020214935422263942,-0.01370860712782831,0.026721263716699577,3863,61786,success
S2022-068,0000908255,BWA,BorgWarner,0000908255-23-000013,2022,2023-02-09,1.0.3,0.3.0,273,781,-0.4819734345351044,943,0.019914681534042914,344,0.007264740665652982,118,0.0024919749957763135,325,0.0068634904544686605,314,0.006631187700625106,0.005765331981753674,0.01649349552289238,-0.010728163541138706,0.022258827504646056,2616,47352,success
S2022-069,0000885725,BSX,Boston Scientific,0000885725-23-000008,2022,2023-02-23,1.0.3,0.3.0,391,1416,-0.5672385168788047,1106,0.018549266247379455,448,0.0075136268343815515,137,0.00229769392033543,774,0.012981132075471698,528,0.008855345911949685,0.006557651991614255,0.023748427672955975,-0.017190775681341718,0.030306079664570232,4027,59625,success
S2022-070,0000014272,BMY,Bristol Myers Squibb,0000014272-23-000046,2022,2023-02-14,1.0.3,0.3.0,578,1427,-0.4234413965087282,919,0.015826545197788762,398,0.006854151239085883,116,0.0019976923209396045,1133,0.019511943100211825,427,0.007353574319320785,0.009954018633647338,0.0245750598446622,-0.014621041211014861,0.034529078478309536,4205,58067,success
S2022-071,0001730168,AVGO,Broadcom,0001730168-22-000118,2022,2022-12-16,1.0.3,0.3.0,301,1131,-0.5796089385474861,1052,0.02195829593604542,595,0.012419378404892609,120,0.0025047485858606944,541,0.011292241541255297,443,0.009246696862802396,0.006282744369533908,0.02360725542173704,-0.017324511052203135,0.029889999791270952,3396,47909,success
S2022-072,0001383312,BR,Broadridge Financial Solutions,0001383312-22-000037,2022,2022-08-12,1.0.3,0.3.0,297,617,-0.350109409190372,671,0.015085770813192742,310,0.006969581150655366,87,0.001955979226151667,493,0.011083882281526113,341,0.007666539265720902,0.0066773083927246565,0.01387171474178826,-0.007194406349063603,0.020549023134512918,2373,44479,success
S2022-073,0000079282,BRO,Brown & Brown,0000950170-23-004717,2022,2023-02-27,1.0.3,0.3.0,282,1028,-0.5694656488549619,992,0.015795926816451967,424,0.006751484848967373,115,0.0018311810321491697,607,0.009665451187083009,473,0.0075317272017961494,0.004490374357096224,0.016369166096081272,-0.011878791738985048,0.0208595404531775,3259,62801,success
S2022-074,0000014693,BF-B,Brown–Forman,0000014693-22-000069,2022,2022-06-17,1.0.3,0.3.0,283,716,-0.43343343343343343,622,0.01857437214441425,265,0.007913518678890315,67,0.0020007764207005704,215,0.006420401947024219,254,0.007585032997879774,0.008451040702362111,0.021381431600322513,-0.012930390897960402,0.029832472302684623,2044,33487,success
S2022-075,0001043277,CHRW,C.H. Robinson,0001043277-23-000005,2022,2023-02-17,1.0.3,0.3.0,243,482,-0.3296551724137931,493,0.015623019394093041,240,0.007605526682722779,53,0.0016795538091012802,349,0.011059703384459375,238,0.0075421472937000885,0.007700595766256813,0.015274432754468248,-0.007573836988211433,0.022975028520725062,1762,31556,success
S2022-076,0001138118,CBRE,CBRE Group,0001138118-23-000009,2022,2023-02-27,1.0.3,0.3.0,274,969,-0.5591311343523733,1027,0.017986304488695072,430,0.007530779873552952,131,0.00229426084519869,550,0.009632392861521217,491,0.008599099809103486,0.004798682989194207,0.016970524877843746,-0.012171841888649539,0.02176920786703795,3255,57099,success
S2022-077,0001402057,CDW,CDW Corporation,0001402057-23-000052,2022,2023-02-24,1.0.3,0.3.0,189,511,-0.46,609,0.018360517350538154,288,0.008682806234737255,71,0.0021405529259248095,250,0.007537158189876089,278,0.008381319907142212,0.005698091591546323,0.015405951340106727,-0.009707859748560402,0.02110404293165305,1792,33169,success
S2022-078,0001324404,CF,CF Industries,0001324404-23-000006,2022,2023-02-23,1.0.3,0.3.0,260,1185,-0.6401384083044983,898,0.014150869065065633,397,0.006256007816070218,90,0.001418238547723727,507,0.007989410485510329,579,0.009124001323689311,0.00409713358231299,0.01867347421169574,-0.014576340629382751,0.02277060779400873,3235,63459,success
S2022-079,0001156375,CME,CME Group,0001156375-23-000020,2022,2023-02-27,1.0.3,0.3.0,321,798,-0.4262734584450402,841,0.018965361717481508,376,0.00847916290817247,98,0.0022099945877683564,566,0.012763846292621324,396,0.008930182211798665,0.0072388598232004326,0.017995670214685188,-0.010756810391484756,0.02523453003788562,2869,44344,success
