sample_order,company_id,final_sample_id,ticker,symbol,company_name,security,_company_key,cik,gics_sector,gics_sub_industry,accession_number,primary_document,form,filing_date,report_date,report_year,filing_url,source_manifest,sample_group,batch_id,r2_object_key,universe_order
22,S2023-022,S2023-022,GOOGL|GOOG,GOOGL|GOOG,Alphabet Inc. (Class A)|Alphabet Inc. (Class C),Alphabet Inc. (Class A)|Alphabet Inc. (Class C),cik:0001652044,0001652044,Communication Services,Interactive Media & Services,0001652044-24-000022,goog-20231231.htm,10-K,2024-01-31,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/goog-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001652044/0001652044-24-000022.html,22
23,S2023-023,S2023-023,MO,MO,Altria,Altria,cik:0000764180,0000764180,Consumer Staples,Tobacco,0000764180-24-000018,mo-20231231.htm,10-K,2024-02-27,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/764180/000076418024000018/mo-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000764180/0000764180-24-000018.html,23
24,S2023-024,S2023-024,AMZN,AMZN,Amazon,Amazon,cik:0001018724,0001018724,Consumer Discretionary,Broadline Retail,0001018724-24-000008,amzn-20231231.htm,10-K,2024-02-02,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/amzn-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001018724/0001018724-24-000008.html,24
25,S2023-025,S2023-025,AMCR,AMCR,Amcor,Amcor,cik:0001748790,0001748790,Materials,Paper & Plastic Packaging Products & Materials,0001748790-23-000030,amcr-20230630.htm,10-K,2023-08-17,2023-06-30,2023,https://www.sec.gov/Archives/edgar/data/1748790/000174879023000030/amcr-20230630.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001748790/0001748790-23-000030.html,25
26,S2023-026,S2023-026,AEE,AEE,Ameren,Ameren,cik:0001002910,0001002910,Utilities,Multi-Utilities,0001002910-24-000056,aee-20231231.htm,10-K,2024-02-29,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1002910/000100291024000056/aee-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001002910/0001002910-24-000056.html,26
27,S2023-027,S2023-027,AAL,AAL,American Airlines Group,American Airlines Group,cik:0000006201,0000006201,,,0000006201-24-000010,aal-20231231.htm,10-K,2024-02-21,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/6201/000000620124000010/aal-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000006201/0000006201-24-000010.html,27
28,S2023-028,S2023-028,AEP,AEP,American Electric Power,American Electric Power,cik:0000004904,0000004904,Utilities,Electric Utilities,0000004904-24-000020,aep-20231231.htm,10-K,2024-02-26,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/4904/000000490424000020/aep-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000004904/0000004904-24-000020.html,28
29,S2023-029,S2023-029,AXP,AXP,American Express,American Express,cik:0000004962,0000004962,Financials,Consumer Finance,0000004962-24-000013,axp-20231231.htm,10-K,2024-02-09,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/4962/000000496224000013/axp-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000004962/0000004962-24-000013.html,29
30,S2023-030,S2023-030,AIG,AIG,American International Group,American International Group,cik:0000005272,0000005272,Financials,Multi-line Insurance,0000005272-24-000023,aig-20231231.htm,10-K,2024-02-14,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/5272/000000527224000023/aig-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000005272/0000005272-24-000023.html,30
31,S2023-031,S2023-031,AMT,AMT,American Tower,American Tower,cik:0001053507,0001053507,Real Estate,Telecom Tower REITs,0001053507-24-000011,amt-20231231.htm,10-K,2024-02-27,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1053507/000105350724000011/amt-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001053507/0001053507-24-000011.html,31
32,S2023-032,S2023-032,AWK,AWK,American Water Works,American Water Works,cik:0001410636,0001410636,Utilities,Water Utilities,0001410636-24-000050,awk-20231231.htm,10-K,2024-02-14,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1410636/000141063624000050/awk-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001410636/0001410636-24-000050.html,32
33,S2023-033,S2023-033,AMP,AMP,Ameriprise Financial,Ameriprise Financial,cik:0000820027,0000820027,Financials,Asset Management & Custody Banks,0000820027-24-000015,amp-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/820027/000082002724000015/amp-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000820027/0000820027-24-000015.html,33
34,S2023-034,S2023-034,AME,AME,Ametek,Ametek,cik:0001037868,0001037868,Industrials,Electrical Components & Equipment,0001037868-24-000009,ame-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1037868/000103786824000009/ame-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001037868/0001037868-24-000009.html,34
35,S2023-035,S2023-035,AMGN,AMGN,Amgen,Amgen,cik:0000318154,0000318154,Health Care,Biotechnology,0000318154-24-000011,amgn-20231231.htm,10-K,2024-02-14,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/318154/000031815424000011/amgn-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000318154/0000318154-24-000011.html,35
36,S2023-036,S2023-036,APH,APH,Amphenol,Amphenol,cik:0000820313,0000820313,Information Technology,Electronic Components,0001558370-24-000866,aph-20231231x10k.htm,10-K,2024-02-07,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/820313/000155837024000866/aph-20231231x10k.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000820313/0001558370-24-000866.html,36
37,S2023-037,S2023-037,ADI,ADI,Analog Devices,Analog Devices,cik:0000006281,0000006281,Information Technology,Semiconductors,0000006281-23-000203,adi-20231028.htm,10-K,2023-11-21,2023-10-28,2023,https://www.sec.gov/Archives/edgar/data/6281/000000628123000203/adi-20231028.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000006281/0000006281-23-000203.html,37
38,S2023-038,S2023-038,AON,AON,Aon plc,Aon plc,cik:0000315293,0000315293,Financials,Insurance Brokers,0001628280-24-005392,aon-20231231.htm,10-K,2024-02-16,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/315293/000162828024005392/aon-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000315293/0001628280-24-005392.html,39
39,S2023-039,S2023-039,AAPL,AAPL,Apple Inc.,Apple Inc.,cik:0000320193,0000320193,Information Technology,"Technology Hardware, Storage & Peripherals",0000320193-23-000106,aapl-20230930.htm,10-K,2023-11-03,2023-09-30,2023,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000320193/0000320193-23-000106.html,40
40,S2023-040,S2023-040,AMAT,AMAT,Applied Materials,Applied Materials,cik:0000006951,0000006951,Information Technology,Semiconductor Materials & Equipment,0000006951-23-000041,amat-20231029.htm,10-K,2023-12-15,2023-10-29,2023,https://www.sec.gov/Archives/edgar/data/6951/000000695123000041/amat-20231029.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000006951/0000006951-23-000041.html,41
41,S2023-041,S2023-041,APTV,APTV,Aptiv,Aptiv,cik:0001521332,0001521332,Consumer Discretionary,Automotive Parts & Equipment,0001521332-24-000011,aptv-20231231.htm,10-K,2024-02-06,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1521332/000152133224000011/aptv-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001521332/0001521332-24-000011.html,42
42,S2023-042,S2023-042,ACGL,ACGL,Arch Capital Group,Arch Capital Group,cik:0000947484,0000947484,Financials,Property & Casualty Insurance,0000947484-24-000020,acgl-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/947484/000094748424000020/acgl-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000947484/0000947484-24-000020.html,43
43,S2023-043,S2023-043,ADM,ADM,Archer Daniels Midland,Archer Daniels Midland,cik:0000007084,0000007084,Consumer Staples,Agricultural Products & Services,0000007084-24-000009,adm-20231231.htm,10-K,2024-03-12,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/7084/000000708424000009/adm-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000007084/0000007084-24-000009.html,44
44,S2023-044,S2023-044,ANET,ANET,Arista Networks,Arista Networks,cik:0001596532,0001596532,Information Technology,Communications Equipment,0001596532-24-000043,anet-20231231.htm,10-K,2024-02-13,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1596532/000159653224000043/anet-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001596532/0001596532-24-000043.html,45
45,S2023-045,S2023-045,AJG,AJG,Arthur J. Gallagher & Co.,Arthur J. Gallagher & Co.,cik:0000354190,0000354190,Financials,Insurance Brokers,0000950170-24-013370,ajg-20231231.htm,10-K,2024-02-09,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/354190/000095017024013370/ajg-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000354190/0000950170-24-013370.html,46
46,S2023-046,S2023-046,AIZ,AIZ,Assurant,Assurant,cik:0001267238,0001267238,Financials,Multi-line Insurance,0001267238-24-000008,aiz-20231231.htm,10-K,2024-02-15,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1267238/000126723824000008/aiz-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001267238/0001267238-24-000008.html,47
47,S2023-047,S2023-047,ATO,ATO,Atmos Energy,Atmos Energy,cik:0000731802,0000731802,Utilities,Gas Utilities,0000731802-23-000028,ato-20230930.htm,10-K,2023-11-14,2023-09-30,2023,https://www.sec.gov/Archives/edgar/data/731802/000073180223000028/ato-20230930.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000731802/0000731802-23-000028.html,48
48,S2023-048,S2023-048,AZO,AZO,AutoZone,AutoZone,cik:0000866787,0000866787,Consumer Discretionary,Automotive Retail,0001558370-23-016668,azo-20230826x10k.htm,10-K,2023-10-24,2023-08-26,2023,https://www.sec.gov/Archives/edgar/data/866787/000155837023016668/azo-20230826x10k.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000866787/0001558370-23-016668.html,49
49,S2023-049,S2023-049,ADSK,ADSK,Autodesk,Autodesk,cik:0000769397,0000769397,Information Technology,Application Software,0000769397-23-000036,adsk-20230131.htm,10-K,2023-03-14,2023-01-31,2023,https://www.sec.gov/Archives/edgar/data/769397/000076939723000036/adsk-20230131.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000769397/0000769397-23-000036.html,50
50,S2023-050,S2023-050,ADP,ADP,Automatic Data Processing,Automatic Data Processing,cik:0000008670,0000008670,Industrials,Human Resource & Employment Services,0000008670-23-000030,adp-20230630.htm,10-K,2023-08-03,2023-06-30,2023,https://www.sec.gov/Archives/edgar/data/8670/000000867023000030/adp-20230630.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000008670/0000008670-23-000030.html,51
51,S2023-051,S2023-051,AVB,AVB,AvalonBay Communities,AvalonBay Communities,cik:0000915912,0000915912,Real Estate,Multi-Family Residential REITs,0000915912-24-000004,avb-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/915912/000091591224000004/avb-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000915912/0000915912-24-000004.html,52
52,S2023-052,S2023-052,AVY,AVY,Avery Dennison,Avery Dennison,cik:0000008818,0000008818,Materials,Paper & Plastic Packaging Products & Materials,0000008818-24-000003,avy-20231230.htm,10-K,2024-02-21,2023-12-30,2023,https://www.sec.gov/Archives/edgar/data/8818/000000881824000003/avy-20231230.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000008818/0000008818-24-000003.html,53
53,S2023-053,S2023-053,AXON,AXON,Axon Enterprise,Axon Enterprise,cik:0001069183,0001069183,Industrials,Aerospace & Defense,0001069183-24-000006,axon-20231231x10k.htm,10-K,2024-02-27,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1069183/000106918324000006/axon-20231231x10k.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001069183/0001069183-24-000006.html,54
54,S2023-054,S2023-054,BXP,BXP,"BXP, Inc.","BXP, Inc.",cik:0001037540,0001037540,Real Estate,Office REITs,0001656423-24-000007,bxp-20231231.htm,10-K,2024-02-27,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1037540/000165642324000007/bxp-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001037540/0001656423-24-000007.html,55
55,S2023-055,S2023-055,BKR,BKR,Baker Hughes,Baker Hughes,cik:0001701605,0001701605,Energy,Oil & Gas Equipment & Services,0001701605-24-000033,bkr-20231231.htm,10-K,2024-02-05,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1701605/000170160524000033/bkr-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001701605/0001701605-24-000033.html,56
56,S2023-056,S2023-056,BALL,BALL,Ball Corporation,Ball Corporation,cik:0000009389,0000009389,Materials,"Metal, Glass & Plastic Containers",0001558370-24-001349,ball-20231231x10k.htm,10-K,2024-02-20,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/9389/000155837024001349/ball-20231231x10k.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000009389/0001558370-24-001349.html,57
57,S2023-057,S2023-057,BAC,BAC,Bank of America,Bank of America,cik:0000070858,0000070858,Financials,Diversified Banks,0000070858-24-000122,bac-20231231.htm,10-K,2024-02-20,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/bac-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000070858/0000070858-24-000122.html,58
58,S2023-058,S2023-058,BK,BK,Bank of New York Mellon,Bank of New York Mellon,cik:0001390777,0001390777,,,0001390777-24-000051,bk-20231231.htm,10-K,2024-02-28,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1390777/000139077724000051/bk-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001390777/0001390777-24-000051.html,59
59,S2023-059,S2023-059,BBWI,BBWI,"Bath & Body Works, Inc.","Bath & Body Works, Inc.",cik:0000701985,0000701985,,,0000701985-23-000008,bbwi-20230128.htm,10-K,2023-03-17,2023-01-28,2023,https://www.sec.gov/Archives/edgar/data/701985/000070198523000008/bbwi-20230128.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000701985/0000701985-23-000008.html,60
60,S2023-060,S2023-060,BAX,BAX,Baxter International,Baxter International,cik:0000010456,0000010456,Health Care,Health Care Equipment,0001628280-24-003932,bax-20231231.htm,10-K,2024-02-08,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/10456/000162828024003932/bax-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000010456/0001628280-24-003932.html,61
61,S2023-061,S2023-061,BDX,BDX,Becton Dickinson,Becton Dickinson,cik:0000010795,0000010795,Health Care,Health Care Equipment,0000010795-23-000098,bdx-20230930.htm,10-K,2023-11-21,2023-09-30,2023,https://www.sec.gov/Archives/edgar/data/10795/000001079523000098/bdx-20230930.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000010795/0000010795-23-000098.html,62
62,S2023-062,S2023-062,BRK-B,BRK-B,Berkshire Hathaway,Berkshire Hathaway,cik:0001067983,0001067983,Financials,Multi-Sector Holdings,0000950170-24-019719,brka-20231231.htm,10-K,2024-02-26,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1067983/000095017024019719/brka-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001067983/0000950170-24-019719.html,63
63,S2023-063,S2023-063,BBY,BBY,Best Buy,Best Buy,cik:0000764478,0000764478,Consumer Discretionary,Computer & Electronics Retail,0000764478-23-000006,bby-20230128x10k.htm,10-K,2023-03-17,2023-01-28,2023,https://www.sec.gov/Archives/edgar/data/764478/000076447823000006/bby-20230128x10k.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000764478/0000764478-23-000006.html,64
64,S2023-064,S2023-064,BIO,BIO,Bio-Rad Laboratories,Bio-Rad Laboratories,cik:0000012208,0000012208,,,0000012208-24-000013,bio-20231231.htm,10-K,2024-02-16,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/12208/000001220824000013/bio-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000012208/0000012208-24-000013.html,65
65,S2023-065,S2023-065,TECH,TECH,Bio-Techne,Bio-Techne,cik:0000842023,0000842023,Health Care,Life Sciences Tools & Services,0001558370-23-015226,tmb-20230630x10k.htm,10-K,2023-08-23,2023-06-30,2023,https://www.sec.gov/Archives/edgar/data/842023/000155837023015226/tmb-20230630x10k.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000842023/0001558370-23-015226.html,66
66,S2023-066,S2023-066,BIIB,BIIB,Biogen,Biogen,cik:0000875045,0000875045,Health Care,Biotechnology,0000875045-24-000009,biib-20231231.htm,10-K,2024-02-14,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/875045/000087504524000009/biib-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000875045/0000875045-24-000009.html,67
67,S2023-067,S2023-067,BX,BX,Blackstone Inc.,Blackstone Inc.,cik:0001393818,0001393818,Financials,Asset Management & Custody Banks,0001193125-24-044485,d734131d10k.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1393818/000119312524044485/d734131d10k.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0001393818/0001193125-24-044485.html,69
68,S2023-068,S2023-068,BA,BA,Boeing,Boeing,cik:0000012927,0000012927,Industrials,Aerospace & Defense,0000012927-24-000010,ba-20231231.htm,10-K,2024-01-31,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/12927/000001292724000010/ba-20231231.htm,2023/sp500_companies.csv,sample_2023,1,2023/sample_500/html/raw/0000012927/0000012927-24-000010.html,70
