company_id,source_company_id,sample_order,batch_id,report_date,form,r2_object_key,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,ai_disclosure_binary,ai_term_count,ai_terms_per_1000_words,total_analysis_word_count,total_analysis_sentence_count,ai_sentence_count,ai_sentence_ratio,ai_detection_status,ai_uncertainty_count,ai_uncertainty_ratio,ai_litigious_count,ai_litigious_ratio,ai_weak_modal_count,ai_weak_modal_ratio,ai_strong_modal_count,ai_strong_modal_ratio,ai_constraining_count,ai_constraining_ratio,ai_total_eligible_word_count,uncertainty_status,ai_positive_count,ai_negative_count,ai_positive_ratio,ai_negative_ratio,ai_net_tone,ai_sentiment_word_coverage,ai_net_tone_by_words,ai_total_lm_matched_word_count,sentiment_status,ai_concreteness_mean,ai_concreteness_median,ai_concreteness_standard_deviation,ai_concreteness_min,ai_concreteness_max,ai_concreteness_matched_token_count,ai_concreteness_eligible_token_count,ai_concreteness_unmatched_token_count,ai_concreteness_coverage,ai_concreteness_unique_dictionary_entries,ai_concreteness_stem_collision_count,ai_concreteness_status,report_concreteness_mean,report_concreteness_median,report_concreteness_standard_deviation,report_concreteness_min,report_concreteness_max,report_concreteness_matched_token_count,report_concreteness_eligible_token_count,report_concreteness_unmatched_token_count,report_concreteness_coverage,report_concreteness_unique_dictionary_entries,report_concreteness_stem_collision_count,report_concreteness_status,report_word_count,log_report_word_count,report_sentence_count,report_paragraph_count,report_mean_sentence_length,report_fog_index,report_numeric_token_ratio,report_ai_term_count,report_ai_terms_per_1000_words,report_table_text_word_count,report_table_text_ratio,source_html_bytes,analysis_text_bytes,analysis_text_to_html_ratio,report_control_status,report_positive_count,report_negative_count,report_net_tone,report_uncertainty_count,report_uncertainty_ratio,report_weak_modal_count,report_weak_modal_ratio,report_strong_modal_count,report_strong_modal_ratio,report_litigious_count,report_litigious_ratio,report_constraining_count,report_constraining_ratio,report_forward_looking_count,report_forward_looking_ratio,report_positive_ratio,report_negative_ratio,report_net_tone_by_words,report_sentiment_word_coverage,report_total_lm_matched_word_count,report_total_eligible_word_count,concreteness_status,lm_ai_status,lm_report_status,matching_strategy_version,concreteness_preprocessing_version,warning_count,has_single_ai_sentence_warning,has_stem_collision_warning,has_denominator_zero_warning,has_extraction_warning,has_any_warning,has_failed_status,ai_disclosure_flag,panel_start_year,panel_end_year,panel_year_count,is_balanced_2020_2025,has_gap_within_observed_period,ticker_changed_within_panel,company_name_changed_within_panel,cik_changed_within_panel,first_observed_year,last_observed_year,ai_disclosure_flag_lag1,ai_disclosure_flag_change,ai_sentence_count_lag1,ai_sentence_count_change,ai_concreteness_mean_lag1,ai_concreteness_mean_change,report_concreteness_mean_lag1,report_concreteness_mean_change,ai_positive_count_lag1,ai_positive_count_change,ai_negative_count_lag1,ai_negative_count_change,ai_uncertainty_count_lag1,ai_uncertainty_count_change,report_positive_count_lag1,report_positive_count_change,report_negative_count_lag1,report_negative_count_change,report_uncertainty_count_lag1,report_uncertainty_count_change
cik:0000352915,S2020-404,404,5,2020-12-31,10-K,2020/sample_500/html/raw/0000352915/0001564590-21-008851.html,0000352915,UHS,Universal Health Services,0001564590-21-008851,2020,2021-02-25,1.0.3,0.3.0,0,0,0.0,70018,3290,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.86096954,2.74,0.78129908,1.19,5.0,27250,36377,9127,0.74909971,2255,6620,warning_stem_collisions,69957,11.15563605,3290,1021,21.26352584,21.91608852,0.04532784,0,0.0,26266,0.27297008,9082122,462564,0.05093127,success,276,1317,-0.65348399,882,0.01335979,406,0.00614974,213,0.00322634,1179,0.0178585,607,0.00919432,,,0.00418061,0.0199488,-0.01576819,0.02412942,4158,66019,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2020,2025,6,1,0,0,0,0,2020,2025,,,,,,,,,,,,,,,,,,,,
cik:0000352915,S2021-424,424,5,2021-12-31,10-K,2021/sample_500/html/raw/0000352915/0001564590-22-006717.html,0000352915,UHS,Universal Health Services,0001564590-22-006717,2021,2022-02-24,1.0.3,0.3.0,0,0,0.0,67203,3141,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.85736044,2.74,0.78164317,1.19,5.0,26190,35015,8825,0.74796516,2284,6323,warning_stem_collisions,67161,11.114848,3141,954,21.38204394,22.09179055,0.04188443,0,0.0,25250,0.27323587,7844834,444809,0.05670088,success,278,1343,-0.65700185,907,0.01425832,410,0.00644532,225,0.00353707,1167,0.0183456,589,0.00925926,,,0.00437024,0.02111237,-0.01674212,0.02548261,4199,63612,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2020,2025,6,1,0,0,0,0,2020,2025,0,0,0,0,,,2.86096954,-0.0036091000000002538,,,,,,,276,2,1317,26,882,25
cik:0000352915,S2022-432,432,5,2022-12-31,10-K,2022/sample_500/html/raw/0000352915/0000950170-23-004656.html,0000352915,UHS,Universal Health Services,0000950170-23-004656,2022,2023-02-27,1.0.3,0.3.0,0,0,0.0,99948,3872,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.85763049,2.75,0.778952,1.19,5.0,38949,51821,12872,0.75160649,2335,9191,warning_stem_collisions,99525,11.50816415,3872,1225,25.70377066,22.25095675,0.04815875,0,0.0,14999,0.13096818,8991509,657833,0.07316158,success,389,1869,-0.6554473,1240,0.01324121,500,0.0053392,288,0.00307538,1508,0.01610303,875,0.0093436,,,0.0041539,0.01995793,-0.01580403,0.02411182,5722,93647,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2020,2025,6,1,0,0,0,0,2020,2025,0,0,0,0,,,2.85736044,0.0002700500000001327,,,,,,,278,111,1343,526,907,333
cik:0000352915,S2023-440,440,5,2023-12-31,10-K,2023/sample_500/html/raw/0000352915/0000950170-24-021175.html,0000352915,UHS,Universal Health Services,0000950170-24-021175,2023,2024-02-27,1.0.3,0.3.0,0,0,0.0,98837,3852,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.85345666,2.74,0.77734911,1.19,5.0,38650,51233,12583,0.75439658,2359,9092,warning_stem_collisions,98375,11.49654199,3852,1263,25.5386812,22.30752975,0.04672935,0,0.0,15009,0.13237317,6092110,651823,0.10699462,success,439,1851,-0.61659389,1269,0.0136905,506,0.00545894,297,0.00320416,1416,0.0152764,848,0.00914858,,,0.00473612,0.01996936,-0.01523325,0.02470548,5698,92692,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2020,2025,6,1,0,0,0,0,2020,2025,0,0,0,0,,,2.85763049,-0.004173830000000045,,,,,,,389,50,1869,-18,1240,29
cik:0000352915,S2024-450,450,5,2024-12-31,10-K,2024/sample_500/html/raw/0000352915/0000950170-25-027785.html,0000352915,UHS,Universal Health Services,0000950170-25-027785,2024,2025-02-26,1.0.3,0.3.0,0,0,0.0,100654,3907,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.85074374,2.75,0.77836093,1.19,5.0,39046,52126,13080,0.74906956,2366,9335,warning_stem_collisions,100253,11.51545227,3907,1308,25.65984131,22.38198791,0.04681157,0,0.0,14714,0.12798455,7603880,664261,0.08735816,success,393,2129,-0.68834259,1231,0.01303694,495,0.00524231,298,0.00315598,1620,0.01715666,827,0.00875837,,,0.00416208,0.02254723,-0.01838516,0.02670931,5943,94424,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2020,2025,6,1,0,0,0,0,2020,2025,0,0,0,0,,,2.85345666,-0.0027129200000000075,,,,,,,439,-46,1851,278,1269,-38
cik:0000352915,S2025-382,382,4,2025-12-31,10-K,2025/sample_500/html/raw/0000352915/0001193125-26-071676.html,0000352915,UHS,Universal Health Services,0001193125-26-071676,2025,2026-02-25,1.0.3,0.3.0,1,9,0.08883449,101312,4003,9,0.00224831,success,12,0.01823708,3,0.00455927,0,0.0,0,0.0,5,0.00759878,658,success,7,8,0.0106383,0.01215805,-0.06666667,0.02279635,-0.00151976,33,success,2.79732394,2.79,0.65471251,1.3,4.57,284,384,100,0.73958333,72,53,warning_stem_collisions,2.84347204,2.74,0.77625479,1.19,5.0,39507,52766,13259,0.74872077,2419,9403,warning_stem_collisions,100960,11.52247968,4003,1357,25.22108419,22.26564148,0.04597861,9,0.08914422,14932,0.1288441,8021095,670490,0.08359083,success,430,2103,-0.66048164,1279,0.01343629,506,0.00531568,321,0.0033722,1620,0.01701859,831,0.00872991,,,0.00451728,0.02209266,-0.01757538,0.02660994,6009,95190,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,1,0,1,0,0,1,0,1,2020,2025,6,1,0,0,0,0,2020,2025,0,1,0,9,,,2.85074374,-0.007271699999999992,,,,,,,393,37,2129,-26,1231,48
cik:0000354190,S2020-045,45,1,2020-12-31,10-K,2020/sample_500/html/raw/0000354190/0001564590-21-004555.html,0000354190,AJG,Arthur J. Gallagher & Co.,0001564590-21-004555,2020,2021-02-08,1.0.3,0.3.0,1,4,0.07068262,56591,2783,3,0.00107797,success,1,0.01282051,0,0.0,1,0.01282051,0,0.0,0,0.0,78,success,3,1,0.03846154,0.01282051,0.5,0.05128205,0.02564103,5,success,2.73470588,2.555,0.75921103,1.63,4.25,34,46,12,0.73913043,29,8,warning_stem_collisions,2.84794164,2.74,0.77553418,1.19,4.96,21794,28403,6609,0.76731331,2012,4903,warning_stem_collisions,56398,10.94018898,2783,842,20.26518146,21.24446637,0.04404412,4,0.0709245,19951,0.26131318,10518333,371021,0.03527375,success,187,964,-0.67506516,1122,0.02105619,415,0.00778816,129,0.0024209,648,0.01216079,475,0.00891416,,,0.00350936,0.01809106,-0.01458169,0.02160042,3318,53286,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,1,0,1,0,0,1,0,1,2020,2025,6,1,0,0,0,0,2020,2025,,,,,,,,,,,,,,,,,,,,
cik:0000354190,S2021-047,47,1,2021-12-31,10-K,2021/sample_500/html/raw/0000354190/0001564590-22-005714.html,0000354190,AJG,Arthur J. Gallagher & Co.,0001564590-22-005714,2021,2022-02-18,1.0.3,0.3.0,1,4,0.06586747,60728,2932,3,0.00102319,success,1,0.01190476,0,0.0,1,0.01190476,0,0.0,0,0.0,84,success,3,1,0.03571429,0.01190476,0.5,0.04761905,0.02380952,5,success,2.77722222,2.65,0.76013015,1.63,4.25,36,48,12,0.75,30,8,warning_stem_collisions,2.84181935,2.74,0.77395255,1.19,4.96,23404,30568,7164,0.76563727,2019,5394,warning_stem_collisions,60467,11.00985304,2932,896,20.62312415,21.30163379,0.04372633,4,0.06615179,20095,0.24943522,10197052,398294,0.03905972,success,195,997,-0.67281879,1332,0.0232859,500,0.00874095,144,0.00251739,660,0.01153806,501,0.00875844,,,0.00340897,0.01742946,-0.01402049,0.02083843,3608,57202,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,1,0,1,0,0,1,0,1,2020,2025,6,1,0,0,0,0,2020,2025,1,0,3,0,2.73470588,0.04251634000000015,2.84794164,-0.006122289999999975,3,0,1,0,1,0,187,8,964,33,1122,210
cik:0000354190,S2022-046,46,1,2022-12-31,10-K,2022/sample_500/html/raw/0000354190/0000950170-23-002456.html,0000354190,AJG,Arthur J. Gallagher & Co.,0000950170-23-002456,2022,2023-02-10,1.0.3,0.3.0,1,4,0.041272,96918,3942,3,0.00076104,success,1,0.00934579,1,0.00934579,1,0.00934579,0,0.0,0,0.0,107,success,3,2,0.02803738,0.01869159,0.2,0.04672897,0.00934579,6,success,2.778,2.72,0.6978685,1.63,4.25,45,58,13,0.77586207,38,8,warning_stem_collisions,2.84531507,2.74,0.77877042,1.19,5.0,37595,48877,11282,0.76917569,2154,8507,warning_stem_collisions,96497,11.4772672,3942,1126,24.47919838,21.32088804,0.04111009,4,0.04145207,11399,0.10564803,10928980,634337,0.05804174,success,278,1556,-0.69683751,1956,0.02137331,698,0.00762708,232,0.00253508,1102,0.01204161,778,0.00850125,,,0.00303772,0.01700249,-0.01396477,0.02004021,5564,91516,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,1,0,1,0,0,1,0,1,2020,2025,6,1,0,0,0,0,2020,2025,1,0,3,0,2.77722222,0.0007777799999999502,2.84181935,0.003495719999999647,3,0,1,1,1,0,195,83,997,559,1332,624
cik:0000354190,S2023-045,45,1,2023-12-31,10-K,2023/sample_500/html/raw/0000354190/0000950170-24-013370.html,0000354190,AJG,Arthur J. Gallagher & Co.,0000950170-24-013370,2023,2024-02-09,1.0.3,0.3.0,1,29,0.28599606,101400,4103,25,0.0060931,success,23,0.03417533,24,0.03566122,7,0.01040119,2,0.00297177,6,0.0089153,673,success,4,15,0.00594354,0.02228826,-0.57894737,0.0282318,-0.01634473,71,success,2.6999569,2.54,0.75876914,1.3,4.57,232,351,119,0.66096866,141,78,warning_stem_collisions,2.85127266,2.74,0.78205764,1.19,5.0,39657,51502,11845,0.77000893,2206,8892,warning_stem_collisions,100986,11.52273717,4103,1179,24.6127224,21.41654359,0.0394114,29,0.28716852,11635,0.10331111,7560187,665717,0.08805563,success,330,1644,-0.6656535,1969,0.02052089,684,0.00712864,233,0.00242832,1163,0.01212077,822,0.00856687,,,0.00343926,0.01713375,-0.01369449,0.020573,5798,95951,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,1,0,1,0,0,1,0,1,2020,2025,6,1,0,0,0,0,2020,2025,1,0,3,22,2.778,-0.07804309999999992,2.84531507,0.005957589999999957,3,1,2,13,1,22,278,52,1556,88,1956,13
cik:0000354190,S2024-045,45,1,2024-12-31,10-K,2024/sample_500/html/raw/0000354190/0000950170-25-021775.html,0000354190,AJG,Arthur J. Gallagher & Co.,0000950170-25-021775,2024,2025-02-18,1.0.3,0.3.0,1,38,0.39667627,95796,3838,33,0.00859823,success,33,0.02907489,37,0.03259912,14,0.0123348,3,0.00264317,11,0.00969163,1135,success,9,32,0.00792952,0.02819383,-0.56097561,0.03612335,-0.02026432,119,success,2.74502326,2.625,0.7432145,1.3,4.93,430,628,198,0.68471338,237,127,warning_stem_collisions,2.83652374,2.74,0.77805611,1.19,5.0,37431,48760,11329,0.76765792,2171,8501,warning_stem_collisions,95425,11.46609588,3838,1171,24.86321001,21.6841052,0.03783076,38,0.3982185,11166,0.10475556,8921351,632685,0.07091807,success,319,1624,-0.67164179,1934,0.02129182,698,0.00768443,252,0.00277432,1141,0.01256151,810,0.00891746,,,0.00351194,0.01787896,-0.01436703,0.0213909,5728,90833,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,1,0,1,0,0,1,0,1,2020,2025,6,1,0,0,0,0,2020,2025,1,0,25,8,2.6999569,0.04506635999999986,2.85127266,-0.014748919999999721,4,5,15,17,23,10,330,-11,1644,-20,1969,-35
cik:0000354190,S2025-367,367,4,2025-12-31,10-K,2025/sample_500/html/raw/0000354190/0001628280-26-008662.html,0000354190,AJG,Arthur J. Gallagher & Co.,0001628280-26-008662,2025,2026-02-17,1.0.3,0.3.0,1,47,0.70191159,66960,2799,38,0.01357628,success,42,0.03341289,37,0.02943516,18,0.01431981,3,0.00238663,12,0.00954654,1257,success,10,33,0.00795545,0.02625298,-0.53488372,0.03420843,-0.01829753,131,success,2.73247934,2.605,0.7663208,1.3,4.87,484,708,224,0.68361582,258,136,warning_stem_collisions,2.82670673,2.72,0.77651059,1.19,5.0,26211,34375,8164,0.76250182,2205,6051,warning_stem_collisions,66826,11.10984751,2799,1075,23.87495534,21.90406829,0.03503128,47,0.70331907,11134,0.14281683,3961921,446164,0.11261305,success,245,1367,-0.69602978,1479,0.02320146,557,0.0087378,145,0.00227465,857,0.01344398,567,0.00889468,,,0.00384338,0.02144448,-0.0176011,0.02528786,4386,63746,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,1,0,1,0,0,1,0,1,2020,2025,6,1,0,0,0,0,2020,2025,1,0,33,5,2.74502326,-0.012543920000000153,2.83652374,-0.009817009999999904,9,1,32,1,33,9,319,-74,1624,-257,1934,-455
cik:0000354950,S2020-199,199,2,2020-02-02,10-K,2020/sample_500/html/raw/0000354950/0000354950-20-000015.html,0000354950,HD,Home Depot (The),0000354950-20-000015,2020,2020-03-25,1.0.3,0.3.0,0,0,0.0,30809,1733,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.92592506,2.82,0.84005967,1.04,5.0,12410,16325,3915,0.76018377,1851,3083,warning_stem_collisions,30740,10.33332002,1733,604,17.73802654,19.24333735,0.03191282,0,0.0,9924,0.24404879,2622554,204402,0.07794005,success,235,489,-0.35082873,435,0.01479642,211,0.00717711,63,0.00214293,174,0.00591857,217,0.0073812,,,0.00799347,0.01663322,-0.00863975,0.02462669,1506,29399,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2020,2025,6,1,0,0,0,0,2020,2025,,,,,,,,,,,,,,,,,,,,
cik:0000354950,S2021-211,211,3,2021-01-31,10-K,2021/sample_500/html/raw/0000354950/0000354950-21-000089.html,0000354950,HD,Home Depot (The),0000354950-21-000089,2021,2021-03-24,1.0.3,0.3.0,0,0,0.0,37550,1892,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.89442641,2.79,0.81933517,1.04,5.0,15037,19821,4784,0.75863983,2005,3800,warning_stem_collisions,37495,10.53196287,1892,775,19.81765328,19.87069295,0.03429791,0,0.0,7876,0.17359106,2589706,250177,0.0966044,success,284,644,-0.38793103,569,0.01590141,235,0.00656736,60,0.00167677,237,0.00662326,232,0.00648353,,,0.00793673,0.01799737,-0.01006064,0.0259341,1907,35783,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2020,2025,6,1,0,0,0,0,2020,2025,0,0,0,0,,,2.92592506,-0.03149865000000007,,,,,,,235,49,489,155,435,134
cik:0000354950,S2022-214,214,3,2022-01-30,10-K,2022/sample_500/html/raw/0000354950/0000354950-22-000070.html,0000354950,HD,Home Depot (The),0000354950-22-000070,2022,2022-03-23,1.0.3,0.3.0,0,0,0.0,35660,1779,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.90223316,2.8,0.82917329,1.04,5.0,14419,18990,4571,0.75929437,1990,3687,warning_stem_collisions,35596,10.47998855,1779,730,20.00899382,20.06562261,0.02991909,0,0.0,7438,0.17284008,2441897,239289,0.09799308,success,276,647,-0.40195016,551,0.01613706,252,0.00738029,55,0.00161078,232,0.00679455,227,0.00664812,,,0.00808317,0.0189486,-0.01086543,0.02703178,1877,34145,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2020,2025,6,1,0,0,0,0,2020,2025,0,0,0,0,,,2.89442641,0.0078067500000003065,,,,,,,284,-8,644,3,569,-18
cik:0000354950,S2023-221,221,3,2023-01-29,10-K,2023/sample_500/html/raw/0000354950/0000354950-23-000059.html,0000354950,HD,Home Depot (The),0000354950-23-000059,2023,2023-03-15,1.0.3,0.3.0,0,0,0.0,35637,1819,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.9130193,2.82,0.8296717,1.04,5.0,14510,19064,4554,0.76112044,2028,3652,warning_stem_collisions,35570,10.47925786,1819,713,19.55470038,19.76023936,0.03036267,0,0.0,8171,0.18680414,2121105,238945,0.11265119,success,286,652,-0.3901919,520,0.01524882,247,0.00724319,52,0.00152488,236,0.00692062,208,0.00609953,,,0.00838685,0.01911967,-0.01073282,0.02750652,1848,34101,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2020,2025,6,1,0,0,0,0,2020,2025,0,0,0,0,,,2.90223316,0.01078614,,,,,,,276,10,647,5,551,-31
cik:0000354950,S2024-226,226,3,2024-01-28,10-K,2024/sample_500/html/raw/0000354950/0000354950-24-000062.html,0000354950,HD,Home Depot (The),0000354950-24-000062,2024,2024-03-13,1.0.3,0.3.0,1,5,0.1334294,37473,1881,4,0.00212653,success,1,0.00568182,2,0.01136364,1,0.00568182,0,0.0,0,0.0,176,success,4,5,0.02272727,0.02840909,-0.11111111,0.05113636,-0.00568182,12,success,2.90289855,2.82,0.77121042,1.5,4.93,69,100,31,0.69,52,27,warning_stem_collisions,2.8977804,2.8,0.83051441,1.04,5.0,15246,20079,4833,0.75930076,2106,3857,warning_stem_collisions,37458,10.53097558,1881,712,19.9138756,19.96381284,0.02867211,5,0.13348283,7936,0.17482487,2018747,252024,0.1248418,success,308,685,-0.3796576,567,0.015757,253,0.0070309,54,0.00150067,261,0.00725322,228,0.00633615,,,0.00855936,0.01903624,-0.01047688,0.0275956,2005,35984,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,1,0,1,0,0,1,0,1,2020,2025,6,1,0,0,0,0,2020,2025,0,1,0,4,,,2.9130193,-0.015238900000000388,,,,,,,286,22,652,33,520,47
cik:0000354950,S2025-317,317,4,2025-02-02,10-K,2025/sample_500/html/raw/0000354950/0000354950-25-000085.html,0000354950,HD,Home Depot (The),0000354950-25-000085,2025,2025-03-21,1.0.3,0.3.0,1,6,0.14477367,41444,2040,5,0.00245098,success,2,0.00657895,2,0.00657895,2,0.00657895,0,0.0,0,0.0,304,success,6,10,0.01973684,0.03289474,-0.25,0.05263158,-0.01315789,20,success,2.83564103,2.71,0.77161988,1.4,4.93,117,169,52,0.69230769,88,46,warning_stem_collisions,2.89653613,2.79,0.83331428,1.04,5.0,16802,22197,5395,0.75694914,2095,4269,warning_stem_collisions,41388,10.63074626,2040,782,20.28823529,20.07253942,0.0327148,6,0.14496956,7728,0.1573418,2199280,279032,0.12687425,success,315,741,-0.40340909,683,0.01725619,292,0.00737746,56,0.00141486,271,0.00684689,245,0.00618999,,,0.00795856,0.01872158,-0.01076301,0.02668014,2199,39580,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,1,0,1,0,0,1,0,1,2020,2025,6,1,0,0,0,0,2020,2025,1,0,4,1,2.90289855,-0.06725752000000007,2.8977804,-0.0012442699999999363,4,2,5,5,1,1,308,7,685,56,567,116
cik:0000701985,S2021-060,60,1,2021-01-30,10-K,2021/sample_500/html/raw/0000701985/0000701985-21-000011.html,0000701985,BBWI,"Bath & Body Works, Inc.",0000701985-21-000011,2021,2021-03-19,1.0.3,0.3.0,0,0,0.0,50666,2800,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.97491231,2.87,0.85987467,1.3,5.0,20585,26738,6153,0.76987808,1935,4437,warning_stem_collisions,50419,10.82812337,2800,1388,18.00678571,18.80621668,0.04381285,0,0.0,10605,0.17378408,3355138,332111,0.09898579,success,245,1142,-0.64671954,691,0.01458729,334,0.00705088,75,0.00158328,421,0.00888748,440,0.00928858,,,0.00517205,0.02410809,-0.01893604,0.02928014,2790,47370,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2021,2023,3,0,0,0,0,0,2021,2023,,,,,,,,,,,,,,,,,,,,
cik:0000701985,S2022-058,58,1,2022-01-29,10-K,2022/sample_500/html/raw/0000701985/0000701985-22-000009.html,0000701985,BBWI,"Bath & Body Works, Inc.",0000701985-22-000009,2022,2022-03-18,1.0.3,0.3.0,0,0,0.0,44466,2314,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.93679187,2.86,0.83837479,1.3,5.0,17864,23255,5391,0.76817889,1985,4091,warning_stem_collisions,44267,10.69799476,2314,1004,19.13007779,19.71674156,0.04032349,0,0.0,8774,0.1654192,2807688,293510,0.10453797,success,221,875,-0.59671533,692,0.01657088,367,0.00878831,88,0.00210728,420,0.01005747,316,0.00756705,,,0.00529215,0.02095307,-0.01566092,0.02624521,2491,41760,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2021,2023,3,0,0,0,0,0,2021,2023,0,0,0,0,,,2.97491231,-0.038120440000000144,,,,,,,245,-24,1142,-267,691,1
cik:0000701985,S2023-059,59,1,2023-01-28,10-K,2023/sample_500/html/raw/0000701985/0000701985-23-000008.html,0000701985,BBWI,"Bath & Body Works, Inc.",0000701985-23-000008,2023,2023-03-17,1.0.3,0.3.0,0,0,0.0,40138,2046,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.93016416,2.86,0.84032382,1.3,5.0,16143,21153,5010,0.76315416,2001,3869,warning_stem_collisions,39956,10.59553413,2046,913,19.52883675,20.24449128,0.03303634,0,0.0,8617,0.17740308,2136615,266425,0.1246949,success,256,803,-0.51652502,685,0.01802063,353,0.00928654,66,0.00173629,398,0.01047038,284,0.00747132,,,0.00673472,0.02112491,-0.01439019,0.02785962,2374,38012,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2021,2023,3,0,0,0,0,0,2021,2023,0,0,0,0,,,2.93679187,-0.006627710000000064,,,,,,,221,35,875,-72,692,-7
cik:0000702165,S2020-294,294,3,2020-12-31,10-K,2020/sample_500/html/raw/0000702165/0000702165-21-000006.html,0000702165,NSC,Norfolk Southern,0000702165-21-000006,2020,2021-02-04,1.0.3,0.3.0,0,0,0.0,25655,1688,0,0.0,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.94394233,2.85,0.83136065,1.19,5.0,10230,13421,3191,0.76223828,1663,2367,warning_stem_collisions,25596,10.15019137,1688,725,15.16350711,19.12563238,0.04774183,0,0.0,12445,0.32714703,2924346,170248,0.05821746,success,114,474,-0.6122449,352,0.0146143,154,0.00639376,62,0.00257411,295,0.01224778,150,0.00622768,,,0.00473304,0.01967948,-0.01494644,0.02441252,1341,24086,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0,2,0,1,1,0,1,0,0,2020,2025,6,1,0,0,0,0,2020,2025,,,,,,,,,,,,,,,,,,,,
