company_id,cik_first,ticker_first,ticker_last,company_name_first,company_name_last,first_observed_year,last_observed_year,panel_year_count,is_balanced_2020_2025,has_gap_within_observed_period,ticker_changed_within_panel,company_name_changed_within_panel,cik_changed_within_panel,observed_years
cik:0000009389,0000009389,BLL,BALL,Ball Corporation,Ball Corporation,2020,2025,6,1,0,1,0,0,2020|2021|2022|2023|2024|2025
cik:0000010456,0000010456,BAX,BAX,Baxter International,Baxter International,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000010795,0000010795,BDX,BDX,Becton Dickinson,Becton Dickinson,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000011544,0000011544,WRB,WRB,W. R. Berkley Corporation,W. R. Berkley Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000012208,0000012208,BIO,BIO,Bio-Rad Laboratories,Bio-Rad Laboratories,2020,2023,4,0,0,0,0,0,2020|2021|2022|2023
cik:0000012927,0000012927,BA,BA,Boeing,Boeing,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000014272,0000014272,BMY,BMY,Bristol Myers Squibb,Bristol Myers Squibb,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000014693,0000014693,BF-B,BF-B,Brown–Forman,Brown–Forman,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000016732,0000016732,CPB,CPB,Campbell's,Campbell's,2020,2024,5,0,0,0,0,0,2020|2021|2022|2023|2024
cik:0000016918,0000016918,STZ,STZ,Constellation Brands,Constellation Brands,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000018230,0000018230,CAT,CAT,Caterpillar Inc.,Caterpillar Inc.,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000018926,0000018926,LUMN,LUMN,Lumen Technologies,Lumen Technologies,2020,2022,3,0,0,0,0,0,2020|2021|2022
cik:0000019617,0000019617,JPM,JPM,JPMorgan Chase,JPMorgan Chase,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000020286,0000020286,CINF,CINF,Cincinnati Financial,Cincinnati Financial,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000021076,0000021076,CLX,CLX,Clorox,Clorox,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000021344,0000021344,KO,KO,Coca-Cola Company (The),Coca-Cola Company (The),2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000021665,0000021665,CL,CL,Colgate-Palmolive,Colgate-Palmolive,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000023217,0000023217,CAG,CAG,Conagra Brands,Conagra Brands,2020,2024,5,0,0,0,0,0,2020|2021|2022|2023|2024
cik:0000024545,0000024545,TAP,TAP,Molson Coors Beverage Company,Molson Coors Beverage Company,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000024741,0000024741,GLW,GLW,Corning Inc.,Corning Inc.,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000026172,0000026172,CMI,CMI,Cummins,Cummins,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000027419,0000027419,TGT,TGT,Target Corporation,Target Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000027904,0000027904,DAL,DAL,Delta Air Lines,Delta Air Lines,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000029534,0000029534,DG,DG,Dollar General,Dollar General,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000029905,0000029905,DOV,DOV,Dover Corporation,Dover Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000029989,0000029989,OMC,OMC,Omnicom Group,Omnicom Group,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000030625,0000030625,FLS,FLS,Flowserve,Flowserve,2020,2020,1,0,0,0,0,0,2020
cik:0000031462,0000031462,ECL,ECL,Ecolab,Ecolab,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000031791,0000031791,PKI,RVTY,PerkinElmer,Revvity,2021,2025,4,0,1,1,1,0,2021|2022|2024|2025
cik:0000032604,0000032604,EMR,EMR,Emerson Electric,Emerson Electric,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000033185,0000033185,EFX,EFX,Equifax,Equifax,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000033213,0000033213,EQT,EQT,EQT Corporation,EQT Corporation,2022,2025,4,0,0,0,0,0,2022|2023|2024|2025
cik:0000034088,0000034088,XOM,XOM,ExxonMobil,ExxonMobil,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000034903,0000034903,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000035527,0000035527,FITB,FITB,Fifth Third Bancorp,Fifth Third Bancorp,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000036104,0000036104,USB,USB,U.S. Bancorp,U.S. Bancorp,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000036270,0000036270,MTB,MTB,M&T Bank,M&T Bank,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000037785,0000037785,FMC,FMC,FMC Corporation,FMC Corporation,2020,2024,5,0,0,0,0,0,2020|2021|2022|2023|2024
cik:0000037996,0000037996,F,F,Ford Motor Company,Ford Motor Company,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000038777,0000038777,BEN,BEN,Franklin Resources,Franklin Resources,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000040533,0000040533,GD,GD,General Dynamics,General Dynamics,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000040545,0000040545,GE,GE,GE Aerospace,GE Aerospace,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000040704,0000040704,GIS,GIS,General Mills,General Mills,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000040987,0000040987,GPC,GPC,Genuine Parts Company,Genuine Parts Company,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000045012,0000045012,HAL,HAL,Halliburton,Halliburton,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000046080,0000046080,HAS,HAS,Hasbro,Hasbro,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000047111,0000047111,HSY,HSY,Hershey Company (The),Hershey Company (The),2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000047217,0000047217,HPQ,HPQ,HP Inc.,HP Inc.,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000048465,0000048465,HRL,HRL,Hormel Foods,Hormel Foods,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000048898,0000048898,HUBB,HUBB,Hubbell Incorporated,Hubbell Incorporated,2023,2025,3,0,0,0,0,0,2023|2024|2025
cik:0000049071,0000049071,HUM,HUM,Humana,Humana,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000049196,0000049196,HBAN,HBAN,Huntington Bancshares,Huntington Bancshares,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000049826,0000049826,ITW,ITW,Illinois Tool Works,Illinois Tool Works,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000050863,0000050863,INTC,INTC,Intel,Intel,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000051143,0000051143,IBM,IBM,IBM,IBM,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000051253,0000051253,IFF,IFF,International Flavors & Fragrances,International Flavors & Fragrances,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000051434,0000051434,IP,IP,International Paper,International Paper,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000052988,0000052988,J,J,Jacobs Solutions,Jacobs Solutions,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000055785,0000055785,KMB,KMB,Kimberly-Clark,Kimberly-Clark,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000056873,0000056873,KR,KR,Kroger,Kroger,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000058492,0000058492,LEG,LEG,Leggett & Platt,Leggett & Platt,2020,2020,1,0,0,0,0,0,2020
cik:0000059478,0000059478,LLY,LLY,Lilly (Eli),Lilly (Eli),2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000059558,0000059558,LNC,LNC,Lincoln National Corporation,Lincoln National Corporation,2020,2022,3,0,0,0,0,0,2020|2021|2022
cik:0000060086,0000060086,L,L,Loews Corporation,Loews Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000060667,0000060667,LOW,LOW,Lowe's,Lowe's,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000062709,0000062709,MMC,MMC,Marsh & McLennan,Marsh & McLennan,2020,2024,5,0,0,0,0,0,2020|2021|2022|2023|2024
cik:0000062996,0000062996,MAS,MAS,Masco,Masco,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000063754,0000063754,MKC,MKC,McCormick & Company,McCormick & Company,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000063908,0000063908,MCD,MCD,McDonald's,McDonald's,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000064040,0000064040,SPGI,SPGI,S&P Global,S&P Global,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000064803,0000064803,CVS,CVS,CVS Health,CVS Health,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000065984,0000065984,ETR,ETR,Entergy,Entergy,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000066740,0000066740,MMM,MMM,3M,3M,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000068505,0000068505,MSI,MSI,Motorola Solutions,Motorola Solutions,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000070858,0000070858,BAC,BAC,Bank of America,Bank of America,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000072331,0000072331,NDSN,NDSN,Nordson Corporation,Nordson Corporation,2022,2025,4,0,0,0,0,0,2022|2023|2024|2025
cik:0000072741,0000072741,ES,ES,Eversource Energy,Eversource Energy,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000072903,0000072903,XEL,XEL,Xcel Energy,Xcel Energy,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000072971,0000072971,WFC,WFC,Wells Fargo,Wells Fargo,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000073124,0000073124,NTRS,NTRS,Northern Trust,Northern Trust,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000073309,0000073309,NUE,NUE,Nucor,Nucor,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000074208,0000074208,UDR,UDR,"UDR, Inc.","UDR, Inc.",2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000075362,0000075362,PCAR,PCAR,Paccar,Paccar,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000075677,0000075677,PKG,PKG,Packaging Corporation of America,Packaging Corporation of America,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000076334,0000076334,PH,PH,Parker Hannifin,Parker Hannifin,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000077360,0000077360,PNR,PNR,Pentair,Pentair,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000077476,0000077476,PEP,PEP,PepsiCo,PepsiCo,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000078003,0000078003,PFE,PFE,Pfizer,Pfizer,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000078239,0000078239,PVH,PVH,PVH,PVH,2020,2021,2,0,0,0,0,0,2020|2021
cik:0000079282,0000079282,BRO,BRO,Brown & Brown,Brown & Brown,2021,2025,5,0,0,0,0,0,2021|2022|2023|2024|2025
cik:0000079879,0000079879,PPG,PPG,PPG Industries,PPG Industries,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000080424,0000080424,PG,PG,Procter & Gamble,Procter & Gamble,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000080661,0000080661,PGR,PGR,Progressive Corporation,Progressive Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000084839,0000084839,ROL,ROL,"Rollins, Inc.","Rollins, Inc.",2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000086312,0000086312,TRV,TRV,Travelers Companies (The),Travelers Companies (The),2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000087347,0000087347,SLB,SLB,Schlumberger,Schlumberger,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000089800,0000089800,SHW,SHW,Sherwin-Williams,Sherwin-Williams,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000091142,0000091142,AOS,AOS,A. O. Smith,A. O. Smith,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000091419,0000091419,SJM,SJM,J.M. Smucker Company (The),J.M. Smucker Company (The),2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000091440,0000091440,SNA,SNA,Snap-on,Snap-on,2021,2024,3,0,1,0,0,0,2021|2023|2024
cik:0000091576,0000091576,KEY,KEY,KeyCorp,KeyCorp,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000092122,0000092122,SO,SO,Southern Company,Southern Company,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000092230,0000092230,TFC,TFC,Truist Financial,Truist Financial,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000092380,0000092380,LUV,LUV,Southwest Airlines,Southwest Airlines,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000093410,0000093410,CVX,CVX,Chevron Corporation,Chevron Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000093556,0000093556,SWK,SWK,Stanley Black & Decker,Stanley Black & Decker,2021,2024,3,0,1,0,0,0,2021|2023|2024
cik:0000093751,0000093751,STT,STT,State Street Corporation,State Street Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000096021,0000096021,SYY,SYY,Sysco,Sysco,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000096943,0000096943,TFX,TFX,Teleflex,Teleflex,2020,2024,5,0,0,0,0,0,2020|2021|2022|2023|2024
cik:0000097210,0000097210,TER,TER,Teradyne,Teradyne,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000097476,0000097476,TXN,TXN,Texas Instruments,Texas Instruments,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000097745,0000097745,TMO,TMO,Thermo Fisher Scientific,Thermo Fisher Scientific,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000100493,0000100493,TSN,TSN,Tyson Foods,Tyson Foods,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000100517,0000100517,UAL,UAL,United Airlines Holdings,United Airlines Holdings,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000100885,0000100885,UNP,UNP,Union Pacific Corporation,Union Pacific Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000101829,0000101829,RTX,RTX,RTX Corporation,RTX Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000103379,0000103379,VFC,VFC,VF Corporation,VF Corporation,2020,2023,4,0,0,0,0,0,2020|2021|2022|2023
cik:0000104169,0000104169,WMT,WMT,Walmart,Walmart,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000105634,0000105634,EME,EME,Emcor,Emcor,2025,2025,1,0,0,0,0,0,2025
cik:0000105770,0000105770,WST,WST,West Pharmaceutical Services,West Pharmaceutical Services,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000106040,0000106040,WDC,WDC,Western Digital,Western Digital,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000106535,0000106535,WY,WY,Weyerhaeuser,Weyerhaeuser,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000106640,0000106640,WHR,WHR,Whirlpool Corporation,Whirlpool Corporation,2020,2023,4,0,0,0,0,0,2020|2021|2022|2023
cik:0000107263,0000107263,WMB,WMB,Williams Companies,Williams Companies,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000109198,0000109198,TJX,TJX,TJX Companies,TJX Companies,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000109380,0000109380,ZION,ZION,Zions Bancorporation,Zions Bancorporation,2020,2023,4,0,0,0,0,0,2020|2021|2022|2023
cik:0000200406,0000200406,JNJ,JNJ,Johnson & Johnson,Johnson & Johnson,2021,2025,4,0,1,0,0,0,2021|2022|2024|2025
cik:0000202058,0000202058,LHX,LHX,L3Harris,L3Harris,2022,2025,3,0,1,0,0,0,2022|2023|2025
cik:0000217346,0000217346,TXT,TXT,Textron,Textron,2020,2024,4,0,1,0,0,0,2020|2021|2023|2024
cik:0000277135,0000277135,GWW,GWW,W. W. Grainger,W. W. Grainger,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000277948,0000277948,CSX,CSX,CSX Corporation,CSX Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000310158,0000310158,MRK,MRK,Merck & Co.,Merck & Co.,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000310764,0000310764,SYK,SYK,Stryker Corporation,Stryker Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000313616,0000313616,DHR,DHR,Danaher Corporation,Danaher Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000313927,0000313927,CHD,CHD,Church & Dwight,Church & Dwight,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000315189,0000315189,DE,DE,Deere & Company,Deere & Company,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000315213,0000315213,RHI,RHI,Robert Half,Robert Half,2020,2023,4,0,0,0,0,0,2020|2021|2022|2023
cik:0000315293,0000315293,AON,AON,Aon plc,Aon plc,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000316709,0000316709,SCHW,SCHW,Charles Schwab Corporation,Charles Schwab Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000318154,0000318154,AMGN,AMGN,Amgen,Amgen,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000319201,0000319201,KLAC,KLAC,KLA Corporation,KLA Corporation,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000320187,0000320187,NKE,NKE,"Nike, Inc.","Nike, Inc.",2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000320193,0000320193,AAPL,AAPL,Apple Inc.,Apple Inc.,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000320335,0000320335,GL,GL,Globe Life,Globe Life,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000352541,0000352541,LNT,LNT,Alliant Energy,Alliant Energy,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000352915,0000352915,UHS,UHS,Universal Health Services,Universal Health Services,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000354190,0000354190,AJG,AJG,Arthur J. Gallagher & Co.,Arthur J. Gallagher & Co.,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000354950,0000354950,HD,HD,Home Depot (The),Home Depot (The),2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000701985,0000701985,BBWI,BBWI,"Bath & Body Works, Inc.","Bath & Body Works, Inc.",2021,2023,3,0,0,0,0,0,2021|2022|2023
cik:0000702165,0000702165,NSC,NSC,Norfolk Southern,Norfolk Southern,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000707549,0000707549,LRCX,LRCX,Lam Research,Lam Research,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000711404,0000711404,COO,COO,Cooper Companies (The),Cooper Companies (The),2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000712515,0000712515,EA,EA,Electronic Arts,Electronic Arts,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000713676,0000713676,PNC,PNC,PNC Financial Services,PNC Financial Services,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000715957,0000715957,D,D,Dominion Energy,Dominion Energy,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000719955,0000719955,WSM,WSM,"Williams-Sonoma, Inc.","Williams-Sonoma, Inc.",2025,2025,1,0,0,0,0,0,2025
cik:0000720005,0000720005,RJF,RJF,Raymond James Financial,Raymond James Financial,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000721371,0000721371,CAH,CAH,Cardinal Health,Cardinal Health,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000723125,0000723125,MU,MU,Micron Technology,Micron Technology,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000723254,0000723254,CTAS,CTAS,Cintas,Cintas,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000723531,0000723531,PAYX,PAYX,Paychex,Paychex,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000726728,0000726728,O,O,Realty Income,Realty Income,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000728535,0000728535,JBHT,JBHT,J.B. Hunt,J.B. Hunt,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000731766,0000731766,UNH,UNH,UnitedHealth Group,UnitedHealth Group,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000731802,0000731802,ATO,ATO,Atmos Energy,Atmos Energy,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000732712,0000732712,VZ,VZ,Verizon,Verizon,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000732717,0000732717,T,T,AT&T,AT&T,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000740260,0000740260,VTR,VTR,Ventas,Ventas,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000745732,0000745732,ROST,ROST,Ross Stores,Ross Stores,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000746515,0000746515,EXPD,EXPD,Expeditors International,Expeditors International,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000749251,0000749251,IT,IT,Gartner,Gartner,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000753308,0000753308,NEE,NEE,NextEra Energy,NextEra Energy,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000759944,0000759944,CFG,CFG,Citizens Financial Group,Citizens Financial Group,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000764180,0000764180,MO,MO,Altria,Altria,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000764478,0000764478,BBY,BBY,Best Buy,Best Buy,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
cik:0000764622,0000764622,PNW,PNW,Pinnacle West Capital,Pinnacle West Capital,2020,2025,6,1,0,0,0,0,2020|2021|2022|2023|2024|2025
