report_year,company_id,source_company_id,ticker,company_name,cik,accession_number,r2_object_key,r2_html_bytes,r2_sha256,drive_year_folder_id,drive_sample_folder_id,drive_html_folder_id,drive_raw_folder_id,drive_cik_folder_id,drive_file_id,drive_file_name,drive_mime_type,drive_size,drive_sha256_app_property,migration_status,verification_status,migrated_at_utc,error_type,error_message,drive_layout
2006,,,,,0001045810,0001045810-06-000014,2006/sample_503/html/raw/0001045810/0001045810-06-000014.html,2859416,2a2f3a922dc35cd1777bfd5d235b3fd243b14e368ee77c32c7a5baca8cfb653b,1G1UGq1G4TaJbo1l_RhUqgVCr8Z_kGODE,1jZmPUQfFYOBMHyL4fvMSXkO1AsxIxTzh,1S_ikAv9mvFEh9bZ0pUCHimamZ9rHXevh,1KdVxlLMZ_Flh2kCDxHqls4henm78qECN,1cQ4MrnYJIXRzo-t4geEFAinx8RMf9fOV,1bSmNk8ZQ7yuATvT5j4-BHsptbRyAJmQY,0001045810-06-000014.html,text/html,2859416,2a2f3a922dc35cd1777bfd5d235b3fd243b14e368ee77c32c7a5baca8cfb653b,uploaded,verified_size_and_sha,2026-08-06T11:51:40.535430+00:00,,,legacy_nested
2006,,,,,0001065088,0000950134-07-004291,2006/sample_503/html/raw/0001065088/0000950134-07-004291.html,1567401,610563bcc7e2cf1ab450d81bf1f189059155c90cfc08f2320df73f47eb571fc7,1G1UGq1G4TaJbo1l_RhUqgVCr8Z_kGODE,1jZmPUQfFYOBMHyL4fvMSXkO1AsxIxTzh,1S_ikAv9mvFEh9bZ0pUCHimamZ9rHXevh,1KdVxlLMZ_Flh2kCDxHqls4henm78qECN,1D3L4TJpo-rF8GwlM5zGBuhe4pr73sUzA,1lC6c78eDT-pUKUOCF_vrNn3h3wPC9dWv,0000950134-07-004291.html,text/html,1567401,610563bcc7e2cf1ab450d81bf1f189059155c90cfc08f2320df73f47eb571fc7,uploaded,verified_size_and_sha,2026-08-06T11:51:41.653555+00:00,,,legacy_nested
2007,,,,,0000031462,0001104659-08-012647,2007/sample_503/html/raw/0000031462/0001104659-08-012647.html,968841,864bc76b8653639dc853c2f2eeccee3c26aaa10d06797b7ea4f57c15899334c7,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1XkJ0qyV45BYAUQQUlNZl3yFNB1nBwDgK,1x-FxGKzf5TlMj_uJaCJpUJoLQoCslnX9,0001104659-08-012647.html,text/html,968841,864bc76b8653639dc853c2f2eeccee3c26aaa10d06797b7ea4f57c15899334c7,uploaded,verified_size_and_sha,2026-08-06T11:51:46.343612+00:00,,,legacy_nested
2007,,,,,0000047111,0001193125-08-033182,2007/sample_503/html/raw/0000047111/0001193125-08-033182.html,1660861,63b9a47dba68c483353d910ce6b50a374a1924f166975ed234406460766aa544,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1k-GUhz2xxVum0wVmt4CITd5SbiIt-EAX,1JBO4gO9pqa7wefuRngfkGki2vFmwi02H,0001193125-08-033182.html,text/html,1660861,63b9a47dba68c483353d910ce6b50a374a1924f166975ed234406460766aa544,uploaded,verified_size_and_sha,2026-08-06T11:51:47.936300+00:00,,,legacy_nested
2007,,,,,0000059478,0000950137-08-003028,2007/sample_503/html/raw/0000059478/0000950137-08-003028.html,1106123,5013c90b525ccd7df8606cd48f6eeb2ea9e9c02bba7663ee2da202ab9624b853,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1tGAVdALXdKMa1ZWz9tfX4N4ujS1sOIrX,1iVdPZCyRDZVi2N5xnAs6Ft2wUb6YQZE8,0000950137-08-003028.html,text/html,1106123,5013c90b525ccd7df8606cd48f6eeb2ea9e9c02bba7663ee2da202ab9624b853,uploaded,verified_size_and_sha,2026-08-06T11:51:47.280939+00:00,,,legacy_nested
2007,,,,,0000063754,0001104659-08-005145,2007/sample_503/html/raw/0000063754/0001104659-08-005145.html,381026,48d8daad486023b397496bd7ad91ef1db6bf6c2ab0dc8ab00c52f51493879572,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,11MNB8jpkzx4i9qRL3VGHp_LkHB-huh2K,1pqqlzFSR6yLR_vzSRMr_epNq295PaOvM,0001104659-08-005145.html,text/html,381026,48d8daad486023b397496bd7ad91ef1db6bf6c2ab0dc8ab00c52f51493879572,uploaded,verified_size_and_sha,2026-08-06T11:51:51.409213+00:00,,,legacy_nested
2007,,,,,0000065984,0000065984-08-000052,2007/sample_503/html/raw/0000065984/0000065984-08-000052.html,6789306,b4426a9a1274a6cfea5915ed1339c950e69a876091a8cf05eee7080f67957bc9,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1dOJnAHdTn8uQnpFD7LLe4Uzw19M9lTV7,1-ko0rPMubPWMf1lpC0r-HVfeICXqRA25,0000065984-08-000052.html,text/html,6789306,b4426a9a1274a6cfea5915ed1339c950e69a876091a8cf05eee7080f67957bc9,uploaded,verified_size_and_sha,2026-08-06T11:51:48.983041+00:00,,,legacy_nested
2007,,,,,0000073124,0001193125-08-041690,2007/sample_503/html/raw/0000073124/0001193125-08-041690.html,804951,77c49bf766603b57ef095dd41f56c0e9abbc731631dfedfaac0245bdca53a27e,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1MhTZr_g_DGMJhgcmcirS-6Vtf5UhV7W1,1tosnZcm80Njnk0CZC15hlEiB5snOfskB,0001193125-08-041690.html,text/html,804951,77c49bf766603b57ef095dd41f56c0e9abbc731631dfedfaac0245bdca53a27e,uploaded,verified_size_and_sha,2026-08-06T11:51:50.858339+00:00,,,legacy_nested
2007,,,,,0000100885,0001193125-08-041700,2007/sample_503/html/raw/0000100885/0001193125-08-041700.html,1238150,a2ded9ecc3524d5aea84cae6aae5cf9e406b59ca60cbbf7bddbb00fcb528a280,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1u2LTrvYn1YAmBZX2Q5zkk0w-d9I2MCnO,1EQQUmwqYKlcAAzZiXl99IPoOZbU9oYbP,0001193125-08-041700.html,text/html,1238150,a2ded9ecc3524d5aea84cae6aae5cf9e406b59ca60cbbf7bddbb00fcb528a280,uploaded,verified_size_and_sha,2026-08-06T11:51:51.482730+00:00,,,legacy_nested
2007,,,,,0000104889,0000950133-08-000866,2007/sample_503/html/raw/0000104889/0000950133-08-000866.html,1748876,85be6f4ad6362b3c478c5bca16497271c474da7ae46676b4486900c7683810ed,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1RU5HAQed0_6zjaHso8KfCDKoMmTYgbah,1Ir50oE9QC5xBAGEtNUZuF-i5rVnIP7Bf,0000950133-08-000866.html,text/html,1748876,85be6f4ad6362b3c478c5bca16497271c474da7ae46676b4486900c7683810ed,uploaded,verified_size_and_sha,2026-08-06T11:51:52.033754+00:00,,,legacy_nested
2007,,,,,0000313616,0001193125-08-034637,2007/sample_503/html/raw/0000313616/0001193125-08-034637.html,1447217,7b920d128eb8459cfe378eb74014807aa9efce58294a2b98228018c81b5ff61d,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1-rd-MMLPWbVp1ctE2xCr8S2N7hQssQv6,1zF2VAwmGT7VCMwzQLhSEznMdvhMJsEHD,0001193125-08-034637.html,text/html,1447217,7b920d128eb8459cfe378eb74014807aa9efce58294a2b98228018c81b5ff61d,uploaded,verified_size_and_sha,2026-08-06T11:51:52.996619+00:00,,,legacy_nested
2007,,,,,0000315213,0001193125-08-034558,2007/sample_503/html/raw/0000315213/0001193125-08-034558.html,679596,a7e05958d96b5fb142be79861f675463d3b7bafc1cf0382afd557644576a365d,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1Sz1u7s4TThpAGZBYhAZaHnE8BLH21Ope,1Pd-szjY5yMrpSi_K0xw9Qs4eAHk8rxHN,0001193125-08-034558.html,text/html,679596,a7e05958d96b5fb142be79861f675463d3b7bafc1cf0382afd557644576a365d,uploaded,verified_size_and_sha,2026-08-06T11:51:54.243072+00:00,,,legacy_nested
2007,,,,,0000316709,0001193125-08-039024,2007/sample_503/html/raw/0000316709/0001193125-08-039024.html,1986714,5c6e6be87eee62b777f301b192a21ca7b352eeb9e2ca0583f5fa63e29a465700,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,11aW-EXDTfMNqReWvQNApFEyhVebenr4o,1Ar7uWJReRXb70Opy1adCRlCO_4B9kOne,0001193125-08-039024.html,text/html,1986714,5c6e6be87eee62b777f301b192a21ca7b352eeb9e2ca0583f5fa63e29a465700,uploaded,verified_size_and_sha,2026-08-06T11:51:55.267415+00:00,,,legacy_nested
2007,,,,,0000712515,0000950134-07-012528,2007/sample_503/html/raw/0000712515/0000950134-07-012528.html,1862445,a4afdfad401f254160dcec357b5bc921ef9e47a5cdcae12184b039406f79b5c7,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1ybLDdk7Ghb3tgxCPmgHS9e7f1jK4FOlZ,1mPINtckQzu5Q25cGcXtbs7lKkEb4DyRJ,0000950134-07-012528.html,text/html,1862445,a4afdfad401f254160dcec357b5bc921ef9e47a5cdcae12184b039406f79b5c7,uploaded,verified_size_and_sha,2026-08-06T11:51:55.946024+00:00,,,legacy_nested
2007,,,,,0000821189,0000821189-08-000042,2007/sample_503/html/raw/0000821189/0000821189-08-000042.html,1231229,887b83f4a16a531f8f756653c437ec15ea014e71d323f7cf7c1fa1e203517a1e,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1RcHku_uaNooOTKbHhiSKOKIgiNA6t6tF,1n-jWuqxtbB-gveN46nKC8SWZ9w56Ysn7,0000821189-08-000042.html,text/html,1231229,887b83f4a16a531f8f756653c437ec15ea014e71d323f7cf7c1fa1e203517a1e,uploaded,verified_size_and_sha,2026-08-06T11:51:56.790389+00:00,,,legacy_nested
2007,,,,,0000858877,0001193125-07-202552,2007/sample_503/html/raw/0000858877/0001193125-07-202552.html,319548,01e26b87756fb7a4a80f38ab6a71245aaf6bea14dc6910e48c4dbf8799c48c44,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1vb1uva1xsncwfpIka4Dzugok4L_jysvb,1Zi0O6IzcXIE6ejeCZWNr70B2rbbpfn_C,0001193125-07-202552.html,text/html,319548,01e26b87756fb7a4a80f38ab6a71245aaf6bea14dc6910e48c4dbf8799c48c44,uploaded,verified_size_and_sha,2026-08-06T11:51:57.488004+00:00,,,legacy_nested
2007,,,,,0000885639,0001193125-07-062937,2007/sample_503/html/raw/0000885639/0001193125-07-062937.html,719038,f8b8e94476857aeba79108f6d815860f3d33631393729e13ff3781fe4b389577,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,16KcMF7xC7b-NmZMmC1S-nPbw0_e7Djt5,1CR0T_LveLCfIDj4BtlulZiuwPPVbl9wT,0001193125-07-062937.html,text/html,719038,f8b8e94476857aeba79108f6d815860f3d33631393729e13ff3781fe4b389577,uploaded,verified_size_and_sha,2026-08-06T11:51:58.544393+00:00,,,legacy_nested
2007,,,,,0000896878,0000950134-07-020001,2007/sample_503/html/raw/0000896878/0000950134-07-020001.html,1256011,c0aa96f76980dec6920bd1fb2449615418e5f3c9e41008a734d02695d8c6ba14,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1YtPzVohWKa6LWw96Lfr2EVn21XqSiUJc,1nwu7Y8_mMIt1RJHGOnkfUWf92urcmGa_,0000950134-07-020001.html,text/html,1256011,c0aa96f76980dec6920bd1fb2449615418e5f3c9e41008a734d02695d8c6ba14,uploaded,verified_size_and_sha,2026-08-06T11:51:59.022746+00:00,,,legacy_nested
2007,,,,,0001001250,0001104659-07-065600,2007/sample_503/html/raw/0001001250/0001104659-07-065600.html,3170821,d366532a71014a8bb80681cc5d31f273e31bfee40ce02c108d1aea14fadb660c,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1kMlt_2R5diiHn8d3o32lCfXN-FSE_lc_,1c6YA-REwq7ck8-XWLqpeTommoK33Ebq9,0001104659-07-065600.html,text/html,3170821,d366532a71014a8bb80681cc5d31f273e31bfee40ce02c108d1aea14fadb660c,uploaded,verified_size_and_sha,2026-08-06T11:51:59.961035+00:00,,,legacy_nested
2007,,,,,0001018724,0001193125-08-024707,2007/sample_503/html/raw/0001018724/0001193125-08-024707.html,1290083,5f8f165e1dc08f58661a293877a2de54124f07bdb3a1bc011669ba5921f3489c,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1L4QxR6X54oUOZjjrAu2SJXrwGE_lM-fZ,1aaIqp7yH2hK-qOWVi5fu64EKIQviMK5W,0001193125-08-024707.html,text/html,1290083,5f8f165e1dc08f58661a293877a2de54124f07bdb3a1bc011669ba5921f3489c,uploaded,verified_size_and_sha,2026-08-06T11:52:00.786767+00:00,,,legacy_nested
2007,,,,,0001045810,0001045810-07-000008,2007/sample_503/html/raw/0001045810/0001045810-07-000008.html,3232967,749b4f419a9d8d001f9e67314bc94e05365ddef50710ae0812701cb151001862,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1Bw-Tk7NkM73hqRAyDTU9yl6KXjr2ULO-,1HUox3DtmCUdkAgJ_fgAmMK-N3EwdaEE3,0001045810-07-000008.html,text/html,3232967,749b4f419a9d8d001f9e67314bc94e05365ddef50710ae0812701cb151001862,uploaded,verified_size_and_sha,2026-08-06T11:52:01.708503+00:00,,,legacy_nested
2007,,,,,0001065088,0000950134-08-003741,2007/sample_503/html/raw/0001065088/0000950134-08-003741.html,1570185,bacce814f6ce2aa40b35fbee36a6766e3e8ab22980a6626034667eaf39bfabae,1o_pnjsWEdnXLYmHohrFxd4xM1_Uu_4tU,1rD5JAeHlGbMZd7cBDn2YOHs7uGPNlUCT,1RERl6ETIGUtMIKCNk68_SYdH1dIGvP6a,1tdFbYQx7EUENBepANJkT27JhgYBQAllf,1DfU6jjCpjHA3GtGH1XH-a81Y0Yr-6IP6,1PGd2Ddg4y70tU5JT1Z_41xHKF2kcqNxx,0000950134-08-003741.html,text/html,1570185,bacce814f6ce2aa40b35fbee36a6766e3e8ab22980a6626034667eaf39bfabae,uploaded,verified_size_and_sha,2026-08-06T11:52:02.463580+00:00,,,legacy_nested
2008,,,,,0000024741,0001193125-09-035649,2008/sample_503/html/raw/0000024741/0001193125-09-035649.html,2942791,86df170703fc82fd748c7d8e7df781bf2c0847996ba8ed86b18a31a42bcf3a2f,1mE4dCkP_7MnRGOjF-UUfN_B2Nyi8SojI,16NTOyrBXlpyMl4UbpMufjh7n4Qz8QxnD,1WjoKRqC1sSLS4jpLIXGack3tZjJ4x91I,1yjaRoLeYotHmhKpaGngFL6BEZ9nJN9mS,1qpNZA5ybFDti74u786eT5ddMZBPUUr-2,1BNL-SaEoJ_G_3jhjccjCrduAGS3hn6N1,0001193125-09-035649.html,text/html,2942791,86df170703fc82fd748c7d8e7df781bf2c0847996ba8ed86b18a31a42bcf3a2f,uploaded,verified_size_and_sha,2026-08-06T11:52:07.624246+00:00,,,legacy_nested
2008,,,,,0000031462,0001104659-09-013091,2008/sample_503/html/raw/0000031462/0001104659-09-013091.html,959070,a67763060f2bfe50808cea3a653ccf7841d0d3e1383673eb17ee444d9e017c00,1mE4dCkP_7MnRGOjF-UUfN_B2Nyi8SojI,16NTOyrBXlpyMl4UbpMufjh7n4Qz8QxnD,1WjoKRqC1sSLS4jpLIXGack3tZjJ4x91I,1yjaRoLeYotHmhKpaGngFL6BEZ9nJN9mS,1mxrksq8sd1o9DMcuJ5J0zXAbGSgo9EV2,1kY-vpYj14ER_AqX0cVBosd-f7NZf1KqB,0001104659-09-013091.html,text/html,959070,a67763060f2bfe50808cea3a653ccf7841d0d3e1383673eb17ee444d9e017c00,uploaded,verified_size_and_sha,2026-08-06T11:52:09.723861+00:00,,,legacy_nested
