variable,report_year,paired_firm_count,mean_within_firm_change,median_within_firm_change,standard_deviation,p25,p75
past_tense_share,2011,43,-0.003677936363604207,-0.011880907184730893,0.04264776009649208,-0.01738518393079594,-0.0012215807833691472
past_tense_share,2012,49,-0.00427583576167797,-0.004968956619899989,0.017668450283347154,-0.014432197411369974,0.005325696651797995
past_tense_share,2013,67,-0.001254264279882329,-0.003479899769643413,0.019983995562328216,-0.012514459971345232,0.002940585378786248
past_tense_share,2014,90,-0.003593354865491521,-0.0033429389714538515,0.020180410469362947,-0.015414055168691786,0.010591106803593459
past_tense_share,2015,131,0.0010309840908640472,0.0007887739653703041,0.023962998887024335,-0.010024848088110272,0.009456520750870591
past_tense_share,2016,171,-0.004191460744648576,-0.0037362646820248147,0.024310958066558776,-0.017172624359654526,0.0070828974852678445
past_tense_share,2017,239,-0.0026156864326725474,-0.002940732467129281,0.015390436036767648,-0.011878200782070095,0.006067761820083645
past_tense_share,2018,306,-0.00024873967584553426,-0.00041902849740960146,0.020374640085161873,-0.011028581817529547,0.011963662858676082
past_tense_share,2019,373,-0.008719612083971224,-0.00978171802035721,0.027434233965788268,-0.024727141247103124,0.004103878862927485
past_tense_share,2020,424,-0.0012499940309872615,-0.0008244797841138601,0.02504353180318058,-0.01486158343127899,0.01131475741313958
past_tense_share,2021,434,-0.009761321301223386,-0.008510277591880597,0.020019953942615444,-0.02155138859326239,0.0022277174071959963
past_tense_share,2022,452,-0.005586323030239581,-0.005541977341322987,0.017863501803800683,-0.015351844451647764,0.003266401058094247
past_tense_share,2023,458,-0.008407682130039822,-0.007850757910371653,0.016583973599667328,-0.018969273926484988,0.0011939991435118216
past_tense_share,2024,465,-0.005441678792212552,-0.005551163143590887,0.01618400096543379,-0.014811916823405602,0.004026737161980265
past_tense_share,2025,462,-0.00220129458980615,-0.002062597448752354,0.01611792247459723,-0.010893077260328878,0.006857534999506573
present_tense_share,2007,12,-0.005056762788790368,-0.013557053365921112,0.02684303455309584,-0.019456416735176174,0.011518213739988292
present_tense_share,2008,20,0.009546669490887044,0.008598987083152765,0.028618447182122465,-0.0031515796366014814,0.015934846387707202
present_tense_share,2009,33,0.0020340356387731654,0.0037600958967640707,0.021892366024379814,-0.017019807108852758,0.013566308304911345
present_tense_share,2010,39,0.007490604106945928,0.005296575735796005,0.02245415703869605,-0.0024867117719533094,0.015211972671289486
present_tense_share,2011,43,0.003603092384511147,0.011632281476714579,0.0395431058448278,-5.367923190185975e-05,0.018837743508860416
present_tense_share,2012,49,0.004934294790017957,0.006973546719463264,0.018196449597424093,-0.002811208886135508,0.017369158847212463
present_tense_share,2013,67,0.0018987767165017642,0.00245464380652638,0.020179930319102916,-0.004858609455672069,0.0140166087530737
present_tense_share,2014,90,0.003393152085267612,0.003084416263822942,0.019430635863493306,-0.00926592272921345,0.014411623716578253
present_tense_share,2015,131,-0.0011316434295463788,-0.0007657075418679993,0.02346844130579721,-0.011178178275162265,0.010619707123946831
present_tense_share,2016,171,0.0031350241452672368,0.0025951635280665464,0.024321667211463067,-0.007108948910876156,0.01582086226494983
present_tense_share,2017,239,0.0021694164448412007,0.0013988244989855403,0.01866086428943358,-0.0069761713297324945,0.01063913581488729
present_tense_share,2018,306,0.0026120461561001474,0.0027717495372596157,0.01891245295884581,-0.008353967721762584,0.013079209787163731
present_tense_share,2019,373,0.011476582755754833,0.012521241994398968,0.025613987030139465,-0.0007437938843856129,0.026056886750112196
present_tense_share,2020,424,0.0020831284230960496,0.002603206934148672,0.024134377325616154,-0.01043124757795913,0.015791793974257978
present_tense_share,2021,434,0.010450686110069992,0.009323054168204226,0.01964260063394723,-0.001378890832213181,0.02163726726492113
present_tense_share,2022,452,0.006243513911595623,0.006568458192837412,0.017324656667095685,-0.003622246405245888,0.016687559658314366
present_tense_share,2023,458,0.009147670288817798,0.00910721719928792,0.016247706532185588,-0.00012548732526299067,0.018463428640490887
present_tense_share,2024,465,0.005422406442059407,0.0054197143852317,0.01571762549869304,-0.003234228473998235,0.014311127782798305
present_tense_share,2025,462,0.0021452903295904905,0.002107010185507685,0.015686741195343985,-0.006988883581260319,0.011751199177463284
future_tense_share,2007,12,-0.0012717485328097985,-0.0011742213125385502,0.009538148404526684,-0.004837397801720074,0.001275439998894328
future_tense_share,2008,20,-0.00039085350234849514,0.0005032548969076001,0.004810582755813338,-0.0021175796354855527,0.002378023228424503
future_tense_share,2009,33,-0.002174634760064297,-0.0031394853845426035,0.00634837765321971,-0.005859923556923198,0.0017358490566037055
future_tense_share,2010,39,-0.0004306860465211123,-0.00010869589831500118,0.006786498755118501,-0.003867970879710903,0.0029002945883049996
future_tense_share,2011,43,7.484397909305356e-05,-8.062490503320252e-05,0.006074608550374148,-0.0021305461769574006,0.003586684765112348
future_tense_share,2012,49,-0.000658459028339992,-0.0007952216017531009,0.0057214021404161045,-0.002901900359527497,0.002035961941622401
future_tense_share,2013,67,-0.0006445124366194299,-0.0008645270885155043,0.003985012478332018,-0.0026045541064083962,0.0015894209440327975
future_tense_share,2014,90,0.00020020278022391251,-8.802923422739951e-05,0.007728071910347923,-0.003114413359915299,0.003910036932767702
future_tense_share,2015,131,0.00010065933868232211,1.3310970902298547e-05,0.005792066713141235,-0.0025889768315853004,0.003358220280051352
future_tense_share,2016,171,0.0010564365993813473,0.0013408140911982044,0.005718388573438296,-0.0023447952540648492,0.0050402362485082
future_tense_share,2017,239,0.0004462699878313448,0.0016786588431698009,0.013758371339369416,-0.0017172940045388496,0.00445945222388985
future_tense_share,2018,306,-0.002363306480254608,-0.0027568133225970987,0.0064088164089587864,-0.0060770971647110495,0.0010144315454055277
future_tense_share,2019,373,-0.0027569706717836236,-0.0026875461023322944,0.00569760606361476,-0.005825581450544799,0.001050971043959903
future_tense_share,2020,424,-0.000833134392108778,-0.0008424581793610494,0.00570974700999892,-0.003848079754360424,0.0023828585818612986
future_tense_share,2021,434,-0.0006893648088466145,-0.0004644079694758503,0.0043069807313119626,-0.0031751668793844993,0.0018928732445488983
future_tense_share,2022,452,-0.0006571908813560417,-0.0006278341620995533,0.00458929851822433,-0.0030085231915226475,0.0018012327653152485
future_tense_share,2023,458,-0.0007399881587779698,-0.000683396952943751,0.004217880166060352,-0.0029811863942549284,0.0016175808653345735
future_tense_share,2024,465,1.9272350153143064e-05,-0.0002354480052321993,0.0042369468160114495,-0.002198505786262399,0.002134262967919201
future_tense_share,2025,462,5.60042602156562e-05,-0.00015098582272954873,0.004723507760611798,-0.0025040262197840992,0.0020958620770070253
lm_uncertainty_share,2007,12,0.000235513333333333,0.000538625,0.0013397593996367964,-0.0010595975000000008,0.0008302949999999996
lm_uncertainty_share,2008,20,0.0005714620000000001,0.0004928350000000005,0.0011775559800419814,-0.00011156749999999965,0.0010900950000000001
lm_uncertainty_share,2009,33,3.7746969696969885e-05,7.855999999999835e-05,0.0008174618515888249,-0.0006192899999999998,0.00048629000000000033
lm_uncertainty_share,2010,39,0.0004235841025641025,0.00025393000000000117,0.0007061455285999291,-0.00010253500000000082,0.0007226200000000019
lm_uncertainty_share,2011,43,0.0001386953488372092,2.8770000000000878e-05,0.0013030634969368451,-0.00024047999999999951,0.0008818899999999998
lm_uncertainty_share,2012,49,6.231142857142894e-05,0.00011338999999999967,0.0008089089676610714,-0.00042591999999999977,0.0004535100000000007
lm_uncertainty_share,2013,67,-2.4029850746271715e-06,6.830999999999851e-05,0.0007204920038229243,-0.0004075550000000004,0.00043914999999999926
lm_uncertainty_share,2014,90,0.0003267503333333332,0.0001822299999999985,0.001183374165819544,-0.00015786749999999964,0.000560245
lm_uncertainty_share,2015,131,6.0509312977099105e-05,5.633000000000027e-05,0.000855202567350783,-0.000412570000000001,0.0004667050000000013
lm_uncertainty_share,2016,171,0.00012663988304093573,0.0001668600000000013,0.0008283528980182784,-0.0002928449999999999,0.0005709499999999998
lm_uncertainty_share,2017,239,7.973497907949785e-05,6.254999999999976e-05,0.0010335504008143115,-0.00039925500000000114,0.00047990500000000096
lm_uncertainty_share,2018,306,-2.91277450980391e-05,-1.789500000000041e-05,0.000971059481086347,-0.000420207499999999,0.0003902700000000003
lm_uncertainty_share,2019,373,0.0002436630831099196,0.0002734399999999998,0.0011724251140729702,-0.00015576999999999952,0.0007945799999999996
lm_uncertainty_share,2020,424,4.023021226415088e-05,3.7449999999994432e-06,0.0011375988806709232,-0.0005776250000000009,0.0006161199999999995
lm_uncertainty_share,2021,434,0.0002432179493087557,0.00023162500000000093,0.0008590631038629518,-0.00022047250000000167,0.0007399999999999989
lm_uncertainty_share,2022,452,8.991103982300895e-05,8.329000000000149e-05,0.0008130569275594133,-0.0003259975000000012,0.0005477150000000007
lm_uncertainty_share,2023,458,0.0002653975327510917,0.00024015999999999968,0.0007434405067533282,-0.00013790999999999977,0.0006736400000000001
lm_uncertainty_share,2024,465,0.000225635376344086,0.00019939000000000068,0.0006781537664652705,-0.00016690000000000108,0.0005964200000000003
lm_uncertainty_share,2025,462,0.00025774413419913424,0.00021815500000000113,0.0006380433447570222,-0.00011150499999999959,0.0005634950000000007
passive_voice_sentence_share,2007,12,0.000513601792809161,0.0007169035421678155,0.01199870293385921,-0.009478613058975169,0.012023215700731268
passive_voice_sentence_share,2008,20,-0.0032483216683234133,-0.0006357261040952078,0.023108936910312967,-0.00896085146749425,0.012994121259445407
passive_voice_sentence_share,2009,33,-0.0021721691778826234,-0.0012679924869962167,0.014670941555066153,-0.007222469977638091,0.007592993608867671
passive_voice_sentence_share,2010,39,0.0004895050058598501,0.0020836106536645804,0.018358823095408396,-0.0071930572556355155,0.008923155262814439
passive_voice_sentence_share,2011,43,-0.0010833274922462989,-0.0009286055180163788,0.014890201166256585,-0.008680097307545542,0.00682446601461284
passive_voice_sentence_share,2012,49,-0.0006249164409332998,-0.0018095848806645998,0.011579251684170126,-0.006168726569822008,0.006790633435079907
passive_voice_sentence_share,2013,67,-0.0021403569549737042,-0.001036134541289091,0.011769640164488337,-0.008094406400449228,0.005147772690573094
passive_voice_sentence_share,2014,90,0.0010605659324368559,0.001611259314691832,0.010841711752590955,-0.006315485056708189,0.008470123164640506
passive_voice_sentence_share,2015,131,0.00039592742973561235,0.0006189799925495065,0.011355749339595236,-0.0058931588604621,0.005503220998963054
passive_voice_sentence_share,2016,171,-0.0018583714074098632,-0.001982932004593374,0.010966058510434166,-0.009428430801183219,0.004054278975298781
passive_voice_sentence_share,2017,239,-0.0013230083382520718,-0.0010139005239631627,0.012773952277995567,-0.007939725750313847,0.005633906391948329
passive_voice_sentence_share,2018,306,0.00028356246583449577,-0.0003233690277484047,0.012324554183420619,-0.007056069836280904,0.007602380131955966
passive_voice_sentence_share,2019,373,0.0023454239740630742,0.00144046714443824,0.014289248403107323,-0.006479299824459883,0.009857882198307688
passive_voice_sentence_share,2020,424,-0.005763085810068088,-0.0063427861681667475,0.0165133164495668,-0.014438141506088562,0.0020884231253345403
passive_voice_sentence_share,2021,434,-0.0018381699665764545,-0.0019608800954691585,0.011207019736233862,-0.00809587775110547,0.004606738614464492
passive_voice_sentence_share,2022,452,0.00037875386551999846,-0.00028160486165040854,0.010787043002654146,-0.006146823089480301,0.0051627665665117395
passive_voice_sentence_share,2023,458,-0.0012826521571160426,-0.0008040781823893395,0.010832481175458548,-0.007085491850607931,0.005363849433103418
passive_voice_sentence_share,2024,465,3.574664393953688e-05,0.00020860967014380005,0.009480683090662051,-0.005362952656084663,0.005799168960883894
passive_voice_sentence_share,2025,462,-0.0009001900543713402,-0.0007273105662354284,0.008442200166169745,-0.0060713551641512625,0.004442510985559631
fog_index,2007,12,0.10099197166666614,0.10931170499999965,0.5318505703371769,-0.05831588000000032,0.20055100749999877
fog_index,2008,20,-0.09872021549999985,-0.05506370999999888,0.49592155348622974,-0.1914090625000009,0.12506673499999987
fog_index,2009,33,0.12421530727272719,0.09947727000000128,0.24985570276103097,-0.044187889999999896,0.27324100999999956
fog_index,2010,39,0.15750251589743583,0.06530018000000126,0.6723108108380957,-0.14729156499999974,0.30305548500000157
fog_index,2011,43,0.20198518441860508,0.12551951000000017,0.37563522463087634,-0.021104819999997915,0.28866802500000155
fog_index,2012,49,0.055778766530611895,0.04673587999999995,0.3031441348208559,-0.09447156999999962,0.2499315700000011
fog_index,2013,67,0.03960912552238842,0.046042410000001865,0.2443849165363786,-0.09474353999999963,0.1394346050000017
fog_index,2014,90,0.02454609144444425,0.043330134999999714,0.2862415192674737,-0.06101103250000062,0.13451696250000023
fog_index,2015,131,0.03881889480916027,0.015692200000000156,0.25452763689963165,-0.08329911499999909,0.15424155500000047
fog_index,2016,171,0.02873796403508775,0.02678346000000076,0.23356434121371528,-0.09418214999999819,0.13507350999999979
fog_index,2017,239,0.03873482238493731,0.03197702999999663,0.22993092850318875,-0.06926254499999906,0.15804504999999835
fog_index,2018,306,0.08100189006535947,0.06961613000000177,0.254042114740269,-0.04368097500000001,0.16865818750000017
fog_index,2019,373,-0.0058338397050938275,0.07084293999999858,0.5501575541692091,-0.05134845999999982,0.18148850999999766
fog_index,2020,424,0.07645780122641506,0.08058495000000043,0.4571855601881488,-0.054958449999998216,0.2283388250000007
fog_index,2021,434,0.059576748156682,0.04588440000000027,0.402585163719744,-0.07017490749999933,0.1727060275000003
fog_index,2022,452,0.053644594336283234,0.046733849999998966,0.6167821769811833,-0.06505806999999919,0.17003353499999818
fog_index,2023,458,0.06875281958515281,0.06717821500000021,0.22435351986316965,-0.03685283749999968,0.17260355999999977
fog_index,2024,465,0.06370753451612916,0.07988326999999984,0.30824919151443386,-0.01669917000000254,0.16847458999999887
fog_index,2025,462,-0.007457133874458961,0.05473042000000028,0.5997303514726323,-0.0508652000000005,0.16350450249999948
ai_sentence_count,2007,12,0.0,0.0,0.0,0.0,0.0
ai_sentence_count,2008,20,0.0,0.0,0.0,0.0,0.0
ai_sentence_count,2009,33,0.030303030303030304,0.0,0.17407765595569785,0.0,0.0
ai_sentence_count,2010,39,0.0,0.0,0.0,0.0,0.0
ai_sentence_count,2011,43,0.023255813953488372,0.0,0.15249857033260467,0.0,0.0
ai_sentence_count,2012,49,0.04081632653061224,0.0,0.2857142857142857,0.0,0.0
ai_sentence_count,2013,67,-0.029850746268656716,0.0,0.3000075379725378,0.0,0.0
ai_sentence_count,2014,90,-0.011111111111111112,0.0,0.1832567085360606,0.0,0.0
ai_sentence_count,2015,131,0.08396946564885496,0.0,0.877392710416066,0.0,0.0
ai_sentence_count,2016,171,0.14619883040935672,0.0,1.1307078190225024,0.0,0.0
ai_sentence_count,2017,239,0.3305439330543933,0.0,2.1740322190455994,0.0,0.0
ai_sentence_count,2018,306,0.2581699346405229,0.0,1.4582771950438342,0.0,0.0
ai_sentence_count,2019,373,0.19302949061662197,0.0,1.0876900114260142,0.0,0.0
ai_sentence_count,2020,424,0.41745283018867924,0.0,2.2997126190368777,0.0,0.0
ai_sentence_count,2021,434,0.2304147465437788,0.0,2.8075115860220574,0.0,0.0
ai_sentence_count,2022,452,0.3407079646017699,0.0,1.852385633546319,0.0,0.0
ai_sentence_count,2023,458,4.131004366812227,1.0,8.102750935999099,0.0,4.75
ai_sentence_count,2024,465,5.178494623655914,3.0,7.020626161139429,1.0,8.0
ai_sentence_count,2025,462,5.909090909090909,4.0,7.6784881095814965,1.0,8.0
ai_net_tone,2015,2,0.0,0.0,0.0,0.0,0.0
ai_net_tone,2016,2,-0.016666664999999997,-0.016666664999999997,0.023570223682528976,-0.024999997499999996,-0.008333332499999999
ai_net_tone,2017,8,-0.26736111125,-0.11111111000000001,0.37501837164139384,-0.35416666750000003,0.0
ai_net_tone,2018,21,-0.04586041428571429,0.0,0.19188150675230065,0.0,0.0
ai_net_tone,2019,37,-0.01435421324324324,0.0,0.38022052315963156,0.0,0.0
ai_net_tone,2020,65,-0.09320649876923076,0.0,0.36438761264352715,-0.049568970000000045,0.0
ai_net_tone,2021,84,0.008331754404761907,0.0,0.34958373975645507,0.0,0.03181868499999993
ai_net_tone,2022,107,-0.09123742691588785,0.0,0.37288980352558626,-0.055072465000000015,0.0
ai_net_tone,2023,123,-0.2972960942276422,0.0,0.646607143585226,-0.680555555,0.06904762000000003
ai_net_tone,2024,287,-0.15029576135888503,0.0,0.4927007670058513,-0.28916667,0.07681770500000001
ai_net_tone,2025,391,-0.023972161687979533,0.0,0.40563856992020464,-0.11885026999999998,0.13986706
